wl,W1.1.W,W1.2.W.N,W2.1.W,W2.2.W.P,W3.1.W,W4.1.W,W4.2.W.P,W9.1.W,W10.1.W,W10.1.Y,W10.2.W.P,W11.1.WY,W11.2.W.N,W12.1.W,W12.1.Y,W12.2.W.P,W13.1.W,W13.1.Yl,W13.1.Ys,W13.2.WY.N,W14.1.W,W15.1.WY,W15.1.Y,W15.2.W.N,W16.1.W,W16.2.W.P,W17.1.W,W18.1.Wl,W18.1.Y,W18.1.Ws,W18.2.W.P,W19.1.W,W19.1.Y,W20.1.W,W20.1.WY,W21.1.W,W21.1.Y,W22.1.WY,W22.1.Y,W23.1.W,W23.1.Y,W24.1.WY,W24.1.Y,W25.1.Y,W25.2.W.N,W26.1.Y,W26.2.W.P,W27.1.Y,Y1.2.W.N,Y3.1.W,Y3.2.W.N,Y4.1.W,Y9.1.W,Y9.1.WY,Y9.2.W.N,Y9.2.WY.N,Y10.1.Ws,Y10.1.Y,Y10.1.Wl,Y10.2.W.P,Y11.1.WY,Y11.2.WY.N,Y12.1.WY,Y13.1.WY,Y13.1.Y,Y14.1.WY,Y14.1.Y,Y14.2.Y.N,Y15.1.WY,Y15.1.Y,Y15.1.W,Y16.1.W,Y16.2.W.P,Y17.1.Ws,Y17.1.Y,Y17.1.Wl,Y18.1.W,Y18.1.Y,Y19.1.W,Y19.1.Y,Y19.2.W.P,Y20.1.W,Y20.1.WY,Y20.1.W,Y21.1.WY,Y21.1.Y,Y22.1.WY,Y22.1.Y,Y23.1.W,Y23.1.WYl,Y23.1.WYs,Y24.1.Y,Y25.1.Y,Y25.2.WY.N,Y26.1.Y,Y26.2.W.P,Y26.2.WY.P,Y27.1.W,Y27.1.Y,Y27.2.W.P
303.742126,25.551639,91.62696233,63.475132,129.50296,50.68308633,67.928747,104.1164527,102.3907013,47.12166367,27.59794633,17.81602633,49.52039733,90.33526367,88.60642233,11.16482867,81.63216133,75.59248367,43.74304333,36.65097933,22.17123,137.421631,42.518598,42.910291,25.89784933,90.67343133,71.765176,60.81472267,29.57165767,32.80359,60.887366,60.887366,59.96255467,25.19830967,46.361384,43.15856567,45.06558567,8.151507,36.88670467,15.415809,35.567237,20.214003,24.027087,21.52654567,62.66765067,89.19396967,42.474177,31.50289933,23.25722567,31.12464,131.028801,99.869779,99.66121667,125.582957,48.382845,117.055532,19.52207433,28.155667,46.02987667,49.98801433,119.8792853,39.75187167,110.2855147,26.17375267,56.25652567,30.52691133,57.17696867,54.451707,9.414040333,75.18569967,46.34515,109.9966327,91.37427533,84.905034,57.88156,36.98655033,44.07067633,27.63634233,21.12663867,27.112004,12.085611,28.56800733,80.746147,37.75175933,124.2122727,33.065884,20.32900233,33.68347967,21.46573233,64.92288467,36.466428,59.84666567,50.04767467,38.316007,22.72967633,31.52961233,107.0705643,38.98414733,98.98923233,28.240956,98.56339
304.113037,25.512338,91.804986,63.576636,129.543968,50.578971,67.837716,104.192136,102.227384,46.84880333,27.352128,17.696251,49.30215967,90.38569867,88.48656967,10.981055,81.64902467,75.152173,43.614483,36.50223033,21.99358867,137.0561853,42.28334933,42.67381133,25.73272833,90.505208,71.93178567,60.44472733,29.30211767,32.49893267,60.95548733,60.95548733,59.63410333,25.07382,46.146614,43.16844333,44.99674733,7.996007333,36.75824867,15.31671167,35.31138025,20.20115433,23.89522767,21.346777,62.64006067,88.828672,42.44113433,31.268046,23.313062,30.72703333,131.125923,100.0084203,99.42281633,125.4750137,48.12104033,116.9147643,19.28803,28.11606033,45.80087933,49.703603,120.155108,39.485068,110.009641,25.67958333,55.809101,30.484099,57.11711367,54.24955233,9.412511333,74.74733233,46.19234233,109.835851,90.99407967,84.954315,57.75629667,36.77116267,43.82925633,27.485357,20.913292,27.03200267,12.02931967,28.55086867,80.69758867,37.52963133,124.8360543,32.88898433,20.20176767,33.49871433,21.37247667,64.31523767,36.12477233,59.44514833,49.871428,38.21125167,22.50209367,31.53905567,106.8363953,38.89253233,98.895411,28.18827867,98.28547433
304.483856,25.49675833,91.83939,63.71055867,129.6220143,50.563244,67.619854,104.4859697,102.150228,46.636696,27.05626233,17.597456,49.037809,90.39261367,88.354243,10.91882567,81.70898933,74.76102933,43.45984033,36.325545,21.82244733,137.1333923,41.955555,42.40282333,25.47875667,90.153221,71.99797333,59.95876033,29.040335,32.14472367,60.9728,60.9728,59.175514,24.966365,45.86261733,43.09040467,44.85032167,7.897168,36.529863,15.24374967,35.1801795,20.14993033,23.73547933,21.235049,62.25643667,88.423368,42.21575567,30.999892,23.26128067,30.34678033,130.8804117,99.88150533,99.58596033,125.2919563,47.98136633,116.799731,19.09232767,28.008683,45.583683,49.477337,120.459485,39.219978,109.9427007,25.28261767,55.332914,30.41858167,56.88364433,54.04098267,9.353006333,74.26960233,45.92115767,109.764066,90.51077767,85.05249533,57.549736,36.461652,43.474098,27.33431233,20.63196533,26.88463067,11.94046567,28.504729,80.64933,37.36567,125.053907,32.70067333,20.08762833,33.31627233,21.259086,63.41970967,35.853302,59.04656733,49.65999333,38.04571433,22.35728667,31.466262,106.8161977,38.69098,98.90628067,28.08428567,98.15025833
304.854736,25.474427,91.741179,63.78414433,129.7015687,50.327376,67.33940633,104.563985,102.0310747,46.40964267,26.87549167,17.41411967,48.72793967,90.321416,87.79225667,10.77739033,81.66531133,74.45171367,43.322708,36.25717167,21.53502,136.662631,41.78725667,42.05786,25.22789633,89.86272433,72.02409233,59.45732267,28.767662,31.942463,61.07471467,61.07471467,58.71988567,24.84079267,45.59106933,43.05469267,44.71565,7.807625333,36.27229833,15.18205,34.8623515,20.07184133,23.593871,20.93078367,61.82784033,88.04265067,42.128596,30.70634533,23.17984333,29.981456,130.8014957,99.920133,99.26332067,125.2694727,47.71050333,116.668002,18.87033467,27.948302,45.397153,49.18748233,120.7594043,38.781259,109.7777863,24.932647,54.85357933,30.220066,56.55276133,53.64061333,9.196714333,73.630132,45.521768,109.5947643,89.943105,85.09191133,57.385329,36.26378233,43.17768967,27.197428,20.44277467,26.72573967,11.74536267,28.45509267,80.57414233,37.13955367,125.212214,32.462984,19.98194767,33.22988567,21.055666,62.652462,35.52801767,58.75626733,49.31858033,37.898513,22.19654,31.418373,106.7858457,38.44999933,98.59455833,28.07910667,97.56357333
305.225525,25.367192,91.71971267,63.78098933,129.481903,50.12436267,67.12249067,104.4760157,101.7084223,46.13842533,26.57882167,17.177261,48.491834,90.216555,87.49604033,10.58964733,81.54395033,74.139076,43.13365067,36.15099867,21.27072267,136.3592683,41.55064367,41.6553,25.079293,89.592987,71.90977733,58.95728567,28.52977733,31.64468133,60.90931933,60.90931933,58.24916967,24.67898233,45.434424,42.876994,44.60457767,7.660059,35.95224667,15.006027,34.567956,20.02659567,23.58231633,20.72776367,61.35749567,87.573972,41.940717,30.33629467,23.07212367,29.57708067,130.518158,99.67823033,99.08723433,124.915924,47.45728133,116.3174793,18.53728033,27.86701033,45.11573267,48.86234667,120.7151337,38.48508833,109.332985,24.638089,54.43936667,30.08573733,56.27140533,53.37963067,9.141262,73.177582,45.17932,109.1496173,89.22630033,85.06353233,57.275275,35.977572,42.76865233,26.96813267,20.15805567,26.64138867,11.71727433,28.443249,80.34407767,36.945661,125.1994757,32.27229167,19.831836,32.995161,20.90591833,61.957269,35.20961133,58.42081167,48.938469,37.69917533,22.12031433,31.24943467,106.4487027,38.12256,98.51982367,28.01538233,96.80930067
305.596283,25.332796,91.62602867,63.58316167,129.1581953,49.79918567,66.74385267,104.4136023,101.21595,45.83376567,26.242993,17.039403,48.160184,90.28935267,87.03938533,10.42985,81.29125733,73.66887933,42.91377233,36.03029,21.00580567,135.897947,41.305664,41.139488,24.836911,89.50565567,71.980676,58.34435,28.35092767,31.36474233,60.80636867,60.80636867,57.75084533,24.492911,45.09956267,42.809381,44.30189233,7.530532333,35.6519,14.85511667,34.33597925,19.93481633,23.36423367,20.60486433,60.931155,86.92875433,41.715996,29.98963167,23.09617833,29.22157733,130.1737977,99.578514,98.84744267,124.8558403,47.331541,116.0347543,18.34588733,27.770696,44.81854033,48.60519167,120.7291083,38.02392567,108.8376517,24.254551,54.06506333,29.72759633,56.14095467,53.129045,9.132069333,72.502136,44.822267,108.7339883,88.796097,84.903384,56.973483,35.811297,42.43531567,26.75523167,19.97722667,26.45322067,11.536308,28.38766333,80.03462967,36.68880633,125.2845483,32.064651,19.72903367,32.75886467,20.76910333,61.213249,34.845029,57.97183867,48.63794333,37.55436667,22.07602667,31.172137,106.0034993,37.937673,98.36933667,27.95233533,96.36410267
305.967041,25.30468567,91.48595933,63.48196167,128.9400913,49.48248033,66.52527467,104.427882,101.023458,45.57337067,25.97408367,16.90328633,48.01786167,90.052691,86.51916533,10.325067,81.09663133,73.07266233,42.651792,35.97557833,20.77994167,135.397807,40.99705733,40.70229233,24.645636,89.28965267,71.75806567,57.81452433,28.15712933,31.10110367,60.62704467,60.62704467,57.31198867,24.27481633,44.898056,42.740411,44.12851933,7.490570333,35.49945333,14.73720533,34.09064,19.80551233,23.17810167,20.405636,60.443592,86.449478,41.283038,29.71718833,23.07141433,28.83502,129.8470817,99.30264267,98.36950933,124.7689537,46.93311233,115.6528067,18.111754,27.69144967,44.47031267,48.26759367,120.8631337,37.679034,108.648645,24.03774633,53.53315467,29.55892033,55.75320033,52.75509633,9.034132667,71.70247667,44.57064833,108.1360703,88.25515233,84.91744733,56.85532,35.636308,41.97366367,26.65380367,19.82816533,26.28868167,11.36319333,28.36480767,79.719826,36.43977167,125.3612417,31.687536,19.63105467,32.501739,20.70267567,60.64134,34.46893367,57.59688167,48.267184,37.35090867,21.86029067,30.97740733,106.039144,37.59271,98.05448133,27.943535,95.769475
306.337769,25.27158733,91.18172067,63.33043033,128.9508313,49.32748933,66.33614533,104.3267543,100.8510897,45.226139,25.63288367,16.78912033,47.64085133,90.097506,86.22340367,10.07241633,80.67476667,72.749985,42.438309,35.85502867,20.504473,134.8695677,40.762773,40.482413,24.353917,89.138883,71.58075067,57.16278333,27.894457,30.858005,60.51047,60.51047,56.92315567,24.07021467,44.562706,42.56731033,43.911644,7.405085333,35.228405,14.70654233,33.83650575,19.64998767,22.935678,20.27197467,59.94989667,85.83555867,41.07558033,29.38532333,22.86523567,28.480772,129.385745,99.10615033,97.89774833,124.64268,46.67011333,115.4218573,17.84503467,27.54775433,44.25845967,47.953355,120.859917,37.40210333,108.2564073,23.737639,52.99677667,29.29442733,55.38881067,52.45876567,8.891853333,70.99485,44.15965267,107.4225817,87.50158433,84.92601267,56.61204267,35.335205,41.62819433,26.46122533,19.542904,26.12824467,11.23893933,28.293257,79.39235433,36.16297267,125.4256437,31.43304933,19.517047,32.39563,20.59906533,59.93833267,34.05724633,57.195245,47.892134,37.202683,21.73589267,30.82231433,105.818934,37.35612333,97.749756,27.96386567,95.271718
306.708405,25.277975,91.14428967,63.207334,128.348694,49.049479,66.14261633,104.5028407,100.5720293,44.88172,25.343532,16.67486333,47.31784433,89.897354,85.79244233,9.929869667,80.49177067,72.29770667,42.32123433,35.77687333,20.265096,133.9686787,40.51007233,40.166885,24.12686433,88.77334067,71.43964133,56.65342567,27.72678233,30.55472567,60.43167233,60.43167233,56.541859,23.930173,44.22309367,42.45973067,43.72379433,7.280729,35.06327833,14.50678733,33.57187375,19.51127833,22.71303867,20.11978533,59.51621867,85.314059,40.75208033,29.09598233,22.64490767,28.147769,128.683426,98.90534933,97.643725,123.9096197,46.51496833,115.0971783,17.665448,27.47141133,44.04066967,47.65276333,120.764285,37.14679333,107.590973,23.379645,52.56037933,29.11796333,55.09592167,51.95122033,8.879840667,70.26209533,43.77651333,106.884804,86.834511,84.765096,56.406724,35.08445467,41.235367,26.25365267,19.30991433,25.98234533,10.91652533,28.19186667,78.86402633,35.85043367,125.5304007,31.138749,19.395411,32.28523067,20.46647733,59.334436,33.60887967,56.697399,47.431689,36.97962767,21.59789667,30.66545667,105.4862873,37.077099,97.27344767,27.893595,94.808385
307.079071,25.18539733,90.99659467,63.22727333,128.1154733,48.760698,65.86433433,104.4207763,100.3212967,44.53368367,25.07673767,16.50249867,46.908896,89.574659,85.339617,9.755938333,80.33940133,71.85373933,42.13806133,35.608645,20.086252,133.4682263,40.24866,39.68841167,23.78863133,88.54282633,71.45233533,55.932967,27.45421433,30.25121867,60.21869533,60.21869533,56.02582267,23.78053533,43.89052567,42.30825933,43.28835033,7.285410667,34.80606967,14.39030333,33.25622375,19.48278233,22.509316,19.91664933,59.076393,84.82165767,40.44123333,28.71427867,22.442681,27.81488067,128.1909943,98.724851,97.111837,123.7223303,46.183869,114.7271673,17.488777,27.37547567,43.77510967,47.18845767,120.711469,36.881302,107.2225993,23.18372333,52.13410833,28.98422133,54.84007933,51.627796,8.750080333,69.599017,43.515273,106.3206407,86.16802433,84.466563,56.15802267,34.68953567,40.92800667,25.97261433,19.12597667,25.87054967,10.79875933,28.08287367,78.537028,35.62133767,125.348277,30.89032867,19.277229,32.02620267,20.21012667,58.558739,33.12544367,56.282888,47.07307333,36.74447767,21.377683,30.49463467,105.1154197,36.705758,96.84631833,27.90514633,94.1303
307.449677,25.12341133,90.862535,63.14047367,127.7368063,48.62830967,65.38597433,104.2257437,99.76458467,44.123329,24.71535633,16.32968267,46.745883,89.43773133,84.835729,9.519889333,80.24587,71.34061833,41.99945967,35.52326867,19.72025233,132.725342,39.88599933,39.26960767,23.52592267,88.00541467,71.28889367,55.41726667,27.29452067,29.999771,60.285352,60.285352,55.660852,23.64253767,43.562406,42.171599,42.978643,7.262474,34.60569667,14.28808667,32.955309,19.35576667,22.39983433,19.752628,58.58722033,84.28194933,40.25744767,28.36353567,22.27306933,27.39030033,127.6652603,98.38108067,96.63742067,123.2415947,45.97220933,114.3898137,17.263493,27.36347933,43.46632533,46.96230367,120.517901,36.63575867,106.640694,22.981613,51.648599,28.76823033,54.55760333,51.19760367,8.644251667,68.90678933,43.212706,105.69591,85.49317167,84.37311567,55.930622,34.41675167,40.55372367,25.82448733,18.930646,25.73777833,10.61656667,28.02897567,78.03701767,35.38935767,125.2554093,30.62704267,19.11484733,31.77098067,20.06289867,57.79833333,32.77323033,55.831051,46.86314533,36.43130567,21.20207967,30.483347,104.7148897,36.477851,96.41027567,27.85463467,93.28820067
