wl,W2.P,W4.P,W10.P,W12.P,W16.P,W26.P,Y16.P,Y19.P,Y27.P
325.943024,6.417963667,4.741602,7.60996,12.23181267,9.247191333,8.395541,5.474472,5.036297333,7.391529333
326.312164,6.458381,4.688256,7.685062667,12.20375133,9.285786,8.370978,5.564642333,5.093031333,7.466345333
326.681244,6.470936,4.627369667,7.770745,12.26292533,9.324448,8.291867,5.486163333,5.095486,7.464429
327.050262,6.442642667,4.623032667,7.774374333,12.305621,9.422718,8.31693,5.392749,5.220542,7.510667333
327.41925,6.541543,4.697402667,7.827461333,12.380199,9.471434,8.356785,5.351539667,5.149591,7.464049667
327.788239,6.597339667,4.821186667,7.869693,12.408115,9.527121,8.379796333,5.339629,5.151200333,7.433547
328.157166,6.635829667,4.828433,7.898371,12.413403,9.673437,8.413681,5.326567667,5.147602333,7.427237667
328.526123,6.684269333,4.835113667,7.868435667,12.45124067,9.663674333,8.491936,5.252683,5.16219,7.391475667
328.894989,6.55636,4.830307333,7.811212,12.37153433,9.757940667,8.501965,5.236363667,5.201409,7.322335
329.263885,6.620068667,4.86542,7.769769333,12.423022,9.886766667,8.535658667,5.157046333,5.189664333,7.293325333
329.63269,6.518857,4.829264333,7.806451,12.48631867,10.02285267,8.589412333,5.276430333,5.174500333,7.245075667
330.001495,6.570947667,4.863220667,7.817078667,12.496889,10.05126533,8.621552667,5.219535667,5.274162667,7.211851
330.37027,6.626809,4.861539,7.892352667,12.46714667,10.04761833,8.644113333,5.155712667,5.362687,7.202393333
330.738983,6.644627,4.854503,7.899019,12.50109067,10.02452667,8.692655333,5.146658333,5.405242333,7.223026
331.107697,6.595084333,4.859513333,7.923522,12.51236933,9.995799,8.779863333,5.033349667,5.339078667,7.201517667
331.476379,6.624092333,4.942938333,7.925358,12.599992,10.003854,8.752752667,5.040928667,5.374066333,7.227745
331.845032,6.622474667,4.925124667,7.983217333,12.67378733,9.970359333,8.695795,5.091242667,5.265254333,7.279627
332.213654,6.597915,4.937203333,8.003472667,12.801971,9.942157,8.640555667,5.115734,5.328073,7.252547333
332.582245,6.598586667,4.869033667,8.040809333,12.83117967,9.957239667,8.654646,5.124871,5.394775,7.145953333
332.950806,6.630080667,4.836429667,8.034710667,12.81890733,9.903846,8.633358,5.162390667,5.376093,7.201182
333.319305,6.666941667,4.900756667,8.120000667,12.88518067,9.904098,8.525081,5.212088333,5.413462333,7.164367333
333.687775,6.703661333,4.934964,8.195967,12.922137,9.922835,8.537831,5.224842333,5.331834333,7.208802333
334.056244,6.681622667,4.941946667,8.123226667,12.91127267,9.91495,8.520404333,5.233165333,5.30551,7.187317667
334.424683,6.723099667,4.914723,8.082886333,12.87150133,9.910891,8.545527333,5.367523,5.365967333,7.211155667
334.793091,6.735270667,4.949761333,8.131086333,12.90597233,9.854857,8.521066667,5.496968333,5.326999667,7.296115667
335.161499,6.654074667,4.835908333,8.105496333,12.93186067,9.829502333,8.509296667,5.507906333,5.415741333,7.336307
335.529785,6.567952667,4.763638333,8.046470333,12.90233467,9.859322667,8.515956333,5.564237667,5.416759333,7.339344333
335.898132,6.572516333,4.798881,8.014766333,13.03297167,9.802595667,8.489565,5.699464667,5.416422333,7.397260667
336.266388,6.481349333,4.673782667,8.056989,13.07033133,9.879003333,8.45617,5.773680333,5.391325333,7.444972667
336.634613,6.498041667,4.651368,8.059624667,13.13632233,9.843378,8.514781,5.814339,5.347499667,7.477168
337.002838,6.443505333,4.663275,8.043655333,13.20428,9.876427667,8.546735333,5.809011333,5.333055,7.604721667
337.371033,6.549876667,4.635334333,7.97581,13.22572733,9.874115,8.501706,5.796078,5.344947667,7.657732667
337.739197,6.557910667,4.623789667,7.923086,13.29184033,9.843192333,8.489257,5.822654,5.300744333,7.712814333
338.10733,6.502509333,4.701295667,7.869949333,13.30741933,9.827560667,8.427165,5.805948,5.247772,7.593774333
338.475433,6.458854,4.623313333,7.803894333,13.372774,9.899039,8.425808667,5.870675333,5.203351333,7.525282333
338.843475,6.482687333,4.531702667,7.851553667,13.34550633,9.938544,8.434337667,5.968494667,5.237521,7.542034667
339.211517,6.460874667,4.521536667,7.880437,13.39002733,10.034663,8.517518333,6.06601,5.269538,7.466729
339.579498,6.468428,4.563635333,7.802759333,13.42765333,9.973744667,8.498607333,6.038195,5.265748333,7.420714667
339.947449,6.474402,4.592713667,7.792031,13.398084,10.027162,8.492265667,5.997427,5.276157333,7.383283667
340.31543,6.380908667,4.636136333,7.803885333,13.44001967,10.024183,8.500557333,6.045754333,5.169760667,7.418343333
340.683289,6.366023,4.651089667,7.867801333,13.42312267,10.024701,8.545503,6.006077333,5.141512667,7.348197
341.051208,6.315781,4.671133667,7.818995,13.38453033,10.04317767,8.673244667,6.012567,5.149477333,7.336888
341.419067,6.337944667,4.708600333,7.848223,13.396985,10.016923,8.721955,5.960118333,5.240981,7.340402333
341.786865,6.374412333,4.680564333,7.875218333,13.40120433,9.939248,8.733191,5.920915667,5.179272333,7.320760333
342.154663,6.292885667,4.783252,7.905484667,13.416116,9.935609667,8.778771,5.828764667,5.115948667,7.264026333
342.522369,6.261310667,4.774402667,7.873457667,13.31666467,9.980210667,8.801219,5.790971333,5.067843333,7.213939333
342.890076,6.342516333,4.808637333,7.911231667,13.23092433,10.01052733,8.826285667,5.820027667,4.977811,7.213517667
343.257813,6.368800333,4.816204333,7.977202333,13.23072,9.961618667,8.873868,5.812969667,4.956092333,7.159779
343.625458,6.331540667,4.886418,8.055131,13.102807,10.06522467,8.914756333,5.759022667,4.953619667,7.063357
343.993134,6.360261333,5.000982,8.056441333,13.07506433,10.10007833,8.857768667,5.780868667,5.008524333,7.040853333
344.360718,6.378609667,5.088363667,8.104824,13.10703467,10.14385067,8.808751,5.811031,5.044123667,7.101257
344.728271,6.328324,5.115711333,8.101757667,13.045699,10.06818433,8.795586333,5.879118,5.062677333,7.074058
345.095795,6.304757667,5.128751,8.140827333,12.99621667,9.992116333,8.811003,5.851121667,5.024704333,7.028273
345.463287,6.280610333,5.129206,8.156830667,12.94978633,9.961128333,8.779621667,5.801014333,5.023638333,6.984999667
345.83075,6.351721333,5.071438667,8.165555,12.98181533,9.998117667,8.816979667,5.812072333,5.070674667,7.034753667
346.198212,6.375457333,5.131733333,8.170512,13.04337833,9.927208333,8.841461333,5.824993333,5.073878667,7.042453333
346.565613,6.337919,5.208775,8.103526,13.035762,9.869437,8.835114667,5.792535667,5.079918333,7.072305
346.933014,6.303476667,5.220805667,8.073976667,12.959294,9.774338,8.807881333,5.740919667,5.04439,7.142047
347.300354,6.317681667,5.221659,8.085540333,12.94790567,9.798250333,8.823292667,5.716415333,5.150134667,7.120517333
347.667694,6.371522333,5.258223,8.064687,13.002849,9.797916333,8.892888667,5.764209667,5.129952333,7.179363333
348.034973,6.480839667,5.268658333,8.01965,12.983346,9.824446,8.895228,5.741876667,5.119723333,7.191815
348.402222,6.510581,5.270053667,8.019795333,12.97579433,9.888156333,8.849012667,5.695125333,5.110148667,7.217984333
348.769409,6.577035333,5.194697333,8.056399,12.974005,9.912975,8.780507667,5.687339667,5.061523667,7.202724667
349.136627,6.561066667,5.167501333,8.011674333,13.04310033,9.967166333,8.71475,5.763104667,5.043871667,7.260466
349.503784,6.572284,5.156909,8.015249,13.12652033,10.05213633,8.744894,5.814080667,5.039334,7.285682
349.870911,6.579272,5.097214667,7.931714667,13.168914,10.11668367,8.734344333,5.807692333,5.075956,7.348086333
350.238007,6.588303333,5.160198333,7.963538333,13.32737,10.16313733,8.770303,5.803448333,5.107609667,7.346823667
350.605072,6.520685333,5.117400333,7.941599333,13.38528733,10.16433567,8.824452,5.770071333,5.197397667,7.329171
350.972107,6.471137,5.167421333,7.976707667,13.46790833,10.19241967,8.826917,5.752143,5.199702,7.378892667
351.339111,6.53646,5.068764667,7.987441333,13.54440167,10.15027,8.782904667,5.723245333,5.214365,7.49235
351.706085,6.585210333,5.046939667,7.964797,13.57446367,10.13673467,8.876199,5.654514333,5.278430333,7.490840667
352.073029,6.619312667,5.030933,7.959920667,13.56462533,10.19300667,8.869001333,5.663688,5.308690333,7.439208
352.439972,6.695128667,5.032558667,7.951552333,13.585596,10.22260733,8.829775667,5.626362667,5.306548333,7.360146667
352.806824,6.681271,5.058002333,7.957001333,13.700345,10.29282167,8.865288,5.687788,5.373972333,7.403129667
353.173676,6.722397333,5.025489,7.94297,13.69466967,10.38791867,8.931909333,5.756653333,5.407419333,7.441667333
353.540466,6.651007,5.034624,7.905897333,13.69243833,10.38474933,8.910628333,5.720690667,5.362364667,7.495661333
353.907257,6.594059667,5.070765,7.968894,13.62798133,10.342875,8.925954667,5.743538667,5.460618667,7.557306
354.273987,6.611147,5.088976667,8.005649667,13.61622767,10.32918467,8.973388667,5.792677667,5.517813667,7.496265667
354.640747,6.659787667,5.038625333,8.065162,13.65461733,10.38860333,8.965310333,5.817689333,5.561478667,7.451360667
355.007446,6.628233,4.998727667,8.142896667,13.68911733,10.44125733,8.984178,5.861632333,5.483396333,7.450817667
355.374115,6.586441,5.018477,8.187012,13.71246233,10.41351133,8.952266667,5.898181,5.433994,7.467126667
355.740723,6.584012333,5.094812,8.215041,13.77051767,10.41631067,8.953572667,5.858013333,5.500662,7.497725667
356.1073,6.552231333,5.102630667,8.191298333,13.79166067,10.410507,8.971332667,5.915619333,5.522032,7.435516667
356.473846,6.532965667,5.130484333,8.188772667,13.81011667,10.42671167,9.035069,5.897375333,5.563617667,7.420425667
356.840393,6.563330333,5.140827333,8.199393333,13.772781,10.39563233,9.052466,5.903360667,5.581,7.329772667
357.206879,6.615291333,5.192296667,8.185305333,13.76683567,10.41407467,9.053249667,5.890554333,5.679946667,7.338055333
357.573364,6.666393667,5.155510667,8.219191,13.77627133,10.41715233,9.132016333,5.960975,5.707187333,7.290432
357.939789,6.722917667,5.156933,8.230103333,13.76643367,10.392412,9.121545667,6.012390667,5.709780667,7.278957667
358.306213,6.745379667,5.235384667,8.247153667,13.78609733,10.44073633,9.131236,6.067602333,5.722025,7.249174
358.672577,6.797972667,5.217591,8.229173333,13.78914733,10.48232267,9.165263333,6.090146667,5.762020333,7.191390667
359.03891,6.792524667,5.228074333,8.272668667,13.76714833,10.52051833,9.222803667,6.119938333,5.806302333,7.150847333
359.405212,6.803757,5.199555333,8.318493333,13.750547,10.546573,9.213832333,6.209450667,5.787554,7.139058
359.771484,6.794433333,5.191148667,8.342537333,13.76941967,10.51747933,9.258337667,6.226681,5.782970333,7.166275667
360.137695,6.794079,5.214761333,8.414917333,13.81282967,10.55948433,9.261454,6.29529,5.812681,7.183607667
360.503937,6.848831,5.204415667,8.460922333,13.86098567,10.51759233,9.240118,6.303837667,5.815526333,7.175047667
360.870148,6.863945,5.244156667,8.490317,13.906383,10.459556,9.225378667,6.295696,5.848793,7.154192333
361.236298,6.914304,5.32057,8.566981,13.967556,10.51570167,9.239326333,6.326235,5.931781667,7.140825333
361.602417,6.974099333,5.280338,8.555746,13.986161,10.541807,9.279221333,6.316873667,5.942418667,7.060775667
361.968475,7.070547333,5.299238,8.550611667,14.00797867,10.651097,9.284873,6.358334,5.894301333,7.061425667
362.334503,7.091063667,5.302077667,8.595604,14.046396,10.64672833,9.336767333,6.415237667,5.901567,7.099275
362.700562,7.150126333,5.312659,8.641975333,14.069632,10.659723,9.393249333,6.458270333,6.001288,7.084863667
363.066528,7.201966333,5.298016333,8.681657667,14.08635267,10.70423033,9.430260333,6.462579,6.108622333,7.087146333
363.432526,7.232332667,5.271227667,8.68813,14.12208467,10.748323,9.527613,6.538235333,6.157899333,7.055929
363.798431,7.271611,5.305778333,8.688812667,14.13972433,10.79444567,9.563360667,6.550133333,6.163215333,7.103796333
364.164337,7.288321,5.316842667,8.685308,14.180627,10.79988133,9.588518333,6.597634,6.156629333,7.141136333
364.530182,7.322706333,5.307264333,8.724233,14.255425,10.89135967,9.653141667,6.652231,6.18369,7.153741
364.895996,7.261928333,5.289163667,8.798805667,14.31115133,10.95990633,9.702489,6.772197333,6.258344333,7.171831
365.26181,7.297354333,5.337497667,8.859584333,14.341667,11.007926,9.675939333,6.780801,6.255637,7.209111667
365.627563,7.314743333,5.335618667,8.958104667,14.443017,11.06196233,9.807415,6.847451333,6.286583333,7.213451
365.993286,7.378475333,5.322838333,9.039087,14.51994567,11.076794,9.87262,6.856350667,6.393556,7.267855333
366.359009,7.452061667,5.393095333,9.071454,14.59345633,11.13484933,9.893067,6.863216667,6.419774,7.404910333
366.72467,7.546664333,5.457979667,9.078214333,14.69657533,11.13151967,9.968045333,6.954496,6.443410333,7.436235333
367.090302,7.567596667,5.530904333,9.114084,14.83131333,11.20716667,10.04505867,6.98735,6.505547333,7.492805667
367.455902,7.702442667,5.553293,9.140251667,14.832497,11.27898267,10.06899067,6.995962667,6.563814,7.507183
367.821503,7.783441,5.574568667,9.187922,14.853298,11.32970333,10.202795,6.978729,6.631769,7.561336667
368.187012,7.798698667,5.686734667,9.294370333,14.80688733,11.44282567,10.363416,7.042284,6.691162667,7.649072667
368.552521,7.852636333,5.686163,9.335681667,14.85667767,11.53468467,10.45248033,7.061538,6.720724,7.687851667
368.917999,7.921156,5.689331,9.410224,14.92575933,11.592926,10.57125967,7.214870667,6.746345333,7.725697
369.283447,7.982783667,5.796493,9.547310333,15.03725433,11.65958333,10.636106,7.232566,6.755559,7.800305333
