wl,W2.P,W4.P,W10.P,W12.P,W16.P,W26.P,Y16.P,Y19.P,Y27.P
369.648865,8.051951333,5.834168667,9.618993,15.151758,11.65846833,10.71515033,7.247522333,6.937596667,7.846884
370.014282,8.149283667,5.925349667,9.619637333,15.270548,11.72149567,10.81154133,7.207832333,6.979466667,7.859505667
370.379608,8.199072667,6.021642667,9.632486667,15.376205,11.754549,10.87561533,7.214948333,6.911466,7.942854333
370.744904,8.284579333,6.018792333,9.666515667,15.50448733,11.858233,11.00058567,7.2184,6.885733667,7.943883333
371.110168,8.352714,6.096809667,9.756841333,15.52449633,11.92612933,11.06453367,7.268842,6.888783333,8.032621
371.475403,8.426080667,6.157259,9.890702333,15.63103567,11.95955267,11.19399033,7.348581,7.013558333,8.066604
371.840637,8.510195333,6.155008667,9.954136,15.67756633,12.02049233,11.297904,7.370568,7.097038333,8.103436667
372.205841,8.522744,6.245390667,10.053512,15.67535567,12.00955,11.29217633,7.368388333,7.107284,8.179733333
372.570984,8.688060333,6.319123333,10.06151767,15.749771,12.045374,11.39219067,7.358932667,7.090021333,8.139245667
372.936127,8.780592667,6.402800667,10.08128467,15.82590867,12.05749667,11.51117967,7.502192667,7.217902,8.121274
373.301208,8.852989,6.427644,10.10723367,15.88255667,12.049859,11.51449267,7.543599333,7.316331,8.164933667
373.66626,8.865556,6.492524,10.09857933,15.86694033,12.119634,11.506599,7.613468333,7.326665,8.201243
374.03125,8.933232667,6.516500667,10.16593767,15.88300333,12.158102,11.56969433,7.690266,7.392671667,8.19306
374.39624,8.901541333,6.509686667,10.218395,15.91311833,12.16599933,11.58940633,7.629918333,7.430271667,8.203042333
374.7612,8.926013667,6.560112667,10.26261033,15.889041,12.18951433,11.64445033,7.678887667,7.440717333,8.207385333
375.12616,8.973964,6.620775,10.31971033,15.984704,12.22381133,11.726732,7.691681,7.465618667,8.238920667
375.491028,9.048964333,6.611367,10.353075,16.131442,12.23505,11.75779967,7.728466667,7.469876667,8.251896
375.855927,9.184293,6.569769667,10.303734,16.14483067,12.31872333,11.704277,7.717446,7.559712667,8.255172
376.220734,9.23656,6.681490333,10.394244,16.18428033,12.38133067,11.70509333,7.780621,7.62607,8.315579333
376.585541,9.2975,6.697320667,10.44192167,16.20835733,12.453955,11.76384733,7.777980667,7.637981,8.313632333
376.950287,9.351912333,6.638841333,10.47834833,16.20651933,12.50978267,11.80612167,7.787901667,7.667037,8.330578
377.315002,9.337816667,6.609062333,10.55151967,16.22412067,12.563049,11.82942667,7.778180333,7.607021667,8.42187
377.679688,9.287836,6.633388333,10.645483,16.20633767,12.623036,11.878564,7.873884667,7.643900333,8.422102333
378.044373,9.329584667,6.609909667,10.637571,16.207769,12.694377,11.94102367,7.945071333,7.734090333,8.415524333
378.408997,9.393604667,6.653973333,10.66157333,16.17701433,12.71189033,11.99924667,7.995484333,7.844941333,8.4264
378.773621,9.400341667,6.67579,10.673579,16.195927,12.691812,12.04495133,8.032757333,7.917565,8.350837
379.138184,9.456977333,6.589004,10.65473767,16.2212,12.72832767,12.127204,8.115446667,7.949364333,8.354048
379.502716,9.500330667,6.622832333,10.71109467,16.27856167,12.78375867,12.13858267,8.202734667,7.993819,8.351696667
379.867188,9.569001,6.629347333,10.70144267,16.36351333,12.84323167,12.28607033,8.223719,8.086971667,8.354874333
380.231659,9.597037,6.700928,10.71055833,16.37075233,12.88008133,12.308,8.197492,8.089797333,8.380961667
380.5961,9.629693667,6.741995333,10.78618433,16.44789267,12.97073933,12.35559167,8.152159333,8.128205,8.404650667
380.96051,9.711881667,6.770123,10.823057,16.46954567,13.06748633,12.44669333,8.170600667,8.20445,8.423408333
381.324921,9.802429,6.755202,10.91568967,16.554977,13.144595,12.59319567,8.221103333,8.224378333,8.420969333
381.68924,9.836265667,6.709581,10.943861,16.60973233,13.22070733,12.747997,8.294558667,8.323968333,8.458358667
382.053528,9.947072333,6.748950333,10.97761133,16.660206,13.33105033,12.83145833,8.401612,8.398107333,8.519391333
382.417816,10.05837967,6.817802667,11.00168667,16.67786033,13.37114633,12.914009,8.433938667,8.462289667,8.525345
382.782013,10.03561,6.854127333,11.043382,16.67683333,13.439838,13.003661,8.510266667,8.517899667,8.504751
383.14621,10.04377233,6.870023333,11.058441,16.61375133,13.51799733,13.067501,8.489821667,8.609138667,8.516642
383.510406,10.02399733,6.939326333,11.077167,16.71844233,13.5361,13.221572,8.522711,8.639374,8.529404333
383.874542,10.074151,6.939919,11.08213467,16.80466333,13.57568867,13.290359,8.585723667,8.658220667,8.488236
384.238678,10.08407333,6.926760333,11.05000233,16.85463933,13.565131,13.31224,8.626837667,8.715667667,8.522692
384.602753,10.07800467,7.014029667,11.082466,16.934606,13.57843733,13.31817667,8.692485,8.800472,8.557220667
384.966766,10.09597067,7.092270667,11.086714,17.02256667,13.691674,13.413365,8.773877,8.840239333,8.528402667
385.33078,10.22033933,7.089486667,11.035844,17.08493933,13.81066933,13.401012,8.756426667,8.966268667,8.528438
385.694763,10.274181,7.126348667,11.10675733,17.180808,13.862923,13.43665733,8.783948,9.022926667,8.546845333
386.058685,10.242777,7.159928333,11.14906933,17.232568,13.89983367,13.46103067,8.849716,9.03969,8.591593667
386.422607,10.29429967,7.144660667,11.18217267,17.28347633,13.914228,13.47890733,8.864794333,9.046232667,8.671165667
386.786499,10.28999833,7.2387,11.25078667,17.36085567,13.968159,13.55454267,8.869327333,9.085172333,8.684105
387.15036,10.34616267,7.310838667,11.32528333,17.398194,13.98582333,13.62699367,8.879029667,9.181549333,8.743566667
387.51413,10.39296433,7.306746333,11.400533,17.47848467,14.02625,13.68144267,8.961301333,9.224887,8.778535333
387.87793,10.393077,7.255785333,11.55187367,17.52384867,13.98799867,13.74491667,9.078032333,9.298413333,8.828292
388.241669,10.44310267,7.263061,11.58445267,17.5459,14.014842,13.807342,9.146516333,9.270428667,8.887681333
388.605377,10.49146367,7.281324333,11.62677867,17.57826867,14.01610133,13.82601233,9.201486,9.296192,8.856919333
388.969025,10.52424933,7.359727333,11.70460333,17.63980733,14.020812,13.85816167,9.258352667,9.403207,8.919842333
389.332703,10.53441033,7.428307333,11.79571267,17.69611733,14.042761,13.81542067,9.302296,9.440667667,8.901546
389.69632,10.56028667,7.477526667,11.861747,17.71019533,14.01611967,13.84419267,9.298075,9.5046,8.889934667
390.059875,10.564459,7.487268333,11.91594667,17.811293,14.04195767,13.91145033,9.316251333,9.581870333,8.908804
390.423431,10.58955133,7.528389667,11.97672867,17.929166,14.03136867,13.953131,9.368774333,9.657915,8.915572667
390.786957,10.638953,7.554804333,12.00084733,17.993704,14.078871,14.04814067,9.459352,9.710719,8.916927333
391.150421,10.63383333,7.595067333,12.10648467,17.99581167,14.16346267,14.06343933,9.520635667,9.738505333,8.896921667
391.513855,10.64802533,7.613699667,12.134743,18.02930767,14.18292533,14.165047,9.575507,9.817707667,8.947001
391.877228,10.67637833,7.686999,12.18674767,18.03984367,14.18961033,14.29464467,9.576292333,9.857083667,8.951693333
392.240631,10.746108,7.719644,12.21733933,18.15494567,14.2353,14.40705233,9.653260667,9.845913,8.999882333
392.604004,10.74486067,7.741455667,12.27302667,18.13304867,14.185874,14.46318667,9.678115,9.927029667,9.019871
392.967316,10.777174,7.811646,12.37631967,18.17620233,14.14134267,14.563091,9.709023,9.959028333,9.071383
393.330597,10.820493,7.826190333,12.41575433,18.160289,14.17220033,14.60888,9.701946,10.04886233,9.120098333
393.693848,10.87621233,7.902589667,12.452612,18.200151,14.16045233,14.65963767,9.748061,10.102057,9.115301333
394.057037,10.88377567,7.935812667,12.46578233,18.264283,14.23232167,14.78302567,9.766405667,10.124177,9.130316333
394.420197,10.95104833,7.987927667,12.485423,18.33157967,14.27609533,14.804357,9.770178667,10.186369,9.173281667
394.783325,11.01128567,8.039181333,12.46842933,18.37542733,14.32248,14.92303833,9.824231333,10.18530967,9.192791333
395.146484,11.01820167,8.147414333,12.514419,18.42230533,14.36238933,14.966233,9.852693667,10.277482,9.116014333
395.509552,11.11698767,8.165677667,12.504429,18.484263,14.51217433,15.066328,9.910441667,10.34364867,9.154105
395.87262,11.154868,8.213048333,12.59468667,18.54147267,14.54801933,15.204332,9.974943667,10.450749,9.176033333
396.235596,11.198135,8.283019,12.590813,18.59456733,14.655522,15.33996633,10.04762533,10.50305333,9.237234667
396.598572,11.20540633,8.261845,12.611223,18.67936967,14.75479033,15.44842767,10.095103,10.496055,9.241556333
396.961517,11.279274,8.278299667,12.65070033,18.699602,14.78900933,15.59918433,10.160193,10.54196533,9.25821
397.324432,11.30444733,8.304606667,12.682654,18.80288433,14.91292033,15.75852133,10.22529933,10.59569167,9.218477333
397.687286,11.28951933,8.289954333,12.75678633,18.819792,14.97126367,15.786135,10.294804,10.62878867,9.229785
398.05014,11.34711967,8.258401333,12.777617,18.858526,15.03159033,15.88970767,10.39182267,10.668022,9.281755667
398.412964,11.34272033,8.309947667,12.81189667,18.99198633,15.08372867,15.96295933,10.424417,10.732837,9.298833667
398.775757,11.44855367,8.337148,12.83166767,19.096426,15.07157633,16.03886967,10.49144767,10.800833,9.381290667
399.138489,11.47670167,8.346792667,12.89899667,19.17636767,15.14876067,16.11326733,10.524693,10.86919033,9.362570333
399.50119,11.48971133,8.293941667,12.977195,19.20513867,15.26283733,16.11477833,10.61563267,10.90763233,9.365778667
399.863861,11.512803,8.307366,12.97885167,19.10147067,15.28088733,16.17940733,10.64099433,11.04659633,9.374844667
400.226471,11.55408567,8.337230333,13.01143133,19.16047667,15.346509,16.244433,10.66392433,11.08291467,9.350947
400.589081,11.56487,8.318639,13.01071567,19.183656,15.36782533,16.29332967,10.77097767,11.08430333,9.302647333
400.951691,11.57251267,8.379073,13.04607533,19.22558333,15.36997167,16.432527,10.84892767,11.09603033,9.306904333
401.314209,11.594729,8.380851,13.097706,19.28340567,15.48139033,16.542727,10.89424467,11.14942833,9.308068667
401.676758,11.618589,8.432295667,13.16720433,19.351743,15.455213,16.53249,10.96255133,11.24278433,9.301492
402.039185,11.66209267,8.436656333,13.23835967,19.366168,15.471029,16.58604733,11.01916867,11.27225833,9.322722333
402.401642,11.67896467,8.408763,13.32997667,19.399017,15.489518,16.64638633,11.10495333,11.374519,9.284666333
402.764038,11.70823867,8.369792333,13.32907533,19.448598,15.523697,16.742503,11.14882967,11.39805567,9.366408333
403.126404,11.65316267,8.417513,13.36909633,19.45515033,15.49590067,16.79790733,11.122762,11.479711,9.342562333
403.488739,11.67161667,8.436302667,13.43543933,19.46117833,15.50361433,16.7686,11.14108,11.57288067,9.376863333
403.851074,11.67848933,8.439403333,13.490417,19.526574,15.51016967,16.79818867,11.15331267,11.60147067,9.371778
404.213348,11.72623333,8.423618,13.499377,19.53494167,15.53102633,16.807619,11.16690467,11.69313867,9.373913
404.575592,11.759425,8.459635333,13.54308567,19.604181,15.54794533,16.83900767,11.14922333,11.811889,9.407948
404.937775,11.78387067,8.458105,13.58459433,19.63379667,15.56283533,16.906216,11.225646,11.87049733,9.424726667
405.299927,11.84281167,8.497215333,13.60023433,19.68601533,15.57987233,17.03699367,11.25082833,11.92032967,9.469932
405.662048,11.88810167,8.516741667,13.62992767,19.71218,15.60915333,17.12713667,11.252765,11.97685333,9.455022
406.024139,11.94987567,8.531305667,13.67762733,19.703679,15.64433667,17.23562067,11.35806133,12.05328533,9.497893333
406.3862,11.89412067,8.544206667,13.703929,19.73915033,15.651083,17.36691267,11.36425267,12.08447967,9.463713
406.74826,11.89301933,8.585853333,13.746342,19.784655,15.69602167,17.44846067,11.43591233,12.11490367,9.47943
407.11026,11.90974167,8.642002667,13.77123533,19.82619767,15.71036833,17.544956,11.47226733,12.189349,9.478095667
407.47226,11.93754533,8.686845,13.798146,19.951654,15.790988,17.62243233,11.535537,12.206602,9.496307333
407.834167,11.998022,8.677399,13.807107,20.061152,15.809751,17.72536967,11.590979,12.268037,9.51156
408.196075,12.03194533,8.693057,13.84591233,20.122716,15.857091,17.84757333,11.57922333,12.35129767,9.552109333
408.557892,12.07354567,8.707338333,13.87927933,20.18369633,15.86407867,17.83018233,11.629624,12.417124,9.56832
408.919739,12.16556067,8.724343667,13.89658567,20.195486,15.87676,17.89395567,11.705785,12.47998433,9.623237667
409.281494,12.1993,8.718831,13.95166067,20.21056033,15.98689767,18.01612933,11.76729933,12.528172,9.647692667
409.64328,12.209743,8.759043667,13.978597,20.23040833,16.010657,18.15875067,11.84265967,12.63371433,9.606721
410.005035,12.202532,8.777389,13.97972,20.291969,16.03012233,18.18024233,11.90399333,12.63704433,9.635728667
410.36673,12.25992433,8.872263,14.04685367,20.264469,16.05933533,18.270292,11.948313,12.723455,9.685569333
410.728394,12.31592533,8.945823333,14.06910533,20.334038,16.01347467,18.378551,12.05668567,12.73519067,9.719410333
411.089966,12.340556,8.972779667,14.00799733,20.39843867,16.065543,18.52276533,12.106882,12.76071033,9.654636333
411.451569,12.32675233,9.013933333,14.04625433,20.36963467,16.076696,18.58170467,12.20780067,12.800404,9.651652333
411.813141,12.326137,9.079669667,14.08269033,20.42787667,16.10874033,18.65006367,12.31583833,12.861209,9.65876
412.174652,12.31906033,9.133844667,14.079629,20.47675267,16.15857633,18.77948,12.38736233,12.88786367,9.691698667
412.536163,12.323963,9.201233,14.08032233,20.52405167,16.16835233,18.80894633,12.43415533,12.90933233,9.797994
412.897644,12.32887867,9.242407,14.11940667,20.593324,16.19933233,18.850469,12.47426933,12.948136,9.850087667
413.259033,12.32474967,9.246139333,14.12702367,20.679471,16.23169567,18.88350633,12.52275333,13.01155167,9.861734333
413.620392,12.31802433,9.274853667,14.15449833,20.67650333,16.23488467,18.94475733,12.553972,13.027955,9.835196667
413.98172,12.384266,9.262207333,14.18873567,20.771025,16.269918,18.99162533,12.610995,13.12747667,9.838844333
414.343048,12.40882133,9.280648667,14.22820467,20.78115333,16.284854,19.02545467,12.61455333,13.20711433,9.879023
414.704315,12.43877767,9.327057667,14.25717733,20.86746333,16.271509,19.10034233,12.631514,13.25542467,9.904130333
415.065582,12.47155767,9.342858667,14.29148467,20.86257033,16.26539533,19.142743,12.62874967,13.347361,9.860982667
415.426788,12.44546767,9.396086,14.33567567,20.83524933,16.30131133,19.19741533,12.71042967,13.45180833,9.894951
415.787994,12.45981567,9.423429,14.320614,20.843169,16.37444133,19.276017,12.79041333,13.495444,9.899059
416.149109,12.460273,9.422161333,14.324813,20.85323067,16.465033,19.384332,12.82953167,13.53970467,9.874040333
416.510223,12.38854267,9.435404667,14.36283967,20.93357533,16.47461967,19.453778,12.87016067,13.56073733,9.856800667
416.871307,12.385794,9.438120333,14.3565,20.92784233,16.45659133,19.54421733,12.88098633,13.63230667,9.821774667
417.23233,12.35974767,9.443090667,14.36478933,20.93832233,16.489003,19.56067633,12.86724033,13.66102,9.828926667
417.593323,12.35854533,9.460369,14.342085,20.92583967,16.5441,19.63634433,12.82698033,13.724808,9.808689
417.954315,12.34330367,9.411538,14.33783033,20.986735,16.548554,19.63576433,12.89808067,13.73901433,9.781368
418.315247,12.35348333,9.412814333,14.371331,21.01067367,16.60126567,19.66865967,12.878214,13.77646533,9.754731667
418.676178,12.37108867,9.419829667,14.39770167,21.03268733,16.63951533,19.67975533,12.862228,13.833191,9.814380667
419.037048,12.40857633,9.418638667,14.405524,21.09700167,16.671757,19.76635933,12.83240267,13.91959033,9.876694
419.397858,12.478866,9.433864667,14.43292767,21.10550833,16.626723,19.87330267,12.79251367,13.97006567,9.880414333
419.758636,12.49095233,9.399434,14.46216433,21.129124,16.589635,19.89195967,12.799105,14.00478,9.855379
420.119415,12.48631767,9.339634667,14.48870533,21.14813067,16.594964,19.95745733,12.808481,14.04742867,9.80332
420.480103,12.48588267,9.320729333,14.49043467,21.13823233,16.60587533,20.02688033,12.87121067,14.097488,9.755554333
420.840851,12.47000133,9.367033333,14.48865767,21.15948067,16.577236,20.05886467,12.88583467,14.15131267,9.764228
421.201477,12.50378767,9.383649333,14.49452833,21.206645,16.57338267,20.10397567,12.93215667,14.18011933,9.740695333
421.562134,12.49301367,9.418524667,14.51383533,21.24514,16.60661067,20.14870467,12.97268233,14.21304267,9.717022667
421.922729,12.52253867,9.456131333,14.52727233,21.279557,16.60444233,20.19464867,12.988958,14.24209867,9.711027333
422.283264,12.56228367,9.470167667,14.52494667,21.307414,16.63217433,20.22800067,13.01079733,14.298023,9.744051333
422.643799,12.57999433,9.499221,14.553082,21.31759433,16.67670433,20.31958133,13.07748867,14.32408867,9.778960333
423.004242,12.621374,9.536603667,14.57380067,21.35698067,16.716442,20.35528667,13.11185133,14.35696467,9.789906333
423.364685,12.624871,9.548906333,14.612005,21.383606,16.72079133,20.39205467,13.125413,14.41140067,9.805167667
423.725128,12.61435867,9.572936333,14.64781467,21.45766633,16.71852,20.45914133,13.140924,14.452158,9.812167
424.08551,12.65272567,9.602498667,14.65081567,21.446745,16.734305,20.49816267,13.138443,14.50308767,9.828144333
424.445892,12.702678,9.627469667,14.67229067,21.51496933,16.766089,20.51401633,13.18457733,14.55104067,9.858249667
424.806183,12.76466,9.643689667,14.67933233,21.550798,16.76701633,20.567127,13.26014233,14.604908,9.889588
425.166473,12.80781233,9.667523667,14.745593,21.619531,16.78619667,20.62017767,13.31576533,14.65682433,9.941946667
425.526703,12.81985,9.709481,14.79873867,21.65779033,16.82542033,20.707145,13.33611,14.72691,9.950877333
425.886902,12.85022467,9.744826,14.80931633,21.70375133,16.87817567,20.78903167,13.414538,14.82705233,9.964251333
426.24707,12.85822667,9.752474667,14.83962967,21.75301333,16.89924767,20.85610667,13.49529467,14.86348267,9.983178
426.607208,12.87413167,9.782977,14.88703667,21.82757567,16.90169167,20.90126433,13.53726567,14.92739267,9.967597333
426.967316,12.86738667,9.847574667,14.89852167,21.89186867,16.96717567,20.903614,13.594506,14.99615,9.987403333
427.327393,12.91184867,9.906173,14.92912233,21.942086,17.03196367,20.976052,13.66985567,15.03927567,9.981436667
427.687439,12.974225,10.00169,14.98053733,22.01739667,17.08377033,21.005736,13.69502967,15.10397567,10.016723
428.047394,13.044099,10.08232433,15.01063233,22.098379,17.14181333,21.051061,13.717822,15.17918233,10.090148
428.407379,13.104475,10.12092367,15.09676433,22.145455,17.217066,21.14155,13.77064833,15.219351,10.10437567
428.767303,13.115807,10.156101,15.15834767,22.19677233,17.295542,21.19678867,13.78292633,15.28144133,10.17419167
429.127167,13.17691467,10.204447,15.184009,22.19202933,17.31345133,21.27439467,13.81737767,15.34025167,10.216153
429.487061,13.174702,10.21356767,15.19866433,22.26824767,17.39886933,21.38185933,13.89546667,15.364987,10.20838933
429.846863,13.179932,10.24257767,15.24615267,22.30674167,17.433705,21.444304,13.958509,15.43389433,10.21583867
430.206665,13.170223,10.25706433,15.31043467,22.38921467,17.42305133,21.45821167,13.963601,15.480301,10.254223
430.566437,13.177966,10.24921967,15.34668933,22.44988533,17.400183,21.543692,13.946832,15.489406,10.25731033
430.926117,13.19791667,10.28865833,15.40378533,22.489536,17.44815567,21.565321,13.99685333,15.54519533,10.27989467
431.285828,13.27558767,10.29569833,15.456108,22.488252,17.46488,21.564316,14.048861,15.61342767,10.30217233
431.645447,13.29624967,10.30872667,15.497601,22.54038867,17.50950933,21.59085833,14.130474,15.68788567,10.328229
432.005035,13.30380567,10.347951,15.53908033,22.54129033,17.54169833,21.63025233,14.14011367,15.71775433,10.35849267
432.364655,13.30522433,10.379823,15.613479,22.637395,17.58190667,21.66066133,14.13590067,15.77813733,10.36068533
432.724182,13.30879967,10.43048633,15.67471933,22.66625233,17.57800433,21.718188,14.164062,15.82410467,10.35854633
433.08371,13.35944167,10.46936567,15.685093,22.70738867,17.59578467,21.73967033,14.167774,15.890478,10.42097067
433.443207,13.35517967,10.46038233,15.710254,22.73815767,17.611796,21.78047733,14.15461433,15.925645,10.43598533
433.802582,13.42610833,10.51729233,15.73925167,22.73485667,17.617257,21.83242367,14.154397,15.968977,10.41748233
434.162018,13.40983167,10.513855,15.723957,22.72152367,17.670013,21.881177,14.18576067,15.98795433,10.40366767
434.521362,13.410183,10.47929267,15.762736,22.70755,17.689712,21.96826567,14.18582267,15.99572033,10.385708
434.880676,13.383613,10.477822,15.782281,22.711547,17.73749733,22.01341433,14.20431567,16.071803,10.432984
435.23999,13.35725567,10.48050733,15.76428567,22.707461,17.78926967,22.09949433,14.22031,16.11942267,10.44243733
435.599243,13.31040467,10.49620833,15.780876,22.72011267,17.78226933,22.12873267,14.220903,16.173886,10.39745433
435.958496,13.334511,10.47116867,15.79009133,22.72615467,17.81616467,22.148234,14.236572,16.241039,10.39727533
436.317657,13.36066367,10.47907167,15.78599,22.77789867,17.82839667,22.23402233,14.273944,16.28706033,10.41366
436.676819,13.38029567,10.49427033,15.82779,22.79675667,17.827901,22.27363267,14.25981967,16.314018,10.415846
437.03595,13.44256133,10.518717,15.85548367,22.82695033,17.82089333,22.27659133,14.288972,16.39348733,10.44773233
437.39502,13.463873,10.539792,15.885645,22.87028467,17.85685533,22.330115,14.30658867,16.42157233,10.42723267
437.754059,13.47025,10.53841167,15.858806,22.90222233,17.912629,22.38709433,14.34941833,16.486683,10.36737733
438.113068,13.508725,10.54359933,15.86254,22.89992067,17.92545267,22.405536,14.39543267,16.54223833,10.36162367
438.472046,13.52682067,10.58741267,15.85521633,22.92967833,17.93360267,22.473031,14.42511833,16.57733533,10.33402433
438.830994,13.527459,10.620817,15.85014467,22.96111733,17.94092,22.50942133,14.456722,16.632067,10.35926867
439.189911,13.56818133,10.647526,15.86303,22.98887567,17.95846333,22.55101367,14.41777633,16.66093867,10.349083
439.548798,13.58605233,10.633109,15.868722,23.004154,17.967839,22.646658,14.45624167,16.70694767,10.33953033
439.907593,13.60172733,10.655071,15.851291,22.97653467,17.978274,22.715059,14.47815,16.74175633,10.34649833
440.266388,13.61009933,10.661788,15.83988733,22.99630167,18.00476633,22.77018233,14.51393733,16.771905,10.35328033
440.625122,13.627723,10.642539,15.84319733,23.03238233,18.01755333,22.83258833,14.540173,16.77829733,10.31333767
440.983856,13.66577167,10.65932767,15.864998,23.081663,18.03167467,22.86042533,14.56159067,16.81555033,10.32857867
441.342621,13.637703,10.654206,15.88824233,23.11615433,18.083054,22.86844367,14.60385833,16.844048,10.35091667
441.701263,13.66503,10.67994567,15.911936,23.15824367,18.114004,22.86572567,14.63463967,16.895214,10.359149
442.059875,13.69990067,10.732655,15.93782,23.18732033,18.13946033,22.89907833,14.659078,16.94053167,10.38146167
442.418457,13.729757,10.75052233,15.95152733,23.19058633,18.16102867,22.92493,14.69026933,16.96767367,10.35813967
442.777008,13.80098067,10.78816233,15.970136,23.25161367,18.12716267,22.92800533,14.752675,17.00696633,10.37017167
443.135498,13.85123567,10.77600533,15.97113367,23.315612,18.16164467,22.983623,14.77761067,17.020869,10.388322
443.493958,13.85426733,10.81885633,15.96892367,23.31067,18.209059,23.00267433,14.83315633,17.04907967,10.394986
443.852448,13.88089767,10.824308,15.98005833,23.32077333,18.21597367,23.00847933,14.84271167,17.12856333,10.35682
444.210876,13.901813,10.81087433,15.97382167,23.34845733,18.26660367,23.06033,14.928038,17.19241533,10.36939667
444.569214,13.89668367,10.85931433,15.99213667,23.35993567,18.27377767,23.136665,14.960827,17.262301,10.40186533
444.927551,13.91252667,10.88204433,15.99308933,23.41662333,18.312547,23.183803,14.98672833,17.29158267,10.41355267
445.285858,13.96483767,10.930921,16.037256,23.455988,18.356566,23.20729633,15.03917667,17.338667,10.433992
445.644104,13.99505133,10.97717967,16.071386,23.498891,18.42246367,23.237046,15.08053933,17.41351267,10.453587
446.002319,14.043737,10.97269833,16.09942733,23.55471233,18.41106667,23.27904133,15.13812067,17.477946,10.48707133
446.360504,14.07343367,10.978674,16.110596,23.567318,18.47555967,23.33054533,15.148715,17.512071,10.49192667
446.718719,14.08473633,10.952232,16.09944567,23.57939933,18.47357567,23.39288867,15.21663467,17.570269,10.517882
447.076843,14.1279,11.03260167,16.099559,23.643465,18.51575333,23.41264333,15.23850467,17.62757367,10.550637
447.434906,14.153055,11.046719,16.135165,23.670395,18.549402,23.48524233,15.31059833,17.671116,10.584557
447.792938,14.201778,11.04759,16.14728567,23.71561133,18.58356767,23.52795733,15.34549567,17.69884367,10.60381133
448.15094,14.21590733,11.08270267,16.17625433,23.726798,18.62907333,23.56086467,15.366408,17.759884,10.63219467
448.508911,14.20833567,11.104257,16.21307233,23.73071367,18.61936367,23.575648,15.41366533,17.81946967,10.65133133
448.866852,14.24242267,11.11877733,16.248385,23.767847,18.61870367,23.63448633,15.43884767,17.893792,10.68232367
449.224731,14.31884833,11.14113633,16.265542,23.77685533,18.61659633,23.71570167,15.486525,17.93203167,10.700992
449.582672,14.33549467,11.16456433,16.266433,23.81248067,18.625749,23.741652,15.56467833,17.97229833,10.720323
449.940491,14.37879433,11.22410267,16.29672167,23.85213533,18.671262,23.803995,15.58960233,18.02098667,10.75155333
450.298279,14.38646567,11.25515533,16.314588,23.81994967,18.74653367,23.90333433,15.60446067,18.060801,10.747712
450.656067,14.41624867,11.31052933,16.36932267,23.83868167,18.783245,23.97060533,15.67218433,18.13018233,10.776866
451.013733,14.45100267,11.366001,16.429697,23.86915533,18.77621833,24.06589733,15.72160967,18.18252133,10.819251
451.371429,14.46125233,11.45495267,16.49415933,23.896364,18.79295667,24.103227,15.79075033,18.231658,10.87225233
451.729095,14.500353,11.518281,16.54347233,23.95391533,18.83104267,24.15477267,15.824508,18.29805633,10.92827133
452.0867,14.56596833,11.50472433,16.56950833,23.961057,18.89339533,24.191941,15.88389667,18.357794,10.90873767
452.444336,14.576125,11.50689433,16.64898667,23.94640667,18.91238033,24.27578167,15.93450667,18.43243733,10.941191
452.80188,14.63641467,11.50362267,16.649859,24.00253233,18.92134233,24.33466967,15.97875567,18.51893367,10.98594233
453.159363,14.64920333,11.546012,16.68470767,24.02371333,18.922533,24.39101167,16.00859667,18.59143333,10.99700933
453.516815,14.68851167,11.58015967,16.73803533,24.02068867,18.98931567,24.48375133,16.00581367,18.627512,10.998441
453.874237,14.69202567,11.649368,16.757635,24.063093,19.003199,24.56422367,16.06541667,18.677578,11.03511933
454.231628,14.72829933,11.74425267,16.86368533,24.11180567,19.04847533,24.64143733,16.10015633,18.73914333,11.022024
454.588989,14.740747,11.72651367,16.93079933,24.109006,19.08627,24.69872467,16.20804867,18.76391867,11.03728667
454.94632,14.805168,11.74100033,16.94772433,24.16098467,19.11223733,24.68402033,16.22527533,18.82497667,11.03583833
455.30365,14.85675167,11.79402833,16.91054867,24.155834,19.10039067,24.69706333,16.25637667,18.91961867,11.02931133
455.660919,14.919572,11.81689367,16.92244067,24.17769267,19.09906967,24.73525233,16.33760933,18.958596,11.041376
456.018127,14.99151867,11.85690933,16.92272833,24.18521267,19.16075033,24.84641667,16.36973733,18.94186233,11.07727567
456.375305,15.03823067,11.90654,16.90100033,24.23627033,19.21419233,24.90816733,16.39071333,18.974226,11.04718733
456.732422,15.02279867,11.93455067,16.95459167,24.27341267,19.252235,24.97059167,16.416508,19.01309533,11.05686933
457.089539,15.056264,11.913993,16.943789,24.304383,19.28312167,25.04683033,16.445971,19.073221,11.05017
457.446594,15.07221067,11.90202667,16.93292433,24.35444333,19.30335133,25.09859767,16.48502167,19.12667267,11.07568
457.80365,15.10796433,11.89091033,16.96315867,24.425353,19.29624,25.13803267,16.52722533,19.200433,11.10123267
458.160706,15.14847367,11.89745167,16.96570133,24.40544833,19.30439067,25.15622967,16.54055867,19.27271333,11.103687
458.517639,15.226365,11.92016833,16.93400833,24.474245,19.320123,25.22218567,16.55429067,19.335752,11.13249033
458.874542,15.28755533,11.87602533,16.93113967,24.46457733,19.34443533,25.28196333,16.586834,19.379902,11.15599467
459.231445,15.29808833,11.872893,16.962662,24.48504467,19.351095,25.34190067,16.60316067,19.46210867,11.15759667
