wl,NpBW1.WY,NpBW2.WY,NpBW3.WY,NpSY1.WY,NpSY2.Y
360.137695,38.156369,13.80143267,10.88142567,22.25043467,10.26905333
360.503937,38.13695367,13.86090733,10.97937133,22.28752267,10.332301
360.870148,38.15771167,13.944683,11.083748,22.34527133,10.358539
361.236298,38.201345,14.064812,11.21644667,22.41762333,10.39503367
361.602417,38.28399767,14.16323867,11.327452,22.435771,10.397252
361.968475,38.283069,14.26190333,11.43993767,22.41912033,10.50399967
362.334503,38.33927433,14.36904767,11.49907467,22.43213767,10.60271233
362.700562,38.404593,14.470526,11.56603,22.436471,10.755996
363.066528,38.48958133,14.52388133,11.59766267,22.45832433,10.772567
363.432526,38.59698867,14.649822,11.70133767,22.54154333,10.71725367
363.798431,38.69675967,14.741971,11.81347267,22.57088833,10.76238967
364.164337,38.759035,14.82877767,11.88803667,22.64698733,10.84561767
364.530182,38.86952067,14.92413333,12.031178,22.67534667,10.853911
364.895996,38.95609533,15.03251233,12.16424767,22.74496967,10.91779433
365.26181,39.077495,15.13446833,12.234489,22.87952867,11.00908033
365.627563,39.089451,15.26551967,12.38457833,22.940406,11.14903567
365.993286,39.076229,15.329592,12.55811667,23.118493,11.25765733
366.359009,39.06937467,15.56220067,12.740535,23.21344333,11.321116
366.72467,39.13480633,15.717708,12.854085,23.36490167,11.36383833
367.090302,39.196347,15.82153667,12.94511233,23.49746167,11.35282167
367.455902,39.33422767,16.03532533,13.05656333,23.61812967,11.40008833
367.821503,39.34875967,16.20982233,13.12322,23.72330267,11.40642767
368.187012,39.41573133,16.40529567,13.26567733,23.814521,11.47069167
368.552521,39.39370333,16.60784633,13.33051467,23.898883,11.508631
368.917999,39.48510167,16.76871467,13.455771,24.01742333,11.49059267
369.283447,39.49016933,16.91021833,13.607907,24.01824733,11.555698
369.648865,39.609809,17.061196,13.75348167,24.21892,11.54186133
370.014282,39.64351833,17.231468,13.87843133,24.32295167,11.578993
370.379608,39.79050567,17.402628,14.07530433,24.421279,11.541604
370.744904,39.79487667,17.596624,14.22686,24.532173,11.61694467
371.110168,39.75123167,17.77959133,14.29009267,24.60923567,11.65617067
371.475403,39.749483,17.94576633,14.41944567,24.68246633,11.64598267
371.840637,39.746782,18.114161,14.60481767,24.760305,11.636144
372.205841,39.65006267,18.27412033,14.70421467,24.87277167,11.72559233
372.570984,39.652941,18.494234,14.86483633,24.934588,11.70953933
372.936127,39.60592967,18.72517833,15.11359633,25.032608,11.70886967
373.301208,39.64034133,18.91810267,15.29960367,25.16669133,11.697798
373.66626,39.77625633,19.15795667,15.43346,25.229563,11.70139467
374.03125,39.843595,19.364779,15.58056333,25.19133167,11.74903567
374.39624,39.96107667,19.58476167,15.782824,25.240385,11.79509667
374.7612,39.979558,19.836743,16.01535367,25.19894667,11.89961367
375.12616,39.898117,19.99143367,16.21742367,25.23574067,11.95708167
375.491028,39.92249,20.119369,16.43806067,25.31757233,12.075791
375.855927,39.83103633,20.24562233,16.604673,25.456335,12.07904867
376.220734,39.87306467,20.39559,16.806612,25.507206,12.16705167
376.585541,39.785933,20.59592067,16.93107833,25.56502067,12.201547
376.950287,39.76055233,20.81983067,16.99440333,25.728264,12.22869033
377.315002,39.685527,20.98803967,17.11417333,25.74322867,12.282709
377.679688,39.59805233,21.19057667,17.30469367,25.823362,12.30888967
378.044373,39.54289533,21.36545133,17.52095467,25.902087,12.373156
378.408997,39.53835367,21.53041033,17.69075233,25.973224,12.477605
378.773621,39.56084433,21.64329667,17.89065533,26.03468033,12.56647133
379.138184,39.61768567,21.877674,18.04995633,26.16278333,12.602115
379.502716,39.61053733,22.069568,18.18899033,26.246566,12.65839733
379.867188,39.65577,22.27819567,18.371427,26.35243367,12.683468
380.231659,39.731366,22.39965867,18.493109,26.45070833,12.716934
380.5961,39.747586,22.58381433,18.62364133,26.490096,12.77110567
380.96051,39.75697567,22.72357167,18.718128,26.569891,12.80895333
381.324921,39.69491,22.92363233,18.88014167,26.69657767,12.93609
381.68924,39.69771467,23.08555533,19.06513667,26.87570833,12.954811
382.053528,39.57816967,23.32269567,19.249246,27.005146,13.05049767
382.417816,39.641666,23.529694,19.417579,27.25489933,13.10400867
382.782013,39.66287733,23.666392,19.55656433,27.402245,13.16228133
383.14621,39.62678067,23.906604,19.67232533,27.50260233,13.16670667
383.510406,39.727604,24.036356,19.84382367,27.54909267,13.2109
383.874542,39.766342,24.22159333,19.98698667,27.648746,13.24709133
384.238678,39.89401833,24.36072433,20.16922267,27.75224933,13.29580933
384.602753,39.97988333,24.47140367,20.32831067,27.878802,13.381513
384.966766,40.02276367,24.654482,20.480833,28.01946433,13.400049
385.33078,40.11707933,24.758916,20.598088,28.094593,13.40503133
385.694763,40.15444233,24.90715467,20.65014867,28.15531033,13.38250733
386.058685,40.176553,25.10260733,20.74331667,28.22715867,13.436009
386.422607,40.13805567,25.236168,20.89582467,28.32784133,13.49055267
386.786499,40.11383667,25.32236433,21.12146967,28.39358,13.575397
387.15036,40.126575,25.51734733,21.27634433,28.478068,13.654968
387.51413,40.123632,25.68440167,21.430946,28.52535,13.776041
387.87793,40.17316167,25.891887,21.62553533,28.66301167,13.87979767
388.241669,40.21521433,26.08090867,21.77456967,28.839499,13.88709233
388.605377,40.31653633,26.350601,21.987353,29.017258,13.98633833
388.969025,40.418497,26.636289,22.18117733,29.079237,13.978398
389.332703,40.433452,26.77636133,22.300141,29.18955167,14.12562633
389.69632,40.49856867,26.935203,22.44464667,29.286008,14.16857467
390.059875,40.46877967,27.059825,22.59062,29.410951,14.17508833
390.423431,40.529999,27.26241733,22.72699933,29.54618633,14.20591033
390.786957,40.58727467,27.37371567,22.90211667,29.62525233,14.298462
391.150421,40.600146,27.624619,23.01217933,29.78987033,14.329029
391.513855,40.642533,27.80011733,23.131702,29.96494533,14.337188
391.877228,40.64443967,27.92171967,23.28259167,30.132841,14.41608767
392.240631,40.62893833,28.13435067,23.48997067,30.21692967,14.50316733
392.604004,40.63752333,28.29560333,23.66434233,30.35757933,14.61532
392.967316,40.70593133,28.50848133,23.819157,30.54108933,14.69371933
393.330597,40.67390867,28.726151,23.96578267,30.72531433,14.80348433
393.693848,40.71650267,28.895526,24.20252967,30.92846233,14.828668
394.057037,40.87537267,29.18337367,24.35195867,31.11076933,14.91423667
394.420197,40.90934,29.39351333,24.46652467,31.269076,14.987398
394.783325,40.98320967,29.57951633,24.67181267,31.48367467,15.024471
395.146484,41.04976467,29.81665833,24.81902833,31.695965,15.013651
395.509552,41.08194433,30.033655,24.982331,31.856118,15.04244833
395.87262,41.15093867,30.270305,25.127753,32.04877833,15.13369
396.235596,41.18008033,30.44867967,25.290277,32.24417033,15.183642
396.598572,41.23640833,30.57718733,25.473663,32.45097333,15.266237
396.961517,41.34756533,30.85422,25.684794,32.650979,15.32490233
397.324432,41.42105633,31.04856933,25.90676767,32.85618967,15.35813933
397.687286,41.48263233,31.372046,26.12421333,33.070369,15.45535033
398.05014,41.53941833,31.675262,26.31529167,33.21151133,15.55910133
398.412964,41.599984,31.906083,26.505783,33.43265567,15.570653
398.775757,41.62484867,32.18180933,26.748781,33.61135533,15.71829967
399.138489,41.66467467,32.42920833,27.042855,33.76254633,15.83459667
399.50119,41.722084,32.76818067,27.22612,34.018687,15.877601
399.863861,41.77818633,32.967729,27.46608033,34.31632433,15.92485233
400.226471,41.851376,33.281228,27.62435267,34.594398,15.95659667
400.589081,41.77788933,33.53309933,27.78144933,34.78449067,15.998499
400.951691,41.83814633,33.79218333,28.03513067,34.99249267,16.054081
401.314209,41.86467867,33.98987067,28.26199833,35.175932,16.08676467
401.676758,41.897516,34.18211267,28.47785633,35.406679,16.10420367
402.039185,41.94799967,34.41771333,28.710289,35.62713867,16.133448
402.401642,41.98425667,34.621984,28.89029267,35.83030067,16.26284733
402.764038,41.991361,34.85242733,29.098512,36.065089,16.382508
403.126404,42.01536933,35.133564,29.30474967,36.309435,16.45553967
403.488739,42.02480933,35.30317067,29.52676367,36.53839233,16.574755
403.851074,42.04513433,35.52518067,29.69812333,36.75225633,16.667862
404.213348,42.030449,35.729224,29.861093,36.980244,16.78338467
404.575592,42.03353267,35.96191933,30.09468333,37.22649267,16.83258033
404.937775,42.00629667,36.21093233,30.279441,37.49892233,16.92021133
405.299927,41.996535,36.35919567,30.526037,37.711347,16.99750367
405.662048,42.05340733,36.53665033,30.78235133,37.954703,17.10044333
406.024139,42.050926,36.80245567,31.032543,38.233467,17.20353633
406.3862,42.08387733,37.00793433,31.26539533,38.54122233,17.26924167
406.74826,42.104028,37.25658533,31.47254133,38.92340533,17.33612033
407.11026,42.09450033,37.50650633,31.68465633,39.13109933,17.44756167
407.47226,42.14435067,37.79804333,31.87510167,39.36051133,17.52489333
407.834167,42.117339,38.00830233,32.15736767,39.60040333,17.62202433
408.196075,42.18366767,38.244358,32.43179033,39.92117967,17.76072567
408.557892,42.24941133,38.491778,32.631373,40.16020767,17.874168
408.919739,42.28388733,38.847893,32.80103933,40.46438467,17.98635833
409.281494,42.23495133,39.145391,32.998651,40.719675,18.09403467
409.64328,42.24953567,39.49695833,33.171594,41.04292367,18.199813
410.005035,42.277818,39.812589,33.464974,41.25275867,18.20940367
410.36673,42.373169,40.03559,33.74478,41.51950067,18.36256733
410.728394,42.43771867,40.283722,33.97457067,41.75025433,18.500935
411.089966,42.49905233,40.62651167,34.26491433,42.01227333,18.551908
411.451569,42.51436633,40.948653,34.56193467,42.252364,18.655604
411.813141,42.58475,41.27072033,34.88484733,42.43664167,18.701404
412.174652,42.639005,41.48639033,35.15984367,42.66234067,18.746978
412.536163,42.75355767,41.739558,35.449177,42.91873667,18.859031
412.897644,42.808599,42.05684667,35.635512,43.23213233,18.95937733
413.259033,42.875046,42.316297,35.911197,43.556282,19.04619633
413.620392,42.98355867,42.58185833,36.144081,43.824655,19.17813767
413.98172,43.119647,42.810239,36.35941067,44.011978,19.23155
414.343048,43.12723933,43.07320033,36.591201,44.21111667,19.39134667
414.704315,43.20673,43.43584733,36.88720733,44.48826867,19.49700567
415.065582,43.264666,43.723535,37.05885333,44.802457,19.641464
415.426788,43.39122267,43.970662,37.24220333,45.134192,19.75962467
415.787994,43.43684533,44.21146033,37.504303,45.37010167,19.890744
416.149109,43.38298533,44.442206,37.669902,45.66196433,20.02016233
416.510223,43.47819633,44.628741,37.87742933,45.97287233,20.154812
416.871307,43.571771,44.81871033,38.112386,46.31487433,20.272072
417.23233,43.64830133,44.99984867,38.337141,46.56564067,20.40565467
417.593323,43.71957933,45.21576033,38.46044867,46.92681867,20.51547667
417.954315,43.73879767,45.52180633,38.64465133,47.169703,20.577249
418.315247,43.75763067,45.71186933,38.79953333,47.422,20.6927
418.676178,43.74092833,45.94960267,38.98812933,47.691109,20.829466
419.037048,43.77984367,46.14933667,39.14167767,47.977802,20.90314333
419.397858,43.79479067,46.397817,39.25024733,48.27042667,21.01922567
419.758636,43.862671,46.62432233,39.392107,48.51504267,21.13320333
420.119415,43.83226033,46.84356433,39.498156,48.72902567,21.22711567
420.480103,43.89223733,47.04805133,39.63189567,48.93029667,21.34322033
420.840851,43.89652267,47.24711867,39.738761,49.15745167,21.43447267
421.201477,43.94908367,47.48438533,39.883048,49.368029,21.527858
421.562134,43.94839333,47.72340533,40.01329867,49.62943267,21.65548667
421.922729,44.04017767,47.91519033,40.17971533,49.91378167,21.721901
422.283264,44.080091,48.029208,40.30417967,50.05848833,21.84966533
422.643799,44.11564,48.180828,40.48313267,50.28578567,21.93085233
423.004242,44.16715233,48.413957,40.65090067,50.44000367,22.03596633
423.364685,44.18679567,48.655544,40.77840567,50.67289333,22.12803133
423.725128,44.26357933,48.87842567,40.981435,50.87549967,22.22258767
424.08551,44.271531,49.06904467,41.085692,51.04665,22.285833
424.445892,44.30304233,49.300158,41.23908233,51.25903333,22.41742333
424.806183,44.328166,49.52838533,41.408989,51.54709133,22.54284667
425.166473,44.35425967,49.71750767,41.55896133,51.73767833,22.704086
425.526703,44.40271267,49.88788833,41.686817,52.04652267,22.84102133
425.886902,44.43565367,50.110233,41.83250933,52.34822467,22.94434833
426.24707,44.56850433,50.30841067,41.963164,52.562608,23.05853367
426.607208,44.60816333,50.479837,42.152027,52.72794367,23.20783733
426.967316,44.66346867,50.63847367,42.26435467,53.068535,23.34080767
427.327393,44.67007933,50.86202367,42.40779633,53.36189633,23.472162
427.687439,44.794337,51.01489,42.58044933,53.66926433,23.625986
428.047394,44.88600433,51.20137767,42.751265,53.94003667,23.74520467
428.407379,44.95069367,51.43084333,42.98202,54.184873,23.904557
428.767303,44.976626,51.565351,43.148567,54.49358,24.053426
429.127167,45.02530933,51.74204667,43.31549567,54.74831533,24.18673367
429.487061,45.11300133,51.94254033,43.50297433,54.910829,24.34202133
429.846863,45.12580367,52.16995467,43.71340933,55.29936733,24.50089967
430.206665,45.15055333,52.378642,43.86205267,55.54874033,24.62158533
430.566437,45.18612667,52.561831,43.964644,55.85365933,24.77232867
430.926117,45.31300333,52.75391367,44.11767433,56.07978033,24.919733
431.285828,45.38194033,52.85097667,44.211769,56.44831467,25.020934
431.645447,45.431526,53.04982,44.43954867,56.76222967,25.20738667
432.005035,45.55051933,53.16802733,44.51093167,56.955138,25.33558967
432.364655,45.563197,53.31243267,44.63595967,57.152435,25.464428
432.724182,45.58977133,53.50086333,44.771829,57.42293433,25.59542867
433.08371,45.58772,53.61050567,44.900936,57.52289833,25.73386133
433.443207,45.614451,53.817056,44.996942,57.70268267,25.89121167
433.802582,45.670143,53.94776133,45.11658333,57.92363367,26.02287367
434.162018,45.686797,54.057869,45.21255233,58.16770667,26.14824633
434.521362,45.743393,54.186202,45.37871567,58.31753667,26.283115
434.880676,45.775014,54.30928667,45.512676,58.551117,26.43884933
435.23999,45.790685,54.517957,45.59123733,58.696583,26.52121433
435.599243,45.73704633,54.63322567,45.64613333,58.85308367,26.641803
435.958496,45.738785,54.68858467,45.629185,58.990223,26.74519267
436.317657,45.75423933,54.84792867,45.69483167,59.20786767,26.86559233
436.676819,45.82077667,55.01264333,45.78771333,59.45965433,26.99491033
437.03595,45.78923667,55.105797,45.838023,59.715885,27.186333
437.39502,45.84379333,55.19632967,45.86697267,59.825306,27.322095
437.754059,45.92767467,55.36110933,45.959226,60.00619267,27.53048467
438.113068,45.97099567,55.44681933,46.10614133,60.14079933,27.71566767
438.472046,45.97201933,55.51830667,46.16662233,60.31342667,27.87287067
438.830994,46.04388567,55.678492,46.22250767,60.43253933,28.00747367
439.189911,46.15561567,55.78700867,46.22136167,60.62067033,28.11265933
439.548798,46.11794,55.945301,46.287384,60.697661,28.257993
439.907593,46.14741767,56.08769233,46.35008,60.783287,28.36147967
440.266388,46.188239,56.23381467,46.452259,60.93701567,28.46831833
440.625122,46.26408267,56.38034067,46.52103567,61.10221833,28.60287667
440.983856,46.30533467,56.45405067,46.66671733,61.18851967,28.74609433
441.342621,46.32739,56.56272767,46.67999633,61.34306833,28.88864267
441.701263,46.406223,56.68344767,46.67576467,61.447572,29.02008933
442.059875,46.43230433,56.70222967,46.70130567,61.59459667,29.135661
442.418457,46.42304733,56.689383,46.71733833,61.66081133,29.220599
442.777008,46.47183867,56.686854,46.722118,61.83145533,29.35171
443.135498,46.58534733,56.77644233,46.80534267,61.97713833,29.48847133
443.493958,46.68973667,56.95794433,46.88908,62.200338,29.66960467
443.852448,46.785693,57.07942967,46.97198367,62.331861,29.74853233
444.210876,46.81665033,57.12760167,47.01941033,62.42263033,29.92385333
444.569214,46.89672067,57.216704,47.00563833,62.52135467,29.97775933
444.927551,46.96663167,57.33833933,47.046758,62.699408,30.115317
445.285858,47.01019833,57.38759967,47.05367667,62.811741,30.21835267
445.644104,47.07915533,57.46473067,47.09244167,63.008845,30.306843
446.002319,47.10420467,57.507637,47.12739933,63.18137367,30.42155333
446.360504,47.13763967,57.56488067,47.17874767,63.24775833,30.55651933
446.718719,47.11781033,57.595562,47.24779733,63.293443,30.72671767
447.076843,47.151179,57.54307433,47.31508133,63.45686733,30.841887
447.434906,47.18966167,57.58387033,47.30270633,63.59853367,30.88193167
447.792938,47.209605,57.562439,47.26878233,63.704488,31.01245367
448.15094,47.24647,57.58462533,47.294136,63.82666667,31.09152733
448.508911,47.315894,57.65056367,47.28477467,63.96971267,31.18540733
448.866852,47.35225933,57.63995367,47.319107,64.025576,31.284993
449.224731,47.42894633,57.66022233,47.32798767,64.158014,31.430739
449.582672,47.46601767,57.79209933,47.365275,64.20897267,31.59936667
449.940491,47.613646,57.944744,47.389732,64.36093667,31.75737433
450.298279,47.65673667,58.02216733,47.49523433,64.41508067,31.91039033
450.656067,47.647896,58.02393333,47.551252,64.47783533,32.082784
451.013733,47.60815067,58.03037733,47.62431333,64.52875767,32.195303
