wl,W1,W2,W3,W4,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W20.1,W21,W22,W23,W24,W25,W26,W27,Y1,Y2,Y3,Y4,Y9,Y10,Y11,Y12,Y13,Y14,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27
524.261536,54.58311867,31.29963433,43.297408,41.48766167,27.58811867,36.88088,34.833491,29.40041867,29.17476267,24.17775533,44.45770033,43.60586933,32.67513433,27.98460267,39.06061267,33.82666733,46.726696,45.22593667,50.515031,28.82704167,43.43568433,55.24265167,30.204027,22.79389967,42.88657,25.912199,34.24433,34.52056567,23.62379567,27.251321,30.61590067,27.92759533,30.08596767,33.39536767,53.65729767,44.358561,43.78043967,50.33526333,41.60505667,35.53569033,50.18342067,21.788896,31.01117567,41.069603,28.64606667
524.611389,54.70372267,31.299781,43.38656733,41.610025,27.65618067,36.966029,34.88544267,29.47838067,29.36404933,24.24275933,44.754036,43.75379067,32.72722433,28.08807,39.16088667,33.86699867,46.83748267,45.353039,50.683624,28.93346667,43.545924,55.275234,30.28756633,22.81591867,43.01450967,25.96847667,34.309062,34.61235,23.65481067,27.34923767,30.73410433,27.987383,30.15240367,33.51562233,53.80972533,44.454418,43.927114,50.54226833,41.782101,35.73918333,50.31889967,21.85929867,31.10284267,41.28663767,28.70234633
524.961182,54.882323,31.38466533,43.518476,41.79222,27.76884833,37.05915967,34.997598,29.58982267,29.57199633,24.31852833,45.15304333,43.915422,32.85724267,28.16711667,39.26923867,33.95917833,46.99424233,45.53556333,50.871127,29.04534233,43.69213233,55.468104,30.436114,22.91287333,43.22740267,26.090533,34.426927,34.766609,23.75891067,27.50723667,30.87123767,28.095363,30.29010367,33.76466133,54.03340267,44.66791133,44.122461,50.84031633,42.019009,35.99590667,50.654499,22.02490767,31.245137,41.54822267,28.797774
525.311035,55.18933733,31.511459,43.63514433,42.08062233,27.940103,37.195614,35.18365033,29.73269,29.774439,24.41964333,45.704567,44.15456633,33.051187,28.31061133,39.481772,34.124311,47.254997,45.845187,51.14278167,29.19116767,43.96596167,55.74590933,30.66409133,23.02115967,43.520724,26.25960533,34.61271533,34.968309,23.90671733,27.67729533,31.10277367,28.254636,30.46664167,34.03197367,54.29002133,44.95846067,44.446728,51.23186367,42.35012933,36.33081667,51.08330133,22.185547,31.467224,41.86993033,29.05082733
525.660767,55.43470533,31.64444533,43.80596167,42.32958733,28.115822,37.38183333,35.35200067,29.87292233,30.05794033,24.531996,46.13593033,44.40532167,33.25941267,28.45870267,39.663403,34.304511,47.476611,46.102647,51.391875,29.38102867,44.15925333,56.02336367,30.850727,23.13788533,43.76489,26.42768167,34.77745567,35.16760767,24.05715767,27.84541367,31.30295767,28.42639367,30.60477867,34.27399667,54.573842,45.198003,44.647484,51.60392367,42.614456,36.63443267,51.39249933,22.32779233,31.64530067,42.23128633,29.23170867
526.010437,55.62274267,31.76947833,43.924005,42.519773,28.244934,37.49712,35.43805033,29.96960733,30.20485067,24.59853867,46.42068867,44.56985467,33.36927233,28.56556833,39.75804067,34.43093033,47.62525567,46.284313,51.482236,29.514874,44.31456367,56.15456633,30.97338,23.244575,43.91413133,26.53318333,34.86315533,35.28924667,24.17348433,27.96346533,31.46754467,28.53847167,30.71620033,34.418796,54.70038967,45.343877,44.81831233,51.860976,42.74967467,36.856322,51.65089933,22.45385533,31.75185067,42.47140867,29.348948
526.360107,55.70376567,31.82934233,44.00539533,42.619812,28.33075833,37.53855233,35.47846333,30.00579933,30.37112733,24.638328,46.641098,44.67798867,33.440244,28.605009,39.818714,34.48210933,47.70341367,46.41554267,51.60394033,29.60147033,44.41544567,56.26638833,31.05163833,23.31916633,44.094992,26.594643,34.912473,35.36230767,24.24260133,28.06351433,31.50307233,28.60791067,30.74390733,34.52145133,54.826795,45.40495567,44.92770633,51.999785,42.84216033,36.997767,51.81717567,22.537529,31.81990633,42.60933567,29.41852467
526.709717,55.752173,31.90584067,44.049759,42.67393967,28.418583,37.57150633,35.52570967,30.03877133,30.453165,24.672303,46.827152,44.74030833,33.47554967,28.63441667,39.849545,34.503161,47.77771233,46.51119233,51.651582,29.65624233,44.44986,56.30620433,31.12817067,23.333451,44.19384533,26.64612233,34.977033,35.437184,24.27367,28.14396467,31.56365533,28.63081533,30.814696,34.60447133,54.89614233,45.458126,45.00273267,52.14484033,42.92096833,37.099514,51.97991167,22.59545767,31.88992567,42.75081767,29.458419
527.059326,55.828814,31.956546,44.062696,42.73955667,28.45205433,37.60041667,35.55136567,30.06739433,30.53523333,24.69996133,46.97368367,44.82101567,33.48160867,28.661337,39.90311633,34.52680167,47.867316,46.57604333,51.71046667,29.69517333,44.50264067,56.32588167,31.175795,23.37695267,44.29345433,26.74788533,35.0171,35.450913,24.31202133,28.19991233,31.645586,28.65755333,30.81968,34.64488333,54.95118467,45.52151233,45.02923067,52.26531967,43.009529,37.182701,52.053762,22.64819067,31.90583367,42.86492,29.483674
527.408875,55.858668,31.987487,44.050466,42.78243233,28.51722,37.65828567,35.59387,30.07979967,30.61123067,24.75480533,47.125272,44.85229633,33.528687,28.695669,39.93552633,34.588129,47.919324,46.60506067,51.717982,29.71937067,44.52706767,56.33319233,31.24926367,23.41887767,44.36213567,26.78962567,35.07261533,35.52544967,24.347739,28.229335,31.68083367,28.69284933,30.82737333,34.742983,54.98699467,45.590116,45.06547567,52.37220367,43.06041333,37.26567967,52.180762,22.70394967,31.939573,42.98273233,29.50076933
527.758301,55.934307,32.066258,44.06021367,42.82461167,28.56113233,37.69453433,35.60955967,30.096584,30.67823333,24.77994033,47.26691833,44.889188,33.558199,28.739573,39.965132,34.61228467,47.938159,46.66045633,51.75498967,29.73690433,44.58289333,56.36402,31.30557033,23.470249,44.44070167,26.835429,35.11572533,35.59028933,24.37288033,28.298071,31.706389,28.71613,30.84067867,34.78660333,55.00604867,45.643257,45.09815733,52.51438033,43.07939267,37.33284633,52.27827833,22.766381,31.96162033,43.074899,29.56972
528.107849,56.017601,32.12063167,44.08691667,42.83421467,28.60496667,37.74417733,35.641955,30.102427,30.73899467,24.817207,47.36669533,44.94911967,33.58181,28.77360667,40.01663467,34.65653333,48.00726433,46.71312467,51.78430433,29.802825,44.61984867,56.35805,31.36672433,23.517717,44.51960233,26.87093033,35.17257833,35.62780533,24.39528933,28.35338933,31.74884167,28.75784967,30.83830067,34.878743,55.04277067,45.66960367,45.157097,52.65972267,43.11564,37.398767,52.38226933,22.81125633,31.98724067,43.19242967,29.619144
528.457275,56.04121267,32.16135167,44.10061267,42.902818,28.64175333,37.74898633,35.66567967,30.07757967,30.82297767,24.86459933,47.49193433,44.99309167,33.631119,28.79687467,40.07205,34.65569,48.03551833,46.76071833,51.83937833,29.83172233,44.62318167,56.39224633,31.39783467,23.53938567,44.56843433,26.904012,35.20652533,35.639958,24.40776933,28.41572933,31.799558,28.82200233,30.88829767,34.929102,55.06616333,45.69573967,45.19596867,52.741496,43.190212,37.47452933,52.47168233,22.85527833,32.00573467,43.281714,29.67824167
528.806641,56.12195567,32.20557933,44.10960133,42.93846267,28.681802,37.79623133,35.72878467,30.08544567,30.92518667,24.88695467,47.61111567,45.04267233,33.64577867,28.80433333,40.10512667,34.70750633,48.07358033,46.783483,51.87437167,29.884588,44.64536033,56.43205,31.40857433,23.551178,44.62582133,26.94638133,35.272115,35.69028867,24.452461,28.45541933,31.86775533,28.86823667,30.89070767,34.98413033,55.10111367,45.707377,45.19980267,52.890261,43.21760033,37.535928,52.56583767,22.91159233,32.07615867,43.40206433,29.69861
529.156006,56.13435733,32.23920633,44.16857033,42.98531333,28.70852833,37.84027867,35.74348133,30.101174,31.008789,24.90153167,47.716914,45.06465267,33.65888033,28.82782633,40.13360533,34.72395333,48.11452133,46.810899,51.904779,29.92416633,44.65421167,56.483822,31.44293567,23.579101,44.683806,27.00990767,35.30323667,35.72475133,24.455064,28.48828833,31.92220867,28.903237,30.91039067,35.03946167,55.14930733,45.764923,45.276207,52.997753,43.29400133,37.59092733,52.712377,22.95545233,32.10433133,43.52861767,29.74032167
529.505249,56.19525533,32.259802,44.215055,42.995233,28.76390133,37.859403,35.74729567,30.10642067,31.102804,24.906155,47.82892467,45.129724,33.698758,28.853517,40.15016033,34.734499,48.12651433,46.84370667,51.922077,29.945458,44.680073,56.504528,31.475802,23.60404533,44.73324567,27.074878,35.32780967,35.75171833,24.48082233,28.528335,31.98085833,28.96939333,30.95852667,35.10642033,55.19463967,45.79704433,45.29750933,53.15748367,43.33692067,37.657168,52.81947733,23.00711367,32.17223867,43.60329033,29.810238
529.854553,56.23770933,32.28133033,44.20699567,43.05577067,28.814811,37.90501167,35.78463233,30.123922,31.17634833,24.927037,47.98797367,45.18459833,33.738438,28.86363133,40.15153267,34.75992367,48.18268433,46.88987333,51.956506,29.99799367,44.694412,56.55053467,31.51298833,23.63563333,44.80471933,27.13601567,35.40232967,35.81419167,24.49421133,28.58470933,32.04161733,28.99462767,31.03202533,35.20225533,55.20463567,45.88024267,45.338605,53.259501,43.46766033,37.719817,52.91082633,23.05581733,32.231701,43.66343033,29.88419067
530.203735,56.29657867,32.30611733,44.215936,43.11196133,28.88425633,37.95349033,35.797559,30.137779,31.29078867,24.95853,48.134436,45.23722867,33.767625,28.903279,40.21169333,34.76696267,48.213047,46.92590233,51.97219733,30.03795967,44.74170833,56.597575,31.559233,23.656488,44.91566433,27.178905,35.42258367,35.87182,24.529241,28.64799833,32.096422,29.02659967,31.105837,35.25218667,55.22002933,45.945816,45.35786567,53.41303667,43.561601,37.80390567,52.99580267,23.10665367,32.25487067,43.73394367,29.96258667
