wl,EtBW7.W,EtBW19.W
603.994507,55.13637433,50.75512167
604.334778,55.08193333,50.696781
604.675049,55.088857,50.63021367
605.015259,55.01476433,50.679175
605.355347,54.94743967,50.66978833
605.695435,54.96169667,50.699674
606.035461,54.97150433,50.72441333
606.375488,54.948588,50.69998833
606.715454,54.955578,50.680944
607.05542,54.936493,50.67111567
607.395325,54.97933333,50.69261833
607.735168,54.918194,50.68993867
608.074951,54.855414,50.62960067
608.414673,54.86087167,50.60024633
608.754395,54.90771867,50.57151033
609.094055,54.951772,50.62179033
609.433655,54.93503467,50.62169167
609.773315,54.86252333,50.592369
610.112854,54.86836633,50.54401
610.452332,54.946574,50.472547
610.791748,54.9181,50.534248
611.131165,54.91693267,50.58434933
611.47052,54.903559,50.60151167
611.809753,54.90742133,50.562383
612.149109,54.911428,50.56247467
612.488403,54.92802067,50.57308567
612.827515,54.892766,50.512896
613.166626,54.91972367,50.45811733
613.505737,54.86541133,50.53038433
613.844849,54.88864033,50.54882933
614.183838,54.84751633,50.54952733
614.522766,54.78242633,50.57778033
614.861694,54.863233,50.59393067
615.200623,54.983209,50.663062
615.539429,55.019431,50.70601233
615.878174,54.97259033,50.742873
616.21698,54.996522,50.795551
616.555664,55.10683167,50.81341433
616.894287,55.31147367,50.915797
617.23291,55.356959,50.953186
617.571472,55.306948,50.956769
617.910034,55.34553367,50.955672
618.248535,55.406831,50.964354
618.586975,55.420831,50.985981
618.925293,55.442702,51.06269733
619.263672,55.41852667,51.00996033
619.60199,55.50807067,50.99947633
619.940247,55.565665,50.98372767
620.278442,55.525257,51.08330167
620.616638,55.63701633,51.094372
620.954773,55.63849533,51.124096
621.292847,55.78825133,51.19247533
621.630859,55.814711,51.11701333
621.968872,55.79807033,51.11419567
622.306763,55.738061,51.180674
622.644653,55.73436867,51.16305
622.982605,55.737325,51.08635733
623.320435,55.73263567,51.053562
623.658203,55.68159733,51.01346333
623.995911,55.624864,50.976303
624.333618,55.50762033,50.98579667
624.671204,55.547568,51.074716
625.00885,55.58382667,51.12950167
625.346375,55.490303,51.04089867
625.683899,55.497261,51.04822933
626.021362,55.51162067,51.05443733
626.358765,55.612878,51.075793
626.696167,55.523393,51.16452267
627.033447,55.495046,51.22303767
627.370728,55.540428,51.19873833
627.708008,55.44460967,51.14293667
628.045166,55.39142133,51.210617
628.382385,55.35097867,51.25701533
628.719421,55.30577233,51.360672
629.056519,55.26939767,51.39139567
629.393494,55.31005333,51.307276
629.730469,55.278806,51.36313533
630.067383,55.44435233,51.42007067
630.404297,55.44302867,51.43157833
630.74115,55.45264167,51.474107
631.077942,55.45009467,51.41516233
631.414673,55.43806833,51.44368367
631.751404,55.40224567,51.424811
632.088074,55.453555,51.35664233
632.424622,55.53719933,51.41653033
632.761169,55.55249267,51.38474667
633.097717,55.52911367,51.36760867
633.434204,55.443888,51.36376567
633.770691,55.478245,51.27148067
634.107056,55.594457,51.28056567
634.443359,55.578766,51.31875
634.779663,55.65251267,51.37277633
635.115906,55.718263,51.284795
635.452087,55.630927,51.29501467
635.788269,55.761861,51.24132
636.12439,55.816962,51.23237367
636.46051,55.72011967,51.25236633
636.796509,55.71612167,51.30465667
637.132507,55.623136,51.31336733
637.468445,55.66359833,51.351214
637.804321,55.688245,51.380418
638.140198,55.67279433,51.43675633
638.475952,55.77353167,51.36469667
638.811707,55.82193233,51.36891433
639.147461,55.73904133,51.36794433
639.483154,55.78428033,51.34323767
639.818726,55.68298467,51.42097233
640.154358,55.58491267,51.452961
640.489868,55.610592,51.472566
640.825317,55.577404,51.47725433
641.160767,55.44026167,51.43283733
641.496155,55.520392,51.43468333
641.831543,55.556684,51.469073
642.16687,55.52491733,51.51016
642.502136,55.55214433,51.52452967
642.837341,55.57540767,51.56661067
643.172485,55.54537867,51.58275467
643.507568,55.68530133,51.631584
643.842651,55.728691,51.59212767
644.177673,55.720994,51.60333233
644.512695,55.61729167,51.57979333
644.847656,55.53563033,51.41733567
645.182556,55.60752867,51.46803
645.517395,55.60964333,51.50738267
645.852173,55.63376733,51.41942467
646.186951,55.61867167,51.34529733
646.521667,55.590857,51.41665633
646.856323,55.741756,51.38851533
647.190979,55.86000433,51.341713
647.525574,55.840051,51.312504
647.860107,55.916565,51.34191367
648.19458,55.92285433,51.39903867
648.529053,55.922376,51.441031
648.863403,55.950155,51.40219633
649.197754,55.97099167,51.42322533
649.532043,56.05332967,51.231655
649.866333,55.96382133,51.22743467
650.2005,55.89850467,51.21058133
650.534729,55.846433,51.30159767
650.868774,55.86364633,51.30931733
651.202942,55.88055267,51.22734067
651.536926,55.959723,51.30476367
651.87085,55.92442833,51.47178867
652.204834,55.902224,51.425704
652.538757,55.96004733,51.504898
652.87262,55.88826,51.583785
653.20636,55.81992567,51.67117433
653.540161,55.74224067,51.576683
653.87384,55.74198533,51.62525567
654.20752,55.75358433,51.622256
654.541077,55.78275133,51.597305
654.874695,55.74361667,51.698719
655.208252,55.79104367,51.70020567
655.541687,55.726855,51.57131833
655.875122,55.77599367,51.571926
656.208496,55.78105767,51.46196633
656.541809,55.75967667,51.59302633
656.875122,55.90657033,51.69278333
657.208374,55.98460633,51.80454633
657.541626,56.01955033,51.81180967
657.874817,56.01956433,51.68674867
658.207947,55.93625533,51.68143833
658.540955,55.90400333,51.60695267
658.873962,55.94052767,51.62179167
659.206909,55.98941533,51.62009167
659.539856,55.95619333,51.61096067
659.872742,55.947258,51.641993
660.205566,56.04258233,51.62359
660.538391,56.09976967,51.655393
660.871155,55.98209933,51.66148367
661.203796,55.87034467,51.71277767
661.536438,55.852688,51.80650933
661.86908,55.83687167,51.78623067
662.201599,55.78218467,51.775303
662.534119,55.71603667,51.84550833
662.866577,55.62342167,51.87409067
663.199036,55.57930633,51.98930733
663.531372,55.49251167,52.00859067
663.863708,55.49408433,51.911021
664.195923,55.53310767,51.77284633
664.528198,55.554895,51.72076167
664.860352,55.54433067,51.91061933
665.192505,55.47124633,51.93413933
665.524658,55.489881,51.966513
665.856689,55.58413167,51.98632833
666.188721,55.517212,52.06314967
666.52063,55.45135233,51.99785367
666.852478,55.45222467,52.10297633
667.184387,55.44026567,52.05243567
667.516174,55.400992,52.031657
667.8479,55.531434,51.89205567
668.179688,55.64032,51.89780467
668.511353,55.62841533,51.809588
668.843018,55.70236433,51.726878
669.1745,55.79011633,51.60379533
669.506104,55.84279367,51.64642567
669.837524,55.76340233,51.67827233
670.169006,55.856406,51.57629633
670.500366,55.960551,51.609487
670.831787,55.91392767,51.69375233
671.163086,55.83351533,51.692013
671.494324,55.70422633,51.64658867
671.8255,55.76812833,51.53892033
672.156616,55.906939,51.73780567
672.487732,55.785974,51.71150433
672.818848,55.77430467,51.579811
673.149841,55.81684,51.544018
673.480835,55.809774,51.58797433
673.811768,55.93918967,51.36298367
674.142639,55.840167,51.512647
674.47345,55.79860667,51.58168667
674.80426,55.711675,51.73563533
675.134949,55.61779167,51.78694167
675.465698,55.71480833,51.80815267
675.796326,55.59512333,51.89445367
676.126953,55.55119467,52.037492
676.457458,55.59821567,51.98513767
676.787964,55.68185567,51.953312
677.118408,55.587803,52.17507167
677.448853,55.55911133,52.20173667
677.779175,55.47750333,52.08557267
678.109558,55.56513467,52.103232
678.439758,55.546019,52.184256
678.77002,55.49287567,52.31828833
679.100159,55.579146,52.15386367
679.430298,55.59258,52.24230333
679.760376,55.67680867,52.429822
680.090393,55.629135,52.43723933
680.42041,55.635798,52.42208333
680.750305,55.45460233,52.48775233
681.0802,55.530197,52.47413233
681.410034,55.607316,52.500894
681.739807,55.61282733,52.46053833
682.06958,55.73668167,52.49224733
682.399292,55.61582333,52.47110867
682.728943,55.67805867,52.46209467
683.058594,55.72649667,52.50156
683.388123,55.780211,52.466436
683.71759,55.72396833,52.40896233
684.047058,55.75594967,52.24423233
684.376465,55.76566833,52.184139
684.705811,55.770588,52.26113367
685.035095,55.75283533,52.197843
685.36438,55.774756,52.188067
685.693665,55.746451,52.13544333
686.022888,55.60698567,52.16058867
686.351929,55.71009833,52.04727033
686.68103,55.58786,51.980326
687.010071,55.722534,51.97965767
687.33905,55.76174267,51.999842
687.66803,55.83768333,52.01297767
687.996887,55.76549933,52.01243867
688.325745,55.714507,52.13208233
688.654602,55.71051033,52.219518
688.983276,55.58139167,52.243735
689.312012,55.51395133,52.42535533
689.640625,55.54102067,52.30348233
689.969238,55.55292133,52.26557167
690.297791,55.40576433,52.30829133
690.626282,55.34675867,52.49128067
690.954834,55.36462767,52.55001333
691.283203,55.48706067,52.59349433
691.611572,55.47879267,52.60671367
691.93988,55.29910533,52.66346733
692.268127,55.330509,52.62051367
692.596375,55.457883,52.52935167
692.9245,55.37348033,52.534809
693.252625,55.323864,52.514379
693.58075,55.41123567,52.434008
693.908813,55.43666467,52.466658
694.236755,55.49166967,52.43343867
694.564697,55.56791167,52.44257633
694.892517,55.67963533,52.43843333
695.220398,55.69103367,52.31332133
695.548157,55.708795,52.13117967
695.875916,55.72825,51.89896767
696.203613,55.80026767,51.795138
696.531311,55.61406467,51.83557767
696.858887,55.51603467,51.750655
697.186401,55.42257833,51.86773167
697.513916,55.401062,51.716689
697.84137,55.41151933,51.815769
698.168762,55.27471667,51.78783433
698.496155,55.243042,51.75089767
698.823486,55.42767467,51.73706933
699.150757,55.53024533,51.73673767
699.477905,55.48191967,51.81799433
699.805054,55.652526,51.86719767
700.132202,55.66246933,51.97940833
