wl,EtBW7.W,EtBW19.W
524.261536,55.74603267,50.70449167
524.611389,55.74483233,50.69074367
524.961182,55.68062067,50.753188
525.311035,55.73694233,50.92865133
525.660767,55.833448,51.12426767
526.010437,55.868828,51.23575233
526.360107,55.858443,51.26232933
526.709717,55.85916633,51.29528567
527.059326,55.885633,51.28341567
527.408875,55.84275833,51.28712967
527.758301,55.860653,51.27719867
528.107849,55.845145,51.29169833
528.457275,55.83202733,51.28752367
528.806641,55.829333,51.274091
529.156006,55.84961433,51.26603067
529.505249,55.82061133,51.28214533
529.854553,55.82626067,51.30623767
530.203735,55.815047,51.277864
530.552917,55.836937,51.30031367
530.902161,55.79982867,51.317197
531.251282,55.824735,51.328828
531.600342,55.849393,51.372837
531.94928,55.80203367,51.38425967
532.29834,55.84976967,51.362864
532.647278,55.75673933,51.23998233
532.996155,55.65247333,51.06483333
533.345093,55.59546033,50.94279233
533.693909,55.56065767,50.89092733
534.042664,55.52089967,50.84009567
534.391418,55.50242367,50.819491
534.740051,55.52754833,50.80972533
535.088806,55.50754533,50.78022667
535.437378,55.511644,50.76589467
535.786011,55.52423733,50.771207
536.134521,55.50280133,50.81813667
536.483093,55.490074,50.829272
536.831543,55.473662,50.80659267
537.179932,55.48311633,50.75964
537.52832,55.479262,50.74630467
537.876648,55.395752,50.69619767
538.224976,55.43568433,50.67554367
538.573242,55.38368733,50.66395333
538.921448,55.328743,50.609586
539.269714,55.373071,50.588899
539.617798,55.26910533,50.53434233
539.965881,55.28712567,50.50550967
540.313965,55.25187833,50.51908133
540.661987,55.24141067,50.50719567
541.01001,55.25304533,50.518129
541.35791,55.25719433,50.495103
541.705872,55.212907,50.50121067
542.053711,55.19584533,50.49001933
542.401489,55.18400567,50.479641
542.749268,55.16405733,50.47919833
543.096985,55.126489,50.42781733
543.444702,55.13819267,50.38036867
543.792358,55.068681,50.33942567
544.140015,55.094321,50.31569933
544.48761,55.09788,50.33422467
544.835144,55.04450367,50.31385167
545.182617,55.070128,50.31921633
545.53009,55.08592967,50.322923
545.877502,55.04454767,50.33041133
546.224854,55.03457167,50.33434667
546.572205,54.99934867,50.365523
546.919495,55.06447067,50.40070233
547.266785,55.020449,50.372893
547.614014,55.054484,50.35413733
547.961182,55.02737933,50.34513467
548.30835,55.038404,50.38256333
548.655396,55.00569533,50.36364267
549.002441,55.01877333,50.35796733
549.349426,55.028005,50.355025
549.696411,55.08878333,50.43120333
550.043396,55.06413767,50.45066833
550.390259,55.07609333,50.49684533
550.737122,55.04865033,50.525903
551.083923,55.11791467,50.60230633
551.430664,55.10340633,50.62263767
551.777344,55.12003833,50.619394
552.124084,55.203669,50.687814
552.470703,55.209849,50.66652267
552.817322,55.08953967,50.64397933
553.16394,55.13935233,50.64343767
553.510437,55.22694933,50.71159767
553.856873,55.23433833,50.685692
554.203308,55.26631767,50.700034
554.549744,55.21475567,50.74530433
554.896057,55.21136833,50.74953367
555.242371,55.29978033,50.80335267
555.588684,55.277008,50.76902133
555.934875,55.40889833,50.79909033
556.281067,55.40770467,50.82025133
556.627258,55.37143333,50.920405
556.973328,55.35070667,50.880891
557.319458,55.391075,50.92835
557.665405,55.39410667,50.91333533
558.011414,55.40602967,50.84440867
558.357361,55.38275533,50.847679
558.703247,55.40951433,50.83908967
559.049133,55.42560033,50.830447
559.39502,55.40137233,50.85882567
559.740784,55.431338,50.85385133
560.086487,55.52447533,50.82752467
560.432129,55.52216467,50.75373967
560.777832,55.52073667,50.71041467
561.123474,55.50049733,50.72245267
561.468994,55.528483,50.80270267
561.814575,55.55144733,50.85900867
562.160034,55.555913,50.89802033
562.505493,55.462105,50.83759033
562.850891,55.462573,50.815477
563.196228,55.34758733,50.81238967
563.541626,55.36731833,50.803973
563.886902,55.38029367,50.778427
564.232178,55.29998533,50.760835
564.577332,55.24991733,50.75059633
564.922485,55.28936533,50.717546
565.267639,55.26060367,50.757627
565.612671,55.30475233,50.733331
565.957703,55.296613,50.77474467
566.302795,55.21514133,50.80092233
566.647705,55.190942,50.76560967
566.992615,55.221882,50.82146567
567.337463,55.197816,50.86627067
567.682251,55.22788767,50.93277367
568.0271,55.14356333,50.87604
568.371826,55.19526433,50.89082967
568.716492,55.12165067,50.81131233
569.061218,55.16950133,50.752659
569.405823,55.16549033,50.691667
569.750366,55.18168267,50.698246
570.09491,55.15770967,50.74316533
570.439392,55.20439767,50.759767
570.783875,55.16771833,50.83674867
571.128235,55.15756733,50.83378067
571.472595,55.20210133,50.83538833
571.817017,55.24360933,50.815833
572.161255,55.17446867,50.87304333
572.505554,55.17922467,50.87103667
572.84967,55.130648,50.91122167
573.193848,55.07632333,50.94724667
573.537964,55.12232833,50.917848
573.882019,55.15505967,50.89472333
574.226074,55.12560633,50.83522667
574.570129,55.08100367,50.83664967
574.914063,55.06630433,50.82944133
575.257996,55.12438867,50.902682
575.601807,55.14597067,50.89596567
575.945618,55.11988333,50.90596033
576.289429,55.08143367,50.91865167
576.633118,54.981307,50.95200767
576.976807,54.94057067,51.00001267
577.320496,54.97809467,50.937505
577.664124,55.00222667,50.97965133
578.00769,54.98623933,50.94760733
578.351196,55.011893,50.90340967
578.694702,54.89760833,50.96483333
579.038147,54.886397,50.960158
579.381531,54.945985,50.903758
579.724854,55.00795,50.89712667
580.068237,55.08518733,50.80517067
580.411499,55.10339333,50.751198
580.754761,55.07250633,50.73874767
581.0979,55.04179,50.79667767
581.44104,55.07469433,50.79633233
581.78418,55.14372367,50.75249867
582.127197,55.139534,50.74292633
582.470215,55.157252,50.666285
582.813232,55.067539,50.63750833
583.156189,55.166003,50.62025833
583.499084,55.12023533,50.59484233
583.841919,55.29194633,50.62144233
584.184753,55.37525433,50.63702267
584.527466,55.293663,50.69848267
584.870178,55.25837967,50.62902067
585.212891,55.28674933,50.641379
585.555542,55.27336133,50.685441
585.898132,55.40543367,50.616924
586.240662,55.36776967,50.59481667
586.583252,55.34871833,50.68663033
586.925659,55.30571733,50.701392
587.268066,55.218675,50.71717167
587.610474,55.16696167,50.692131
587.95282,55.20255533,50.627843
588.295166,55.13931267,50.51681133
588.63739,55.123057,50.54530067
588.979614,55.11274733,50.64860267
589.321777,55.11847667,50.61971167
589.663879,55.09766767,50.605634
590.005981,55.147615,50.63542433
590.348022,55.11755367,50.701898
590.690002,55.14367533,50.742289
591.031982,55.08309967,50.659604
591.373962,55.02527367,50.578532
591.71582,55.087598,50.53984733
592.057556,55.08245833,50.61715067
592.399414,55.087673,50.56375133
592.74115,55.04738733,50.554203
593.082825,55.065684,50.62261833
593.4245,55.10809667,50.63521033
593.766113,55.14244333,50.555309
594.107666,55.09761433,50.60918133
594.449219,55.14141333,50.59199033
594.79071,55.11830267,50.61262267
595.132141,55.07382067,50.67627067
595.473511,55.14304333,50.67383567
595.81488,55.12494033,50.71697733
596.15625,55.105255,50.65289067
596.497498,55.02493267,50.71263267
596.838745,54.95049033,50.79851533
597.179932,54.999901,50.82368833
597.521057,55.00961167,50.85338067
597.862122,55.11423367,50.83982433
598.203125,55.16502667,50.87716067
598.544189,55.16852067,50.955756
598.885193,55.15062333,50.93529367
599.226135,55.17887767,50.87071
599.567017,55.19002767,50.870782
599.907776,55.22255333,50.851795
600.248657,55.166649,50.77240767
600.589355,55.175036,50.788302
600.930054,55.144104,50.80983367
601.270752,55.123042,50.72835533
601.611389,55.060941,50.82914333
601.951965,55.111654,50.783863
602.29248,55.07984033,50.79694967
602.632996,55.04398367,50.84111667
602.97345,55.067205,50.835017
603.313843,55.02923333,50.87811267
603.654175,55.100384,50.811174
