wl,W1,W2,W3,W4,W9,W10,W11,W12,W14,W16,W17,W18,W19,W20,W20.1,W21,W22,W23,W24,W25,W26,W27
307.449677,26.47662867,11.14640067,22.71712933,18.84455333,14.33714567,22.94588733,19.28014933,17.185428,9.561595,15.86850467,16.664521,11.899026,21.08963633,18.61928667,22.960255,14.485312,23.46741667,13.917599,18.23120833,22.51368433,11.587654,10.25816833
307.820313,26.46840267,11.20564767,22.733664,18.74368,14.29759933,22.910563,19.231424,17.188756,9.518721667,15.89103967,16.753752,11.92909867,21.066669,18.60196667,22.94785633,14.50340367,23.45410567,13.94820833,18.27595433,22.48887467,11.616002,10.26938233
308.190857,26.55785867,11.30283333,22.84211667,18.73662333,14.22394333,22.88649133,19.25480333,17.15609567,9.493952333,15.84599767,16.80944133,11.91559467,21.09312233,18.61706733,22.939359,14.542283,23.49288233,14.02167967,18.287761,22.51127667,11.656191,10.24959767
308.561401,26.59070733,11.26690833,22.900383,18.67211867,14.18197733,22.87116933,19.20504467,17.187994,9.461718667,15.81625967,16.88365267,11.98666767,21.07356367,18.61175967,22.959395,14.46514167,23.41130333,14.108748,18.206138,22.58450633,11.59219167,10.34056233
308.931915,26.60100167,11.357668,22.983221,18.71394833,14.22544833,22.85272533,19.26364267,17.24299233,9.530478333,15.841936,16.794896,12.059019,21.12382933,18.60728233,22.918603,14.48056033,23.36927833,14.08190633,18.11812733,22.61848533,11.53475833,10.36731967
309.302399,26.55558333,11.41063533,23.043472,18.704366,14.177548,22.83397733,19.21674233,17.303621,9.496417,15.88661267,16.80394367,12.13500333,21.13739467,18.674952,22.96886767,14.488476,23.447471,14.155652,18.155082,22.58395467,11.49299733,10.415463
309.672821,26.65218467,11.41385033,23.12243233,18.76967367,14.14377533,22.87480467,19.22690533,17.28534433,9.483517667,15.93677733,16.75564833,12.14790667,21.18792333,18.73750667,22.99009433,14.51962367,23.50570867,14.25737833,18.174746,22.63077633,11.549246,10.47650967
310.043243,26.745552,11.42022867,23.158875,18.769987,14.12215233,22.872084,19.187742,17.32010033,9.442913,15.88113067,16.800365,12.19494133,21.255489,18.70515733,23.00715533,14.540431,23.540608,14.330234,18.15205633,22.683332,11.618111,10.49312333
310.413635,26.82085867,11.28824667,23.27523267,18.701904,14.130498,22.87217133,19.18076133,17.22393533,9.391182667,15.90348133,16.81892133,12.12115833,21.28773767,18.66273933,23.03603933,14.56290033,23.546739,14.29522433,18.15117467,22.73965967,11.70957133,10.440573
310.784027,26.81416133,11.29643067,23.380186,18.60955533,14.13371067,22.82428833,19.263209,17.19063267,9.308033,15.89992867,16.79916933,12.08390733,21.22214833,18.736264,23.11693733,14.63442733,23.47650333,14.25056,18.14128567,22.759691,11.717682,10.40591233
311.154327,26.828731,11.26578267,23.42872167,18.52369267,14.08137733,22.80921233,19.29328667,17.20315067,9.278121667,15.89367833,16.75476067,12.10506567,21.16978767,18.766448,23.18305533,14.630959,23.53722,14.247357,18.09641733,22.70008033,11.745405,10.420863
311.524628,26.74335733,11.21030533,23.394555,18.46841567,14.088519,22.790394,19.205165,17.12009833,9.320207333,15.79569133,16.79513633,12.19452933,21.18034233,18.782143,23.24861267,14.65652867,23.58033867,14.27521767,18.10103633,22.66216333,11.79711667,10.37170033
311.894928,26.68733667,11.20423133,23.33127033,18.39168233,14.010293,22.71284,19.201784,17.17624933,9.267461667,15.76047667,16.782288,12.27621967,21.21382567,18.73595867,23.218366,14.69620367,23.58669167,14.25825833,18.04535533,22.74467167,11.79003433,10.37005567
312.265167,26.757686,11.195288,23.377926,18.368049,13.99917,22.77483467,19.21939867,17.187565,9.246541,15.71811233,16.82237633,12.31479833,21.31785267,18.74301867,23.308302,14.68568467,23.57622933,14.29764233,18.04138833,22.78685933,11.79620733,10.40304467
312.635345,26.79185567,11.175618,23.41876633,18.39469,13.989589,22.79007033,19.27448833,17.13713233,9.223140667,15.722904,16.85353567,12.33159533,21.30117133,18.74192633,23.39211633,14.70814267,23.675495,14.32530833,18.08197367,22.83069,11.78846033,10.392711
313.005524,26.72288067,11.20295633,23.50510367,18.46618767,14.03391867,22.876891,19.360789,17.01709767,9.234563667,15.804972,16.82594867,12.35965267,21.28833767,18.738561,23.360044,14.72679133,23.61445867,14.253456,18.13441933,22.909209,11.80655667,10.41388333
313.375671,26.794868,11.17343267,23.53841333,18.48083733,13.955207,22.958253,19.379527,17.069838,9.190036667,15.74395267,16.852938,12.28678467,21.36060667,18.742016,23.43850467,14.74806133,23.57657367,14.22950867,18.189145,22.880142,11.788058,10.41098867
313.745819,26.81870367,11.17468567,23.63118,18.50905833,13.89068733,23.08396833,19.44095833,17.09804867,9.206863667,15.75646533,16.89738867,12.31248733,21.326887,18.808887,23.47273633,14.735187,23.59240567,14.28285867,18.219213,22.95785767,11.79298033,10.39483733
314.115906,26.92781333,11.21505433,23.684197,18.56675267,13.88015967,23.07109267,19.540843,17.13357967,9.272811,15.76533167,16.944813,12.298452,21.37380567,18.830161,23.57911033,14.806224,23.70134533,14.290957,18.110037,22.995694,11.839228,10.35723767
314.485962,26.97139367,11.198295,23.62728967,18.55835533,13.910881,23.13002467,19.552217,17.147677,9.265795667,15.737806,16.980243,12.23456367,21.337096,18.93944867,23.478467,14.80374267,23.65619467,14.30652333,18.11883467,23.11319567,11.81818167,10.27756733
314.855988,27.01278933,11.12123067,23.70925333,18.50452933,13.89222667,23.09075033,19.622564,17.147466,9.221452667,15.70888633,16.99738067,12.22198433,21.26862333,19.05368667,23.43000633,14.78313133,23.649581,14.267822,18.21193267,23.202391,11.79867867,10.26314867
315.225983,27.09592467,11.06165767,23.702378,18.56257733,13.851558,23.185166,19.68085833,17.236241,9.227549,15.65151667,17.00337833,12.30234567,21.23445233,19.03937833,23.52710667,14.79812167,23.73256867,14.35738233,18.22440867,23.153676,11.861103,10.29275367
315.595947,27.10033033,11.06798933,23.72057467,18.69104767,13.87230067,23.19149067,19.69013033,17.22791967,9.243066333,15.598822,16.99032833,12.345088,21.23417867,19.12462967,23.58363033,14.82427133,23.77531,14.367862,18.31651033,23.206614,11.90280033,10.32861
315.965912,27.043221,11.085909,23.77616767,18.684173,13.835423,23.23121667,19.67965033,17.233927,9.216690333,15.54551133,17.01637267,12.36053433,21.236675,19.07358633,23.58954,14.81546867,23.75838733,14.36152367,18.276329,23.17599833,11.90615033,10.42200233
316.335815,27.06880767,11.16735367,23.850263,18.598763,13.85634233,23.23213033,19.67940467,17.20592867,9.150184333,15.54571567,17.13094867,12.32205233,21.18022167,19.12756,23.529254,14.982062,23.78411533,14.32057033,18.370268,23.17059533,12.02691267,10.42669733
316.705688,27.166729,11.203847,23.89724133,18.58256733,13.83829133,23.272239,19.592302,17.163665,9.146380667,15.563954,17.15442933,12.3525,21.10071167,19.16276733,23.589478,14.98187633,23.82276,14.29934667,18.39493833,23.236264,12.13489333,10.44841567
317.075562,27.18072267,11.15519167,23.92336033,18.64620367,13.82704267,23.330416,19.615059,17.16718367,9.133412333,15.51462433,17.166824,12.348716,21.062326,19.17335633,23.540195,14.98261267,23.80367233,14.32965267,18.33564933,23.19359833,12.217612,10.466479
317.445374,27.180968,11.101538,23.88024033,18.53646167,13.76144,23.336342,19.68379067,17.16888067,9.131899,15.47572267,17.175569,12.35680067,20.98336533,19.18138833,23.525753,15.07406067,23.767167,14.22362367,18.417387,23.14446833,12.15974733,10.450178
317.815216,27.124346,11.16898733,23.876686,18.510121,13.72641933,23.32181367,19.73991067,17.16545867,9.202475,15.48573067,17.20183533,12.36477867,20.92270133,19.32680867,23.54700667,15.117642,23.71933733,14.147229,18.39280833,23.04700967,12.20595767,10.45065833
318.184967,27.14183667,11.187343,23.91313767,18.60352533,13.769179,23.288344,19.76922767,17.172819,9.145037,15.50882967,17.233073,12.45058067,20.84348767,19.472842,23.56753167,15.152541,23.624857,14.15704567,18.404016,23.05114267,12.19581667,10.51962967
318.554688,27.09363033,11.27084867,23.920508,18.71941567,13.79605567,23.336221,19.692434,17.22823367,9.192875,15.501613,17.23555033,12.43584667,20.841944,19.38426833,23.55209433,15.14437833,23.64581633,14.16765067,18.42697733,23.03023433,12.28048367,10.66122
318.924377,27.13027067,11.39201867,23.955456,18.75489067,13.74477867,23.333058,19.673159,17.22251267,9.203855333,15.58583833,17.250804,12.47980667,20.89577533,19.37792533,23.53093733,15.20786867,23.52578133,14.070152,18.46115533,23.01084233,12.329596,10.698906
319.294037,27.210644,11.486279,23.952473,18.82861,13.782441,23.32832367,19.75100233,17.24387167,9.129189,15.691297,17.242524,12.43632867,20.95312667,19.37190367,23.519937,15.23613833,23.415601,14.049135,18.46746933,22.97914667,12.29750833,10.81424867
319.663696,27.356193,11.53496333,23.957033,18.850519,13.87379267,23.26846433,19.69465467,17.251285,9.128159,15.813394,17.33456133,12.39512267,20.92609833,19.34109233,23.51050867,15.24180233,23.40932533,14.03508667,18.60565467,22.982254,12.288232,10.88407933
320.033295,27.38838767,11.508477,23.97964733,18.840426,13.84376033,23.15714233,19.77260833,17.18483833,9.090711667,15.90901067,17.33430267,12.43873933,20.82270233,19.27982467,23.418168,15.28792567,23.29999367,14.02189233,18.60814433,22.97955333,12.25707067,10.83784367
