wl,Y1,Y2,Y3,Y4,Y5,Y6,Y9,Y10,Y11,Y12,Y13,Y14,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27
317.075562,19.81452333,9.516369,13.85814167,12.35218667,10.923479,13.347407,12.61659233,10.27101133,12.09786467,11.94321567,18.55372933,11.04963433,17.12933733,18.60401933,21.81772233,15.83371367,14.26597467,12.04225133,16.183015,9.910671,14.588875,18.699133,14.18745767
317.445374,19.90917333,9.613665333,13.86239733,12.298664,10.896108,13.355968,12.489091,10.269212,11.971814,11.914629,18.510197,11.03626567,17.06226133,18.64421833,21.83709367,15.80686833,14.34981267,12.04307767,16.207158,10.00242433,14.53487067,18.64605,14.200567
317.815216,19.82177667,9.614184667,13.831212,12.299827,10.88888233,13.32152233,12.38267133,10.375826,12.026613,11.91342833,18.51747,11.05314267,17.00325367,18.74322567,21.75413767,15.81603133,14.31332367,12.02856233,16.140772,10.10496,14.59144633,18.68157133,14.14980233
318.184967,19.853857,9.636086333,13.937306,12.40979967,10.86396433,13.280027,12.49318833,10.45671667,11.94187833,11.93419767,18.56015133,10.972038,16.89863367,18.62251033,21.74190333,15.79095233,14.29639,12.035796,16.133868,10.047889,14.58971833,18.65429133,14.10368233
318.554688,19.851808,9.714857333,13.950573,12.42634367,10.89320833,13.26949,12.424598,10.40199933,11.93632967,11.970601,18.55753267,10.95978533,16.97998167,18.65858433,21.681888,15.84262367,14.398753,12.022221,16.10828567,10.068821,14.65775167,18.59362867,14.12426967
318.924377,19.91688433,9.722251333,13.88197267,12.41995533,10.88842867,13.235126,12.37437133,10.36449567,11.86911467,12.00174567,18.516498,10.935304,16.95756367,18.80934333,21.70624067,15.95154633,14.459407,12.07085333,16.16739633,10.162009,14.69943433,18.63602967,14.05505933
319.294037,19.95323867,9.819723333,13.912139,12.39586167,10.78639367,13.21377133,12.436686,10.378278,11.91656733,12.05471667,18.574765,10.921806,16.94773333,18.82681867,21.811067,15.95583233,14.524728,12.05082633,16.14835467,10.201506,14.742822,18.52560367,13.94954267
319.663696,20.02516133,9.935621,13.985787,12.419491,10.82362833,13.15178667,12.433891,10.368971,11.96120933,12.01937767,18.50978767,10.93672167,16.981679,18.745843,21.78775,15.98128333,14.58506633,12.07638333,16.22454667,10.143228,14.79257033,18.472253,13.901742
320.033295,19.98893233,9.973226,14.02081867,12.36752833,10.775243,13.04043967,12.44317933,10.31866867,11.888432,12.002558,18.52997133,10.922457,17.03181067,18.84644567,21.64425467,16.06835367,14.56905533,11.96305567,16.11208367,10.049253,14.64799367,18.40393633,13.801643
320.402924,19.941813,9.953973,14.00695133,12.342449,10.85384633,12.93049467,12.49404567,10.33105067,11.87956033,11.99647967,18.46778067,11.02085867,17.07396567,18.885193,21.612903,15.950307,14.553572,11.95572267,16.084904,9.939317333,14.599741,18.315661,13.80867367
320.772461,19.91265867,10.01175533,13.980085,12.42558333,10.871021,12.92469,12.431431,10.31770667,11.89556033,11.96225367,18.50121567,11.10580567,17.11106967,18.89622433,21.64413567,15.974346,14.511225,11.968845,16.192457,9.793059667,14.603451,18.21852667,13.73164467
321.141968,19.90367633,9.992879,14.006021,12.50106,10.88322433,12.82730567,12.32051667,10.20173267,11.89390933,11.976487,18.48722567,11.15141733,17.08730467,18.898901,21.489034,15.95807333,14.47586333,12.03664433,16.17630067,9.756906333,14.57968533,18.22130133,13.71155733
321.511475,19.84649733,10.015157,13.97981133,12.607339,10.877417,12.70059867,12.298995,10.05141167,11.79707367,11.96131233,18.45019767,11.13661133,17.18378867,18.84119733,21.53435033,15.981822,14.43779,12.082992,16.096977,9.652407333,14.577428,18.15855767,13.68771867
321.88092,19.89943767,9.974213333,13.98092467,12.595911,10.89125667,12.60439467,12.361967,9.92966,11.82255533,11.95012933,18.506888,11.156459,17.21546133,18.82794333,21.55076833,15.91911,14.42246033,12.060903,16.008219,9.682936,14.554336,18.1451,13.70692267
322.250366,19.85422967,9.969099,13.92387567,12.638614,10.82782367,12.66631667,12.23139667,9.823154667,11.807517,11.91204933,18.450153,11.26611067,17.177102,18.883172,21.44637033,15.917107,14.37132633,12.064205,16.03947367,9.631712667,14.56605967,18.08813933,13.72270067
