wl,W2.2.W.P,W4.2.W.P,W10.2.W.P,W12.2.W.P,W16.2.W.P,W18.2.W.P,W26.2.W.P
327.050262,106.9968977,86.872215,13.97099733,69.293676,61.41275567,52.36759933,23.64894333
327.41925,106.5869853,86.52401733,14.011457,69.07942733,61.59086233,52.235091,23.70343833
327.788239,106.5016863,86.25497667,14.065622,69.053525,61.34471033,52.08905933,23.881459
328.157166,106.4766287,85.97384633,14.04181267,68.99808,61.14022067,51.956109,24.003104
328.526123,106.1198553,85.831538,14.277784,69.10536733,61.03967767,51.829774,24.220593
328.894989,106.081314,85.458417,14.32262467,69.27353167,60.950236,51.78649,24.430322
329.263885,105.9585493,85.48434733,14.47262267,69.26820867,60.75239567,51.55135233,24.61961033
329.63269,105.4422,85.46626533,14.68980967,69.277036,60.640269,51.46691133,24.66324133
330.001495,105.317332,85.32555367,14.673775,69.13580567,60.46025867,51.307078,24.927749
330.37027,104.9547553,85.28124,14.690384,69.03395833,60.31656633,51.075386,24.971259
330.738983,104.8063047,85.17028533,14.80843867,68.944509,60.26995967,51.00017667,24.988714
331.107697,104.6049727,84.903603,14.767232,68.75134267,60.24573533,50.96750867,25.12434
331.476379,104.333951,84.78329467,14.83598667,68.587639,60.22042067,50.87775033,25.254866
331.845032,103.966171,84.52685033,14.74939333,68.34431233,60.038832,50.67205433,25.45450533
332.213654,103.7380957,84.469261,14.74846433,68.070325,59.99022533,50.515452,25.662485
332.582245,103.1847407,84.356295,14.80973433,68.08749133,59.88114933,50.27629467,25.743622
332.950806,103.00724,84.23279833,14.86823,67.91817233,59.86520167,50.222641,25.82959433
333.319305,102.8167267,84.20344533,14.86969867,67.59600067,59.84504467,50.07509733,25.92184833
333.687775,102.5237427,84.08903233,14.83787133,67.395144,59.776764,49.935561,25.91606533
334.056244,102.2419967,84.148862,14.813014,67.21761567,59.87989933,49.82590333,25.99209467
334.424683,101.9148353,83.85025533,14.83737733,67.03639233,59.72521967,49.749078,25.98155167
334.793091,101.3813197,83.81179833,14.88183233,66.88242067,59.74833433,49.540422,26.046633
335.161499,101.171791,83.72755933,14.92941567,66.82181833,59.41665167,49.485372,26.04472133
335.529785,100.846115,83.727829,14.93904133,66.555542,59.39178233,49.383297,26.118787
335.898132,100.49041,83.72257733,14.95189267,66.33630867,59.26387033,49.26805233,26.11129
336.266388,100.352918,83.53349033,14.878429,66.006205,59.170025,49.228869,26.09039767
336.634613,100.078415,83.48548867,14.91478933,65.898857,59.063988,49.126503,26.131516
337.002838,99.691312,83.27300767,14.933108,65.77208967,59.02205933,49.06425633,26.09105633
337.371033,99.55622867,83.02554567,14.81090733,65.66510667,58.85767767,48.971241,26.21290633
337.739197,99.07130467,82.928098,14.78621267,65.507965,58.91031,48.87896967,26.08080533
338.10733,98.99483733,82.696874,14.85212833,65.37818033,58.903052,48.925134,26.145253
338.475433,98.88049067,82.48505167,14.86188833,65.274728,58.88240033,48.94319933,26.145331
338.843475,98.654691,82.37202167,14.928993,65.26180767,58.68108633,48.90745033,26.103639
339.211517,98.34704067,82.10897867,14.941667,65.239806,58.617859,48.781241,26.03458433
339.579498,98.298419,82.06134567,15.078449,65.01767767,58.68271767,48.75324867,25.956006
339.947449,98.17509733,81.86558267,15.14605767,64.963664,58.57016367,48.58510733,25.81539267
340.31543,98.03355433,81.73608133,15.02303233,64.73103467,58.45054633,48.617256,25.68777867
340.683289,97.75490567,81.5246,14.97449667,64.70192567,58.26543933,48.537497,25.75400667
341.051208,97.30975833,81.30992133,14.989604,64.61154433,58.19791033,48.461146,25.691468
341.419067,97.036705,81.156695,15.08053833,64.75474433,58.20654533,48.45435333,25.71061733
341.786865,96.72506233,81.00549067,15.051012,64.71453233,58.05238467,48.316101,25.58751667
342.154663,96.603134,80.91059333,15.07538933,64.617434,57.963295,48.24768567,25.72103167
342.522369,96.42201233,80.72533167,15.088173,64.69672367,57.92290967,48.23105133,25.722623
342.890076,96.120875,80.67195133,15.06111667,64.585435,57.98895533,47.994985,25.69791367
343.257813,95.80833933,80.58620433,14.94161833,64.560528,57.95651267,47.84409067,25.66996567
343.625458,95.51848367,80.40108967,14.95386867,64.416584,57.89491133,47.76701367,25.602223
343.993134,95.23788933,80.390569,14.96586567,64.437285,57.908825,47.69601067,25.57505833
344.360718,94.84926867,80.32560233,14.975038,64.32915,57.86764533,47.60472733,25.48144267
344.728271,94.59772767,80.26478333,14.92456333,64.171828,57.80095933,47.524919,25.47256233
345.095795,94.38595833,80.164093,14.92006133,64.024587,57.76879233,47.479632,25.38107867
345.463287,94.21993767,80.009552,14.98648567,63.856092,57.727285,47.452816,25.43465833
345.83075,93.85560367,80.05105367,14.907171,63.71634567,57.71738033,47.43163167,25.40225733
346.198212,93.57139333,79.892769,14.83451267,63.68475467,57.639797,47.31949233,25.45007233
346.565613,93.31907667,79.86516067,14.83578367,63.633297,57.612891,47.18920267,25.36405933
346.933014,93.17059067,79.87134533,14.85994867,63.50698233,57.59069033,47.10720833,25.28788933
347.300354,92.802002,79.75429267,14.75827833,63.526572,57.51587433,47.01510733,25.269165
347.667694,92.456581,79.761477,14.74669033,63.46682867,57.525425,46.96018067,25.33903
348.034973,92.24128967,79.74322033,14.794528,63.32896067,57.586918,46.866488,25.31364567
348.402222,91.987203,79.822581,14.707171,63.25355767,57.61969133,46.654283,25.23207733
348.769409,91.80924,79.79607433,14.697951,63.288087,57.595314,46.50244667,25.24206033
349.136627,91.62572967,79.86524967,14.59611567,63.07309467,57.428065,46.37286367,25.20930267
349.503784,91.47319067,79.72374467,14.58601533,62.94766733,57.477113,46.45147067,25.276088
349.870911,91.14608767,79.82514933,14.496276,62.76942933,57.565127,46.46097467,25.157402
350.238007,91.00593567,79.824702,14.50775933,62.57491833,57.44121433,46.45489,25.132832
350.605072,90.88483933,79.768748,14.48996833,62.44055933,57.48858767,46.495514,25.19631
350.972107,90.73076867,79.51758567,14.63633233,62.29338067,57.554067,46.47724533,25.09870833
351.339111,90.481461,79.531156,14.65762833,62.36652033,57.46893967,46.36578633,25.09046133
351.706085,90.31242633,79.44950067,14.70087233,62.27130367,57.25371667,46.23951233,25.07073833
352.073029,90.20248133,79.443624,14.71865033,62.08767933,57.213434,46.269928,25.079186
352.439972,90.05644767,79.35127,14.76608633,62.111543,57.078078,46.27587367,25.07991867
352.806824,89.97254933,79.255211,14.81383433,62.076359,57.048658,46.163063,25.10123067
353.173676,89.81366967,79.29121133,14.74753467,62.04747033,56.87279133,45.95065667,25.00697767
353.540466,89.712878,79.16403967,14.85942467,61.955883,56.67112867,45.81157433,24.95800167
353.907257,89.62893133,79.077001,14.89173667,61.86768833,56.555031,45.646568,24.85915167
354.273987,89.379135,78.92452233,14.856085,61.80811333,56.576584,45.60912567,24.94991667
354.640747,89.208687,78.890368,14.82952867,61.61446767,56.45188633,45.483153,24.933456
355.007446,89.075928,78.865181,14.909751,61.390502,56.44041167,45.407935,24.84327633
355.374115,88.855593,78.75654367,14.83506233,61.31865933,56.257895,45.35326267,24.85355167
355.740723,88.896075,78.70047267,14.90285167,61.28732267,56.14018767,45.31549967,24.945724
356.1073,88.73959333,78.60833767,14.94224867,61.18172333,56.12921667,45.362283,24.94633567
356.473846,88.54230967,78.45134,14.96051667,61.038264,56.106003,45.33615733,24.920583
356.840393,88.393453,78.25335433,15.01467867,60.933852,55.99285233,45.299843,24.885702
357.206879,88.30035133,78.166181,15.05325867,60.84549333,55.90592333,45.15539167,24.92635533
357.573364,88.195732,77.87441533,15.10031767,60.776774,55.78956233,45.038527,24.94965033
357.939789,87.90980267,77.606397,15.15316567,60.53911333,55.68314867,44.920283,25.023201
358.306213,87.628553,77.36823767,15.148615,60.44675833,55.57594433,44.81146367,25.02691733
358.672577,87.35154233,77.16261033,15.10506033,60.40146633,55.34059267,44.64850867,25.17416
359.03891,87.21977733,76.95370233,15.09663767,60.250243,55.40916167,44.524362,25.23485833
359.405212,87.12905367,76.92376233,15.117053,60.29431033,55.51631067,44.46711467,25.29058433
359.771484,86.93698367,76.75990333,15.15042267,60.27038433,55.50615067,44.45065033,25.35885933
360.137695,86.77656533,76.67321567,15.113092,60.161706,55.519319,44.34122733,25.422329
360.503937,86.48857867,76.58668233,15.143647,60.00803867,55.48101033,44.30425667,25.50064533
360.870148,86.41078933,76.42881533,15.24612167,59.842028,55.41885,44.372926,25.58948567
361.236298,86.305748,76.303833,15.25249433,59.732506,55.44612,44.30331433,25.65465567
361.602417,86.03219833,76.22190867,15.29696167,59.61099,55.429619,44.35851933,25.79392933
361.968475,85.91310867,76.25337733,15.324551,59.50741333,55.267802,44.26768367,25.85449267
362.334503,85.78839133,76.08237433,15.39266333,59.48728033,55.28789633,44.27948267,25.971599
362.700562,85.6088,76.04794067,15.45633467,59.52347967,55.20787433,44.26329967,26.088073
363.066528,85.64270533,75.887876,15.60997567,59.44569767,55.224046,44.19783667,26.169356
363.432526,85.41074133,75.79478467,15.63409967,59.405116,55.19498833,44.18700033,26.263137
363.798431,85.278852,75.641477,15.691411,59.30107733,55.05826167,44.14219933,26.352771
364.164337,85.20721167,75.601209,15.69444633,59.22787833,54.94764867,44.10749167,26.45421867
364.530182,84.96118933,75.57052633,15.80976867,59.194157,54.98405067,44.051314,26.645362
364.895996,84.706505,75.52699767,15.937211,59.15457533,54.94055567,44.10072067,26.81962533
365.26181,84.52546667,75.56412767,16.00554667,59.14401633,54.89409533,44.159135,26.98590967
365.627563,84.365143,75.63333367,16.11408867,59.18866867,54.985063,44.12345867,27.09395567
365.993286,84.291916,75.705615,16.219791,59.143074,54.912909,44.21159233,27.230144
366.359009,84.18912233,75.84157033,16.359298,59.065142,55.06076933,44.332353,27.28304267
366.72467,84.06930267,75.945872,16.57577367,59.12794867,54.98897567,44.36506033,27.52897467
367.090302,83.92649067,75.84735867,16.61036467,58.98861567,54.77068467,44.38729867,27.647732
367.455902,83.94522333,75.91431433,16.757957,58.852178,54.665998,44.34364833,27.82218633
367.821503,83.878159,75.93060567,16.97117367,58.835809,54.672545,44.32069133,27.95884233
368.187012,83.88026667,75.98682667,17.099257,58.780558,54.651672,44.31795267,28.06612567
368.552521,83.72773233,76.11317433,17.13183667,58.83445367,54.736594,44.24395333,28.27776333
368.917999,83.561391,76.266317,17.23999267,58.80280467,54.64088933,44.26761133,28.50947333
369.283447,83.59453067,76.41826133,17.303395,58.82958967,54.55679067,44.23894233,28.636893
369.648865,83.51694767,76.44583133,17.48507,58.821294,54.64801933,44.21096933,28.870613
370.014282,83.531807,76.47326667,17.598625,58.75414433,54.47601433,44.11727167,29.00423867
370.379608,83.46322633,76.53533167,17.666102,58.897752,54.426094,43.99002733,29.17994933
370.744904,83.41276267,76.69022367,17.65621333,58.930387,54.40202433,44.07424567,29.315289
371.110168,83.32894667,76.666598,17.82022167,58.88207133,54.32579667,44.05353567,29.40203133
371.475403,83.348338,76.78006,17.97968233,58.91793467,54.374307,44.035718,29.53378667
371.840637,83.30145533,76.90585567,18.16099433,59.05785633,54.316742,43.98128767,29.71198833
372.205841,83.35451,76.99988067,18.26706567,58.965993,54.28726333,43.89372867,29.82352833
372.570984,83.35406233,76.995623,18.30713667,58.903862,54.24749233,43.74891933,29.86256333
372.936127,83.42807,76.98830667,18.47141633,58.83405933,54.21217233,43.60389867,29.92338433
373.301208,83.39904533,76.95369433,18.53867933,58.718305,54.10393267,43.64564133,30.017762
373.66626,83.22908267,76.987371,18.752659,58.62566267,54.151061,43.44624933,30.224729
374.03125,82.997274,76.94121067,18.92354133,58.51956067,54.011303,43.34706767,30.30908633
374.39624,82.91903967,76.90260833,18.99388067,58.317618,53.93055833,43.5006,30.41666633
374.7612,82.66262833,76.79705333,19.16199367,58.14878367,53.91053533,43.42715333,30.596557
375.12616,82.587369,76.635755,19.21134333,58.22149533,53.85766733,43.31830867,30.765728
375.491028,82.502617,76.55090567,19.33872933,58.14438367,53.70694333,43.29269567,30.918122
375.855927,82.36744467,76.44528467,19.45224633,58.14903533,53.64306,43.29747133,31.07276733
376.220734,82.435936,76.29317233,19.63909667,58.10432167,53.545226,43.23485933,31.14100233
376.585541,82.42035433,76.16183733,19.76463533,58.06333667,53.60177367,43.06478733,31.21306233
376.950287,82.247828,76.026156,19.92053533,58.04232267,53.528886,43.025659,31.33072333
377.315002,82.177096,75.77371733,19.92983967,58.02349233,53.37679567,43.05589033,31.392281
377.679688,82.15078733,75.68576067,20.010971,58.050021,53.46135067,43.073832,31.571091
378.044373,82.15946433,75.46216333,20.16842967,57.78524267,53.369086,43.16123833,31.68445333
378.408997,82.05758933,75.25123067,20.35028333,57.56592433,53.31028733,43.12051633,31.86454533
378.773621,81.94971467,75.12473033,20.481376,57.52601767,53.44230267,43.048014,32.08333967
379.138184,81.79074333,75.02491767,20.59743033,57.48461,53.37857167,42.954095,32.299677
379.502716,81.735738,74.77869167,20.70964767,57.25782267,53.38873933,42.987447,32.42086733
379.867188,81.61675767,74.58604167,20.83872733,57.176295,53.29698167,43.04533633,32.53943933
380.231659,81.51787567,74.49197633,20.963866,57.06073,53.171673,43.017297,32.789196
380.5961,81.31063333,74.33183067,21.09325167,57.071139,53.18231833,42.99781033,33.01548933
380.96051,81.2677,74.24525433,21.227206,57.08665333,53.08307267,42.85647967,33.21404067
381.324921,81.31216167,74.10487133,21.32023433,57.044983,53.01177333,42.88449733,33.42178267
381.68924,81.43439,74.07532467,21.39798467,57.06167867,52.94082867,42.80957267,33.65490867
382.053528,81.32629633,73.90406767,21.60506067,57.04427833,52.90751033,42.652593,33.75512
382.417816,81.29621633,73.837448,21.72573333,56.93784967,52.874035,42.690763,33.92592733
382.782013,81.106514,73.833107,21.86699533,56.84301867,52.91472367,42.688178,34.06011267
383.14621,80.92517067,73.77880333,21.95480733,56.770223,52.89927167,42.697408,34.21314233
383.510406,80.85528033,73.69220467,22.08711133,56.79562767,52.86488733,42.68813433,34.32979167
383.874542,80.654376,73.67038733,22.14836833,56.69482933,52.81514,42.671525,34.51687433
384.238678,80.545865,73.64107533,22.291641,56.65014767,52.68281433,42.78536233,34.65243833
384.602753,80.43824533,73.51788567,22.379485,56.52042,52.72678267,42.729945,34.79519067
384.966766,80.35231767,73.577573,22.582721,56.47604633,52.804732,42.74823,34.97142933
385.33078,80.12884267,73.69080867,22.72012767,56.463379,52.72119733,42.68231967,35.05316433
385.694763,80.10544333,73.74426033,22.894984,56.52875533,52.71315,42.672133,35.26273033
386.058685,80.11203267,73.86001333,23.02017067,56.64034433,52.60134533,42.57165267,35.38800533
386.422607,80.039622,74.01789633,23.11899733,56.695053,52.453879,42.52233233,35.45648
386.786499,79.88610333,73.99353033,23.31095633,56.65925867,52.49023933,42.49514367,35.557579
387.15036,79.73082233,74.05756633,23.55470733,56.59421167,52.46873867,42.38156867,35.757145
387.51413,79.564308,74.15923833,23.67960333,56.60729467,52.493614,42.35735467,35.90623467
387.87793,79.40157333,73.97873167,23.94863267,56.58061067,52.52665833,42.33996467,35.92538
388.241669,79.27870667,73.96997067,24.15489133,56.472317,52.539843,42.33798467,36.02426767
388.605377,79.16904433,73.927971,24.36587067,56.365959,52.543214,42.361622,36.22943867
388.969025,78.99763,73.893491,24.57803733,56.32683667,52.459446,42.298046,36.399462
389.332703,78.931348,73.84150167,24.765992,56.21104433,52.53153733,42.311401,36.63226
389.69632,78.826772,73.959755,24.956592,56.230404,52.46154167,42.29882933,36.83854033
390.059875,78.81964367,74.035576,25.15598967,56.17683667,52.46302,42.201716,37.05127833
390.423431,78.640236,74.07742833,25.348336,56.22070833,52.44967533,42.137894,37.20397767
390.786957,78.54479,74.175677,25.568519,56.171973,52.41728733,42.09749967,37.34039167
391.150421,78.425209,74.25065867,25.728271,56.081941,52.395115,42.01731633,37.579056
391.513855,78.272977,74.28961933,25.95923667,56.07965733,52.480877,41.99031167,37.74591333
391.877228,78.136449,74.317075,26.13857067,56.02663167,52.449234,41.95271167,37.93818267
392.240631,77.992643,74.42112467,26.329533,56.03638967,52.43635667,41.96878033,38.13907233
392.604004,77.96018967,74.34155233,26.51760667,55.97160333,52.40382667,41.87297433,38.36073167
392.967316,77.82497167,74.30440767,26.71877533,55.85856233,52.39120233,41.96201967,38.57485333
393.330597,77.607124,74.240395,26.86387433,55.792713,52.41423567,41.889385,38.697548
393.693848,77.41528567,74.199234,27.01787967,55.68317433,52.50392667,41.89011667,38.83058533
394.057037,77.41137933,74.1216,27.20093233,55.62134833,52.44218567,41.855115,39.04757333
394.420197,77.36788933,74.13833633,27.39162367,55.56876867,52.41839733,41.83981067,39.30473433
394.783325,77.356583,74.195226,27.471677,55.54819367,52.471564,41.88475533,39.45900467
395.146484,77.28153233,74.106585,27.74840233,55.47828767,52.50869967,41.91016133,39.65598033
395.509552,77.24072533,74.21619433,27.92575867,55.44335433,52.49742767,41.91161367,39.95585533
395.87262,77.18234767,74.14118967,28.10367833,55.49117033,52.41682933,41.88867033,40.20368333
396.235596,77.1269,74.17699167,28.330902,55.54858767,52.39938233,41.86595267,40.318127
396.598572,77.037107,74.142372,28.56090533,55.48426967,52.402082,41.80180633,40.46982067
396.961517,76.95193733,74.17200467,28.828685,55.51258467,52.40654267,41.820829,40.55944467
397.324432,76.96044667,74.035548,28.94703733,55.42542033,52.45128767,41.84600567,40.75749967
397.687286,76.83613567,73.990303,29.216966,55.50959133,52.36209767,41.8683,40.926984
398.05014,76.914355,73.84213,29.48087367,55.53999867,52.30626667,41.86184933,41.146633
398.412964,76.89052567,73.77213533,29.69779133,55.54991167,52.35908633,41.82866933,41.40858067
398.775757,77.01489033,73.63973233,30.05132733,55.450989,52.35370133,41.83441933,41.61282333
399.138489,76.98868833,73.50130967,30.37950167,55.47529633,52.25625867,41.83437233,41.87810033
399.50119,76.91763567,73.413549,30.60524067,55.55174133,52.262138,41.81470367,42.139253
399.863861,76.88099933,73.33653233,30.88677667,55.512736,52.23218667,41.73815067,42.35631967
400.226471,76.80002067,73.39659633,31.19639967,55.39609867,52.161096,41.64741,42.56811667
400.589081,76.77631867,73.23933667,31.489422,55.38631933,52.13819633,41.523852,42.735695
400.951691,76.73348233,73.20384233,31.80038867,55.34016933,52.19348433,41.50946667,42.933211
401.314209,76.68721,73.13118233,32.103648,55.34714267,52.221133,41.49751533,43.20423267
401.676758,76.60869333,73.06903333,32.37453867,55.28953833,52.16949867,41.575418,43.40191633
402.039185,76.71219367,72.97091633,32.63986833,55.13398367,52.147597,41.56114933,43.54659667
402.401642,76.664607,72.79223867,33.006509,55.16990567,51.99049133,41.50611733,43.671444
402.764038,76.77853633,72.782692,33.23304067,55.19377767,51.94197733,41.37819167,43.996933
403.126404,76.780589,72.83582067,33.508379,55.23200467,51.95588433,41.33319233,44.16569167
403.488739,76.79648367,72.948163,33.83016333,55.21822467,51.982773,41.297897,44.504496
403.851074,76.82592267,72.90574633,34.06402767,55.19808567,51.953585,41.24630333,44.73883833
404.213348,76.88365667,72.83769733,34.31445967,55.27764133,51.93564867,41.35732167,45.00484733
404.575592,76.92539967,72.827993,34.519319,55.30080533,51.81087233,41.357961,45.300256
404.937775,76.92014333,72.916148,34.82458633,55.31913867,51.82037233,41.312172,45.55506167
405.299927,76.93853467,72.841021,35.120056,55.312055,51.87940467,41.27742667,45.73515033
405.662048,76.98766067,72.91272967,35.442617,55.21856167,51.82166533,41.327718,45.956305
406.024139,77.14325467,72.83196267,35.780645,55.27435033,51.74212367,41.28303667,46.12574933
406.3862,77.01647933,72.939692,36.00317267,55.35446567,51.66582133,41.26223133,46.375557
406.74826,76.99805433,72.98515567,36.27274567,55.31119167,51.70395433,41.21387867,46.57614
407.11026,77.12320433,73.01136,36.594172,55.29708733,51.71985867,41.17243567,46.77486667
407.47226,77.23969767,73.063179,36.965009,55.25278233,51.687865,41.19727433,46.968562
407.834167,77.31528967,72.93058767,37.26533267,55.39128633,51.71460967,41.243028,47.18968333
408.196075,77.399493,73.04072033,37.62567633,55.419994,51.72508733,41.27752933,47.52795933
408.557892,77.416143,73.07964333,37.87109733,55.371066,51.568925,41.29945733,47.779868
408.919739,77.44074767,73.16836567,38.19146367,55.356842,51.55887067,41.28135033,48.078439
409.281494,77.47313167,73.15668,38.476517,55.39606367,51.63989767,41.20644733,48.29334633
409.64328,77.42930367,73.145017,38.778848,55.45859033,51.60421633,41.24704633,48.59384667
410.005035,77.378797,73.18316667,39.12114433,55.399432,51.625599,41.24887467,48.926337
410.36673,77.33709967,73.185033,39.39671967,55.462125,51.62839767,41.28828567,49.055442
410.728394,77.32207733,73.136655,39.67217,55.47368467,51.67763767,41.33492433,49.28562033
411.089966,77.36338333,73.15949,39.98685367,55.455255,51.63347133,41.3481,49.47301767
411.451569,77.29527033,73.17152667,40.33386633,55.46232233,51.62266433,41.41296867,49.76415133
411.813141,77.205831,73.28816467,40.70968133,55.36021433,51.67439233,41.38118767,50.01627467
412.174652,77.07531733,73.29378767,41.121489,55.341568,51.68463,41.361992,50.20293567
412.536163,76.97257,73.240702,41.46636567,55.27105333,51.62384033,41.318803,50.41023267
