wl,W2.2.W.P,W4.2.W.P,W10.2.W.P,W12.2.W.P,W16.2.W.P,W18.2.W.P,W26.2.W.P
412.897644,76.91131867,73.31625867,41.71291867,55.21994533,51.64369367,41.31701267,50.65151067
413.259033,76.77158867,73.260948,42.02816767,55.15227867,51.67524967,41.293696,50.81094333
413.620392,76.63297767,73.272354,42.380174,55.051842,51.670456,41.35862267,51.15608067
413.98172,76.58967833,73.246,42.78563433,54.99783567,51.781661,41.346479,51.31840633
414.343048,76.504921,73.261139,43.15553167,54.92274233,51.72844433,41.45137667,51.60586933
414.704315,76.387698,73.240466,43.609365,54.91955967,51.72379067,41.46407967,51.83276233
415.065582,76.31021867,73.15428933,43.94984433,54.94991167,51.697614,41.44335933,52.05009067
415.426788,76.173439,73.25358567,44.31848267,54.87286367,51.689621,41.44645067,52.27008933
415.787994,76.19606,73.150917,44.722041,54.85997667,51.67159033,41.392723,52.42822
416.149109,76.14472467,73.147578,45.15974067,54.93578467,51.69669467,41.35230633,52.58942667
416.510223,75.99001033,73.12559733,45.60090133,54.88362367,51.59515767,41.31000133,52.70723467
416.871307,75.85628767,73.15885667,46.02516567,54.83889133,51.624443,41.259019,53.00609433
417.23233,75.73402167,73.19989267,46.466108,54.833829,51.59236033,41.21926367,53.12937933
417.593323,75.56002033,73.174721,46.85567367,54.88374933,51.57679,41.233266,53.45723567
417.954315,75.448171,73.22915167,47.26554,54.78896233,51.56828067,41.19314167,53.678544
418.315247,75.33274867,73.17109433,47.70636633,54.70324333,51.515573,41.115499,53.92685033
418.676178,75.12973267,73.09254467,48.02880467,54.66234467,51.55433267,41.03893033,54.07036833
419.037048,74.952487,73.065076,48.30072133,54.67870833,51.59896333,41.00956867,54.24401833
419.397858,74.999232,73.06054167,48.62163167,54.691133,51.54809067,40.99020533,54.40399667
419.758636,74.99780533,73.01733667,48.95274733,54.70471167,51.57369767,40.89890667,54.63877867
420.119415,74.931084,72.95145933,49.33388533,54.73208367,51.57227833,40.93500633,54.87380467
420.480103,74.84805,72.930461,49.68992367,54.74495667,51.50225567,40.88424567,55.105114
420.840851,74.743754,72.840869,49.99173633,54.768326,51.53945533,40.78759267,55.31829733
421.201477,74.66567467,72.84022267,50.294113,54.73938767,51.579422,40.701828,55.434359
421.562134,74.62178033,72.79513033,50.59563567,54.70917,51.47112667,40.675237,55.57245767
421.922729,74.58611533,72.753601,50.91823833,54.69408133,51.46633267,40.57981233,55.667168
422.283264,74.53433467,72.73615267,51.22618367,54.61773533,51.41941567,40.55821367,55.85331633
422.643799,74.49750767,72.79577133,51.541214,54.59219867,51.45558667,40.52239133,56.046084
423.004242,74.399142,72.76907867,51.83407067,54.56810267,51.43037267,40.506653,56.195658
423.364685,74.35194667,72.793767,52.062851,54.61992,51.378928,40.533109,56.3829
423.725128,74.33785,72.78097033,52.29619833,54.55192067,51.35221,40.493248,56.56042867
424.08551,74.27396133,72.690534,52.614101,54.52612433,51.37656533,40.51605567,56.75820433
424.445892,74.24482733,72.664495,52.91607067,54.47909033,51.30415967,40.55521867,56.860818
424.806183,74.223188,72.663874,53.19458,54.50144967,51.33230967,40.525542,57.03264
425.166473,74.23222867,72.70697533,53.435881,54.42704267,51.341766,40.510859,57.15794867
425.526703,74.257782,72.700302,53.730797,54.39630733,51.30886067,40.49583567,57.33322667
425.886902,74.30268333,72.72893033,53.98833633,54.42129533,51.354445,40.51978567,57.449833
426.24707,74.36029567,72.77501133,54.29935333,54.39824133,51.32542933,40.562429,57.632398
426.607208,74.40761033,72.772883,54.64215567,54.36867533,51.301974,40.56410867,57.74662033
426.967316,74.21554333,72.73305267,54.907047,54.388111,51.30285,40.56374633,57.84801633
427.327393,74.14843233,72.74032067,55.22007367,54.352525,51.34076467,40.631636,57.95965967
427.687439,74.14753467,72.83439133,55.480647,54.29472733,51.38161833,40.60616567,58.059486
428.047394,74.198476,72.80631267,55.75293967,54.278126,51.44914233,40.63798,58.09290933
428.407379,74.22599533,72.94398533,56.06612133,54.235583,51.429563,40.736589,58.25749333
428.767303,74.099823,72.949155,56.398019,54.25705467,51.36265667,40.80112467,58.41804733
429.127167,74.03834033,72.99545033,56.72404367,54.25618733,51.420676,40.79931633,58.614365
429.487061,73.99012233,72.969129,57.02346933,54.35088367,51.45245367,40.87201167,58.87901033
429.846863,73.96495067,72.90510333,57.20635367,54.350671,51.51296767,40.85683167,59.00843533
430.206665,73.92473367,72.86753333,57.51549267,54.29102967,51.488837,40.83347933,59.12806167
430.566437,74.00932833,72.83932233,57.83265833,54.28501733,51.497308,40.82301867,59.23076767
430.926117,73.90140533,72.806689,58.17294967,54.23105,51.589467,40.83745333,59.32315333
431.285828,73.86839267,72.83262633,58.54276167,54.23185467,51.64141467,40.887202,59.439606
431.645447,73.93974833,72.82910667,58.68689733,54.252046,51.662506,40.88843433,59.57623033
432.005035,73.96336133,72.81784833,58.91332133,54.283816,51.73123033,40.899119,59.70355467
432.364655,73.88015,72.813329,59.16119667,54.27271,51.736739,40.919305,59.86845633
432.724182,73.96841467,72.78787767,59.43916967,54.29513833,51.793878,40.866282,59.90558
433.08371,73.91964467,72.72375767,59.67860533,54.31455333,51.80965933,40.93426367,60.056737
433.443207,73.85959867,72.70776333,59.83448667,54.28378267,51.723568,40.94253533,60.203246
433.802582,73.84032933,72.646787,60.06496567,54.27587367,51.74120233,40.940676,60.338656
434.162018,73.86990867,72.627884,60.311357,54.22119767,51.77889767,40.87930833,60.47264633
434.521362,73.94024133,72.57124067,60.54079933,54.20080433,51.75043633,40.84291967,60.61079267
434.880676,73.94767533,72.57080333,60.72141767,54.11654533,51.67030567,40.77621467,60.70652233
435.23999,73.936526,72.566007,60.95988333,54.17012167,51.66934967,40.77148667,60.761851
435.599243,73.86942033,72.54701467,61.19584767,54.17600733,51.60118733,40.73058833,60.92358267
435.958496,73.85633567,72.48604067,61.45821633,54.19548033,51.540081,40.665217,60.991352
436.317657,74.01002767,72.49568933,61.575278,54.15514,51.540105,40.64026767,60.98281867
436.676819,74.04756133,72.37448133,61.83019,54.18873067,51.55657067,40.64669167,61.101575
437.03595,74.103073,72.38437167,62.034597,54.10298267,51.48711233,40.63390467,61.04712933
437.39502,74.11921967,72.42849467,62.359853,54.117752,51.46379833,40.65992367,61.06637167
437.754059,74.12758133,72.37292,62.480461,54.12651433,51.47065233,40.66192233,61.171416
438.113068,74.13510867,72.385043,62.72962867,54.14810433,51.436133,40.71403267,61.27377967
438.472046,74.203837,72.393583,62.997836,54.01196933,51.34760167,40.633545,61.330588
438.830994,74.19599167,72.35013833,63.15739033,53.98979967,51.28344867,40.60381933,61.45929233
439.189911,74.171641,72.431684,63.401455,53.97584533,51.28612767,40.60864267,61.41888667
439.548798,74.168686,72.46241767,63.59704733,53.98086167,51.19046033,40.58502867,61.470243
439.907593,74.28196467,72.44473267,63.749513,53.93991333,51.17478167,40.63533167,61.529443
440.266388,74.29036933,72.37663233,63.93111533,53.90520733,51.14230833,40.60677833,61.62188333
440.625122,74.27432267,72.39867667,64.13309833,53.89444467,51.13997033,40.53875733,61.642564
440.983856,74.27431733,72.418795,64.336085,53.90057633,51.12559133,40.46424867,61.724762
441.342621,74.277247,72.430046,64.56724633,53.87731033,51.07376333,40.467668,61.81261567
441.701263,74.21895367,72.43039467,64.704581,53.853756,51.08044033,40.494185,61.94333267
442.059875,74.24971267,72.482254,64.90987133,53.806489,51.11164833,40.47400267,62.01051433
442.418457,74.17861667,72.4431,65.10558067,53.903029,51.08413833,40.506597,62.13712833
442.777008,74.197937,72.41957867,65.23950567,53.89322267,51.03323,40.51487633,62.18032467
443.135498,74.23640933,72.40119933,65.41429233,53.85443967,51.030276,40.57356,62.27026233
443.493958,74.28551467,72.37742367,65.564064,53.798388,51.048612,40.59132267,62.37974933
443.852448,74.28726733,72.36230733,65.73603567,53.822469,51.04743467,40.60231533,62.54539367
444.210876,74.294604,72.477249,65.91462067,53.80198267,51.005989,40.54503333,62.56515633
444.569214,74.34152233,72.49004633,66.13603567,53.77524067,51.060533,40.50413233,62.67894867
444.927551,74.41513567,72.45980567,66.27736033,53.76588933,51.033356,40.48054767,62.765274
445.285858,74.437017,72.45114633,66.50414933,53.78845967,50.96861,40.48828,62.83114467
445.644104,74.47841367,72.47312167,66.63429533,53.76699567,50.982244,40.44394933,62.91499467
446.002319,74.43608867,72.440099,66.6931,53.83952833,51.01784,40.49038933,63.055351
446.360504,74.55108867,72.43123867,66.852,53.813276,50.997131,40.51454933,63.14012033
446.718719,74.68434667,72.41038,67.033273,53.81653967,50.96047467,40.46176,63.26632333
447.076843,74.64169833,72.39039867,67.15745567,53.792876,51.014267,40.460743,63.27695967
447.434906,74.59898867,72.45123033,67.27209833,53.83834067,50.97764967,40.41559333,63.22984833
447.792938,74.56325767,72.48705033,67.45850367,53.86684333,50.947282,40.48068233,63.23968767
448.15094,74.592944,72.475161,67.59627433,53.89692933,50.89892733,40.508063,63.26173767
448.508911,74.55251567,72.454043,67.79422867,53.87549833,50.93431233,40.58112833,63.22868833
448.866852,74.50883733,72.51647433,67.87194567,53.89656333,50.95724967,40.565192,63.21369167
449.224731,74.58897667,72.49377967,68.024451,53.89355067,50.91403833,40.51219067,63.17209767
449.582672,74.612157,72.501366,68.125581,53.944214,50.88221333,40.54398867,63.17121233
449.940491,74.591695,72.48979933,68.225394,53.89319467,50.89696,40.550271,63.126039
450.298279,74.58279433,72.43781033,68.389599,53.90815733,50.92956167,40.47677467,63.186413
450.656067,74.557139,72.42713433,68.494957,53.90428667,50.94578067,40.45958967,63.19168633
451.013733,74.52856167,72.366768,68.571495,53.93432233,50.96208067,40.461904,63.16835667
451.371429,74.51671333,72.317342,68.79610833,53.87917333,50.967294,40.44639833,63.189588
451.729095,74.49070767,72.27344767,68.85619867,53.88210667,51.01742667,40.53951367,63.310745
452.0867,74.332367,72.247744,68.97866833,53.88242567,51.00442867,40.56811267,63.34892933
452.444336,74.281385,72.220787,69.16790933,53.87931167,50.97973367,40.56346767,63.38960767
452.80188,74.23978933,72.17369567,69.29759467,53.86834467,51.07421633,40.57493567,63.392811
453.159363,74.22906233,72.09027367,69.42492267,53.85411233,51.049291,40.55739833,63.420338
453.516815,74.10417433,72.07910433,69.56476067,53.81100567,51.05053333,40.58152033,63.388406
453.874237,73.879107,71.97286467,69.699079,53.86696267,51.06718967,40.533278,63.38154867
454.231628,73.647072,71.903249,69.76463567,53.89548767,51.02683767,40.60633333,63.442201
454.588989,73.603869,71.85059633,69.83702633,53.84504467,50.96136867,40.62562567,63.54497667
454.94632,73.57780467,71.61188767,69.990138,53.768822,50.97616233,40.59417433,63.63840333
455.30365,73.49500033,71.498806,70.024465,53.747063,50.97752267,40.53988633,63.64878467
455.660919,73.412422,71.31523267,70.057139,53.67947667,50.993103,40.535656,63.71641533
456.018127,73.309873,71.168051,70.09113567,53.65912867,50.94742467,40.533812,63.793447
456.375305,73.23476133,71.00460033,70.19662233,53.593165,50.89589167,40.49424633,63.75383133
456.732422,73.10770433,70.88280367,70.34907033,53.57125833,50.84881433,40.55937067,63.78358233
457.089539,72.98485033,70.734685,70.35877,53.494068,50.89326467,40.54293433,63.78982267
457.446594,72.97142033,70.65025967,70.45315533,53.42797733,50.92307267,40.606327,63.85625467
457.80365,72.90172033,70.58412667,70.503769,53.39239467,50.956576,40.67851367,63.911677
458.160706,72.898623,70.57540633,70.638611,53.40574,50.93997833,40.685637,63.98546733
458.517639,72.84311133,70.56456633,70.736506,53.372102,50.89562767,40.70429467,64.04708733
458.874542,72.770907,70.49459833,70.689433,53.427498,50.88646933,40.699501,64.018309
459.231445,72.71317533,70.402143,70.77648433,53.403154,50.82798533,40.68663933,63.951514
459.588287,72.79585533,70.33817533,70.770078,53.399451,50.79869067,40.73327633,63.97529467
459.945099,72.706833,70.31851333,70.701688,53.34399533,50.80715533,40.719415,64.00935867
460.30188,72.68057,70.35840733,70.744123,53.36808,50.81977567,40.789598,64.09869267
460.6586,72.59882633,70.32763533,70.79166667,53.32768767,50.84690867,40.81694133,64.112723
461.015381,72.621389,70.304414,70.87717967,53.312879,50.86712767,40.75464133,64.15082567
461.37204,72.70081333,70.36926433,70.885704,53.28669367,50.92364733,40.742691,64.11418667
461.728668,72.76069667,70.37088533,70.868309,53.310828,50.910291,40.75546533,64.039299
462.085266,72.77578733,70.35623167,70.906273,53.329975,50.95698033,40.71622867,64.01141733
462.441803,72.71687067,70.40993767,70.92736067,53.291027,50.97818633,40.74707267,63.983214
462.798309,72.804021,70.44116733,70.95246867,53.31790567,50.97451033,40.77411033,63.94254333
463.154816,72.73878233,70.5006,71.009377,53.30519867,50.958556,40.74997933,63.93893433
463.511261,72.790695,70.55456567,70.99596633,53.317903,50.976072,40.680078,63.99207433
463.867706,72.83385733,70.53132767,71.00734167,53.35744367,51.0056,40.737466,64.14251433
464.224091,72.76674167,70.57189833,70.99755133,53.35083933,51.004238,40.755039,64.15680567
464.580444,72.82027433,70.64262633,71.15418033,53.36867267,50.976846,40.75072233,64.25541433
464.936737,72.90113833,70.67824533,71.23605867,53.39553933,50.93577967,40.729238,64.25895833
465.292999,72.93201467,70.705513,71.26935067,53.41639433,50.79998433,40.701112,64.26510233
465.6492,72.93569433,70.70847833,71.24674233,53.405314,50.8433,40.68828467,64.265709
466.005402,73.03200533,70.78697833,71.330373,53.43862767,50.85834367,40.68282067,64.21798333
466.361542,73.00200167,70.836403,71.49659733,53.41831967,50.895452,40.70721033,64.25443533
466.717712,73.06751267,70.927573,71.50575533,53.43281067,50.923402,40.68136233,64.314022
467.073792,73.05073333,70.973974,71.49115,53.46254467,50.91808567,40.65578833,64.28117
467.42984,73.157707,70.98373567,71.596789,53.56563933,50.893693,40.72241867,64.37815867
467.785828,73.181989,70.904231,71.67795333,53.52620033,50.84791033,40.65305933,64.365827
468.141815,73.24512733,70.97361733,71.73002633,53.633756,50.90976967,40.64299633,64.36014567
468.497742,73.320531,70.97393533,71.77820333,53.691035,50.88725633,40.68096667,64.39177733
468.853638,73.328143,70.961609,71.80573033,53.71874867,50.86598333,40.69925333,64.44087967
469.209503,73.28690333,70.989568,71.89946767,53.619957,50.90203333,40.63787833,64.567398
469.565369,73.36754367,71.02588933,72.09128333,53.65974033,50.88791533,40.70621267,64.57908267
469.921143,73.44405367,71.034856,72.11163567,53.73447567,50.88817967,40.708328,64.65364967
470.276886,73.419581,71.04675033,72.16769633,53.76852533,50.87601733,40.719341,64.75923933
470.632599,73.53604367,71.12445467,72.283005,53.80786767,50.917451,40.791098,64.781016
470.988281,73.57574467,71.18535467,72.40758767,53.80126067,50.89881,40.89171467,64.65388267
471.343933,73.56051367,71.235912,72.56787367,53.837518,50.895078,40.848432,64.599771
471.699493,73.68467967,71.347889,72.62449633,53.88126033,50.916369,40.857526,64.67156333
472.055054,73.66964733,71.31762433,72.64353933,53.92719533,50.906869,40.90297067,64.691442
472.410675,73.590548,71.398347,72.72159567,53.979219,50.92410533,40.92006933,64.70142233
472.766144,73.62119033,71.45883033,72.79093667,53.90096533,51.020467,40.924474,64.61648433
473.121582,73.584376,71.48908967,72.998492,53.81726967,50.91012433,40.919018,64.58072
473.47702,73.55787433,71.497003,72.954931,53.817085,50.940554,40.96456167,64.577221
473.832397,73.58236933,71.53571567,72.99131533,53.76911167,50.81701667,40.97819633,64.562917
474.187714,73.51840233,71.54194133,73.02660133,53.73770267,50.81568633,41.02918,64.49268467
474.54303,73.48728167,71.57069,73.204498,53.69723367,50.78830467,40.96573533,64.51354367
474.898315,73.344963,71.64192967,73.200437,53.68635567,50.80834333,41.00228633,64.43366267
475.253571,73.38232433,71.724328,73.17393733,53.678654,50.73958833,41.01719533,64.42952467
475.608765,73.407148,71.655637,73.18215933,53.587307,50.702226,41.06375867,64.36415733
475.963928,73.39896433,71.62531033,73.10872433,53.56354667,50.73715833,41.09658067,64.29166433
476.319,73.403956,71.65852733,73.159355,53.52831667,50.65707267,41.135254,64.32744867
476.674103,73.50802367,71.60530733,73.120781,53.56140133,50.63705933,41.155468,64.36382167
477.029144,73.47437567,71.525613,72.994583,53.53861867,50.60725667,41.11258333,64.37399033
477.384125,73.54196667,71.51213467,73.00066367,53.532594,50.59498833,41.111425,64.40574
477.739166,73.54063167,71.44531133,73.05505367,53.45069633,50.55059433,41.131003,64.408981
478.094086,73.53634867,71.35333733,73.00560767,53.394857,50.51888267,41.080602,64.35604567
478.448975,73.54037967,71.320334,73.062622,53.35405467,50.48662933,41.05053433,64.39788033
478.803833,73.62511433,71.21484267,72.98837767,53.32753733,50.532045,41.05051033,64.270397
479.158661,73.64315067,71.08790967,72.959457,53.269024,50.52733367,41.04644033,64.164969
479.513458,73.74998967,71.02080167,72.96357467,53.21650467,50.50877267,41.11395,64.20264167
479.868164,73.82200367,70.868159,72.962138,53.26102167,50.574182,41.14762133,64.34212233
480.22287,73.977992,70.849195,73.25386567,53.44692267,50.70049933,41.413264,64.570825
480.577606,74.31566867,71.14620467,73.59675833,53.876381,51.12652833,41.78613667,64.99207433
480.932251,74.49409467,71.36346167,73.84790033,54.095375,51.33499267,41.98305233,65.41413733
481.286835,74.590744,71.37756633,73.90113333,54.14506433,51.37929533,42.05206533,65.53644167
481.641388,74.57182833,71.34356567,73.95511867,54.16217167,51.348011,42.05396133,65.590308
481.995911,74.63568867,71.325058,73.87470767,54.160159,51.30730467,42.050799,65.62813933
482.350403,74.69181567,71.27921933,73.88085433,54.13880167,51.22802067,42.00231,65.66727667
482.704834,74.66472633,71.25254067,73.89803567,54.098685,51.15150033,42.01476133,65.65901433
483.059204,74.59071333,71.220048,73.92432167,54.060579,51.086558,42.00932167,65.66659067
483.413666,74.561264,71.18812067,74.022949,54.04305767,51.059798,42.00829167,65.67102567
483.767975,74.49398333,71.06701667,74.08257533,54.012872,51.091334,42.02069833,65.67658867
484.122284,74.450755,71.031535,74.083865,53.95672733,51.07416667,42.02990467,65.681947
484.476532,74.39127867,71.02555467,74.128329,53.901334,51.094437,42.05468367,65.71335633
484.83075,74.29576867,70.97991433,74.17248533,53.85995467,51.110471,42.086122,65.68920767
485.184937,74.253535,70.95154333,74.19887533,53.84563567,51.11828833,42.103954,65.69338867
485.539063,74.267011,70.94633467,74.21876,53.82467533,51.115378,42.11668267,65.714343
485.893158,74.248558,70.902734,74.22800733,53.81779633,51.11856833,42.12360133,65.75504033
486.247284,74.229525,70.909588,74.265709,53.79203533,51.06684867,42.13907767,65.792933
486.601318,74.240537,70.905127,74.30686733,53.78712967,51.04857233,42.16025033,65.87200433
486.955322,74.17728433,70.84983567,74.34515867,53.77544667,51.05884567,42.145003,65.88189033
487.309265,74.17804733,70.83238967,74.35017933,53.73212167,50.98975133,42.14956167,65.84951667
487.663177,74.042076,70.729857,74.26190433,53.600947,50.86589167,42.05453467,65.78550867
488.017059,73.79191567,70.416458,74.10846967,53.28935733,50.640812,41.88518033,65.54894867
488.370911,73.581698,70.15941233,73.99677033,53.049285,50.46395,41.75782033,65.28816967
488.724701,73.45236433,70.03903333,73.96060433,52.943858,50.45853533,41.73956967,65.21210233
489.078522,73.408099,69.95610667,73.91439833,52.87159733,50.45509967,41.748882,65.180768
489.432251,73.32796467,69.87389867,73.93997433,52.776516,50.45585733,41.770219,65.13103633
489.785919,73.286186,69.81009033,73.99240133,52.75665267,50.47604633,41.80647167,65.080237
490.139587,73.27160667,69.75844667,74.001526,52.740129,50.49872333,41.80032467,65.05955
490.493195,73.300476,69.694607,74.002955,52.750844,50.50001267,41.798248,65.062322
490.846771,73.287801,69.64221967,73.91701,52.729126,50.42262767,41.819542,65.07314567
491.200287,73.30534367,69.63206867,73.90118167,52.68897367,50.36321133,41.805459,65.03849433
491.553802,73.30956267,69.558534,73.936971,52.69528933,50.335664,41.811971,64.96352
491.907318,73.34479,69.43981933,73.915863,52.68383267,50.28945567,41.79554367,64.95541767
492.260742,73.364212,69.394653,73.86680867,52.64109567,50.21127833,41.78214133,64.950583
492.614105,73.38580333,69.34981133,73.844673,52.582143,50.19888933,41.764674,64.921903
492.967468,73.33967567,69.25004467,73.87290933,52.587223,50.149704,41.79203533,64.90099467
493.32077,73.33004033,69.20237367,73.77742767,52.54752467,50.14965467,41.835391,64.85372033
493.674042,73.30649833,69.12150967,73.76196533,52.51126367,50.20892067,41.85588733,64.91724433
494.027283,73.25419367,69.12000033,73.74352267,52.508601,50.22715867,41.84551,64.88749067
494.380463,73.29329967,69.133943,73.72600033,52.479969,50.219443,41.86463333,64.89224233
494.733673,73.28364033,69.12218633,73.78232567,52.42868567,50.23860667,41.90110033,64.955929
495.086792,73.31335433,69.12239567,73.756185,52.45197567,50.23845167,41.92972433,64.960199
495.43988,73.336637,69.147222,73.61844133,52.43134067,50.17953367,41.867981,65.011599
495.792938,73.40458933,69.12395867,73.54440333,52.44988733,50.138888,41.86154667,65.01664467
496.145935,73.462285,69.067281,73.516678,52.42925533,50.028254,41.80595633,65.02206033
496.498871,73.54521967,69.010376,73.549085,52.397443,49.99420567,41.77399933,65.00184367
496.851837,73.57269033,69.036864,73.564906,52.47780467,49.99473167,41.78779467,65.094064
497.204681,73.54542567,69.03947567,73.477542,52.411869,50.02120467,41.78448233,65.116852
497.557587,73.50934867,68.981003,73.531779,52.37586733,50.08754467,41.82387167,65.13353733
497.910431,73.44143167,69.01887133,73.540245,52.31493633,50.11825833,41.838577,65.15736267
498.263184,73.39327733,69.02974167,73.62539667,52.25133133,50.20296367,41.80396933,65.158863
498.615936,73.32769,69.10473633,73.540858,52.27237433,50.20984167,41.82770433,65.20175033
498.968628,73.28202567,69.091572,73.61465933,52.17330167,50.20840933,41.80378567,65.22163633
499.321289,73.228923,69.16896333,73.62519567,52.180407,50.205297,41.84828567,65.16381433
499.67392,73.19753533,69.17758467,73.68406433,52.230016,50.20729433,41.83125167,65.15930533
500.026489,73.17614,69.17064167,73.64483133,52.30372633,50.17546567,41.87739433,65.19222
500.379089,73.22269433,69.243355,73.643458,52.24518067,50.226832,41.87757233,65.21198367
500.731598,73.255577,69.25026833,73.74500533,52.32484067,50.18755333,41.834478,65.234432
501.084076,73.294362,69.26133333,73.70774067,52.346485,50.123839,41.81587067,65.199673
501.436493,73.30282333,69.19126633,73.793976,52.32723733,50.071166,41.83323933,65.15175633
501.788879,73.31682333,69.25705333,73.79932633,52.37868267,50.01138433,41.86672067,65.05506033
502.141205,73.262726,69.24875767,73.76296467,52.437196,50.04292567,41.851392,64.95130033
502.49353,73.32882967,69.352867,73.75948867,52.38835267,50.068845,41.825685,64.939917
502.845795,73.35920467,69.360372,73.797185,52.41726833,50.05792733,41.86880767,64.91315333
503.19812,73.33981067,69.38876233,73.905098,52.37990833,50.03295767,41.85907633,64.846175
503.550293,73.345263,69.42952467,73.939064,52.449182,50.04611433,41.90686633,64.752542
503.902466,73.29323067,69.423228,73.96814467,52.428135,50.03117967,41.93559533,64.791448
504.254578,73.245547,69.33299367,73.999827,52.36066167,49.98700467,41.96234633,64.65827933
504.606659,73.26220667,69.34237433,74.058144,52.33994033,50.000534,41.973488,64.669515
504.95871,73.23945833,69.37575667,73.90418267,52.326843,49.95121,42.00603867,64.62474567
505.310699,73.23962133,69.38038133,73.93443067,52.354501,49.885765,41.990921,64.59312067
505.66275,73.28054833,69.41496033,73.91724667,52.349007,49.858616,41.99053333,64.519146
506.014679,73.33746067,69.36598433,73.95465833,52.31131733,49.87893067,42.01128767,64.41013967
506.366547,73.35125967,69.49117267,73.82895367,52.345608,49.90892933,42.04036067,64.42000967
506.718384,73.31213633,69.49248633,73.88020067,52.353424,49.87823633,42.000431,64.33329233
507.070221,73.32010133,69.463848,73.91386433,52.257028,49.86611433,42.00575767,64.367769
507.421997,73.307528,69.446031,73.956655,52.163461,49.89179467,42.030286,64.374387
507.773712,73.21006533,69.49470033,73.986346,52.19790767,49.82829167,42.05579233,64.43071
508.125397,73.22283167,69.54733633,73.99337267,52.092935,49.894422,42.088768,64.469781
508.477112,73.21071133,69.64690033,74.08456967,52.06158833,49.882468,42.15365367,64.45314667
508.828735,73.21235633,69.76307167,74.02687567,51.988575,49.93629467,42.16643,64.532037
509.180328,73.123975,69.71413033,74.10229,51.908815,50.010736,42.145513,64.55817433
509.53186,73.131429,69.79854333,74.13671867,51.873267,49.98668033,42.20644,64.59944033
509.883362,73.039548,69.78511433,74.08798733,51.89032967,50.00411633,42.23800767,64.64739867
510.234833,73.03457367,69.893129,74.144109,51.881032,50.024142,42.25530233,64.61765433
510.586273,72.92013533,69.956764,74.06219,51.875416,50.02386067,42.23814367,64.64714167
510.937622,72.89580033,70.05179867,74.022031,51.80483,49.984848,42.21732567,64.744705
511.289032,72.88665267,70.11248167,73.99526967,51.79000333,49.95204567,42.226256,64.780655
511.64035,72.89998133,70.21217367,74.022255,51.825971,49.94290167,42.24700533,64.86489467
511.991608,72.871086,70.224655,73.988055,51.821808,49.916588,42.27854933,64.90898767
512.342834,72.86986533,70.267011,74.071007,51.85702133,49.94386567,42.26958967,64.93495433
512.69397,72.839475,70.34435033,74.02033,51.82810067,50.016304,42.31552,64.95032
513.045166,72.78557333,70.416204,74.01358533,51.84155033,50.00550467,42.331263,65.05685567
513.396301,72.80896533,70.475329,74.00793967,51.86138033,49.99674333,42.298387,65.13041333
513.747314,72.812205,70.46993,74.09125233,51.86740867,50.00672033,42.34857667,65.183009
514.09845,72.75820167,70.470918,74.101031,51.79069,50.02524667,42.42188133,65.30313867
514.449463,72.74802133,70.58803033,74.090149,51.824964,50.009033,42.42340067,65.29012533
514.800415,72.68550633,70.67989733,74.04241667,51.84890767,49.96175667,42.43424467,65.214237
515.151367,72.70296967,70.648543,73.990059,51.84203333,50.014164,42.43044133,65.19301333
515.502197,72.70642367,70.697745,74.046196,51.84986333,49.96845233,42.46553067,65.19354233
515.853027,72.65462467,70.69984033,73.97303233,51.86845267,50.013528,42.47102367,65.20873633
516.203796,72.61351,70.66606633,74.03092167,51.923804,49.99949133,42.482745,65.11164067
516.554565,72.586248,70.75940533,73.97808067,51.930476,49.92685733,42.553529,65.18354567
516.905396,72.580058,70.78873033,74.01239767,51.92051067,49.917094,42.497827,65.17486933
517.256042,72.62712333,70.821045,74.03226467,51.87244033,49.91814167,42.50626133,65.168443
517.606689,72.59055567,70.80732333,74.014272,51.89014433,49.90999733,42.49101133,65.168495
517.957336,72.644928,70.75593033,74.093852,51.93869767,49.86747767,42.54165167,65.18389
518.307861,72.603185,70.689645,74.10476167,51.93335467,49.86887867,42.56707267,65.15577933
518.658386,72.689794,70.693409,74.12800867,51.938689,49.87503467,42.552344,65.13236467
519.00885,72.70052867,70.65861633,74.05347967,51.96227533,49.889174,42.55576833,65.10744467
519.359314,72.74917833,70.663064,74.10059633,51.96010433,49.90279,42.54444,65.10258367
519.709778,72.77448033,70.65439333,74.10195167,51.947684,49.89901067,42.55627467,65.13550033
520.060181,72.77951067,70.590397,74.143936,51.94030133,49.85071433,42.55727267,65.135324
520.410461,72.843676,70.49550367,74.14172367,51.94477333,49.86684533,42.580303,65.048031
520.760803,72.787692,70.431263,74.15167,51.90214033,49.829923,42.63947033,65.013981
521.111023,72.78412633,70.36802667,74.12622833,51.95555767,49.83019,42.67780033,64.92501967
521.461182,72.84505,70.24067833,74.130488,51.97701267,49.85778167,42.61427333,64.92058433
521.81134,72.95434033,70.155393,74.088913,51.99282333,49.870777,42.661564,64.87958867
522.161499,72.987877,70.094898,74.12951667,51.99990233,49.88785033,42.65803433,64.88575733
522.511658,73.015823,70.04193767,74.18658967,52.027476,49.87871933,42.67053833,64.863814
522.861694,72.998642,69.90258033,74.18536133,52.10292167,49.881803,42.680401,64.890605
523.211731,72.9807,69.78138333,74.252154,52.09909833,49.88638933,42.72777833,64.89416133
523.561707,72.972234,69.660652,74.26332867,52.105409,49.87636967,42.739665,64.934733
