wl,AkBW1.Y,AkBW2.W,AkOB2.WY,AkOB3.Y,AkOB4.Y,AkOB5.Y,AKOB6.Y,AkOB7.Y,AkOB8.Y,AkSY1.Y,AkSY2.Y,AkSY3.WY,AkSY4.Y,AkSY5.WY
338.475433,9.396745,77.41581867,9.354442,17.81258767,12.026291,5.861577,7.11606,9.930738667,10.23622067,6.985867,15.326149,17.86908067,4.478845,26.25626733
338.843475,9.391142,77.318765,9.351055667,17.70886067,11.99677333,5.879186667,7.072526333,9.896588667,10.18152267,7.012007333,15.32618767,17.897028,4.424682,26.21444467
339.211517,9.486920333,77.24578733,9.366173333,17.68825567,11.968626,5.839103667,7.110882667,9.915832,10.14384367,7.006891667,15.21991567,17.93570033,4.390293,26.225003
339.579498,9.501319,77.18247333,9.310771667,17.60251133,11.88861967,5.773224,7.122956,9.989238667,10.20848067,7.102346333,15.20694867,17.98775733,4.363613,26.25075033
339.947449,9.509949,77.085027,9.288499,17.53874,11.890619,5.829012333,7.181846333,9.947675333,10.275479,7.211079667,15.19013,18.01381467,4.369226667,26.21281833
340.31543,9.513711333,76.937548,9.331986,17.517317,11.868956,5.810144333,7.242837,9.885996,10.30490267,7.210722667,15.11603667,18.00272533,4.337837,26.11517333
340.683289,9.441208333,76.729384,9.356108333,17.39290533,11.81306133,5.842824333,7.211681,9.807132,10.36719433,7.101162667,15.17699967,17.87535333,4.343035667,26.04434033
341.051208,9.386382333,76.464376,9.373007667,17.40419533,11.860993,5.817349667,7.163025,9.794408,10.36193233,7.041364667,15.21608467,17.78114367,4.27774,26.02814
341.419067,9.307956,76.40154,9.250477333,17.37281233,11.840468,5.834189333,7.161973333,9.862401667,10.40775733,7.093957667,15.24973033,17.79556067,4.234516,26.00049
341.786865,9.262092,76.15305067,9.286708667,17.28968767,11.82333167,5.815019,7.230153,9.856718667,10.39070167,7.243849,15.33407433,17.77983267,4.252811,25.956918
342.154663,9.235919333,75.92576833,9.245089333,17.27952967,11.809383,5.818923333,7.235289333,9.847610333,10.33562967,7.281985,15.38618333,17.76820933,4.25546,25.925326
342.522369,9.234255,75.786729,9.239855333,17.31032567,11.75075633,5.831393667,7.343986667,9.841347,10.26230467,7.258693667,15.41474233,17.75837933,4.301923667,25.989577
342.890076,9.279989667,75.53440967,9.168264,17.25220967,11.66178533,5.875218,7.40195,9.864355667,10.24679433,7.299327667,15.51708033,17.744405,4.323435333,25.995627
343.257813,9.306413,75.29028467,9.094961667,17.225118,11.71394033,5.884922333,7.429658667,9.871130667,10.25602567,7.315085,15.502823,17.70467867,4.340454667,26.027304
343.625458,9.292574667,75.325915,9.059370667,17.162649,11.72928933,5.834819,7.510738333,9.80498,10.345472,7.304582333,15.498592,17.688317,4.359524667,26.033079
343.993134,9.276750333,75.302578,8.961483,17.11330133,11.74083133,5.742931667,7.536357333,9.847393667,10.33984,7.363717667,15.51764067,17.70561133,4.506107,26.07504
344.360718,9.231987,75.09318033,8.941613333,17.075171,11.74863767,5.748353,7.457266,9.865053667,10.38672667,7.339869667,15.429334,17.68240933,4.500616,26.03141
344.728271,9.336252333,74.98392,8.899760667,17.033951,11.73321033,5.796748,7.368516333,9.978917,10.45139767,7.361113333,15.52486433,17.706659,4.500347333,26.10503567
345.095795,9.304404,74.90082433,8.911273333,17.05403067,11.71646233,5.845736333,7.396402,9.973589333,10.54341567,7.364363,15.55736833,17.752093,4.478539,26.12591633
345.463287,9.325511667,74.83211133,8.899567333,17.07663,11.665784,5.898373,7.416680667,10.00496633,10.53726133,7.305507667,15.64833867,17.75700167,4.477063333,26.22182933
345.83075,9.297741333,74.75752267,8.873225,17.03892033,11.71757533,5.927211667,7.439142667,10.04314867,10.54148233,7.266834667,15.70366433,17.75132633,4.480887,26.27308967
346.198212,9.193416667,74.67030367,8.782664333,17.059416,11.67650633,5.912773667,7.386812667,10.11055033,10.488371,7.285221,15.69920767,17.720234,4.502855,26.351787
346.565613,9.127976,74.62056233,8.736111333,17.03149233,11.660135,5.845402667,7.441923333,10.145334,10.48418333,7.304730667,15.69285767,17.712238,4.488868333,26.42532033
346.933014,9.075191333,74.42328,8.704187,16.97114333,11.6994,5.949498,7.450399,10.162896,10.45926733,7.273816667,15.68244033,17.70942033,4.542269667,26.48265833
347.300354,9.013224333,74.26203533,8.714802667,17.01226433,11.74850267,5.93921,7.488547,10.10652967,10.472719,7.234778333,15.70656967,17.71606067,4.541598,26.52855433
347.667694,8.944945,74.12897,8.750141667,17.04248067,11.73750933,5.970224333,7.411533,10.09797367,10.459118,7.093485,15.760844,17.68889333,4.523387667,26.64044067
348.034973,8.930044667,74.02017833,8.774557,17.04510067,11.76474033,5.987140333,7.338151333,10.120784,10.46881567,7.056673,15.80477867,17.68661033,4.504365,26.772815
348.402222,8.923892667,74.06536233,8.750092667,17.026803,11.78797167,5.924299,7.326119333,10.138594,10.44080567,7.181541333,15.83783067,17.73471867,4.476498667,26.86476067
348.769409,8.964593333,73.89431267,8.756599667,17.04151533,11.78412833,5.991745333,7.338989667,10.13972933,10.44056033,7.206065,15.84750667,17.84040367,4.512981,26.89734767
349.136627,8.962625333,73.73652767,8.909745667,17.066913,11.769764,5.988637667,7.386426333,10.058718,10.47539367,7.158646667,15.9087,17.75715833,4.548641,26.96546567
349.503784,9.038900333,73.70212967,8.956470667,17.11205633,11.76884133,6.027606,7.370768333,10.06755367,10.39578433,7.055503333,15.93348133,17.84636033,4.507768333,27.07957633
349.870911,8.986012333,73.62429967,8.956737,17.131326,11.79368033,6.062626667,7.379393333,10.02349733,10.46547167,6.989208,15.960647,17.83290667,4.501589333,27.11723067
350.238007,9.003377333,73.47786067,8.992689667,17.129715,11.81944367,6.086148667,7.330634,10.065294,10.52014567,7.002956,16.055737,17.87777267,4.526800667,27.12203867
350.605072,8.977433333,73.30538433,9.029095333,17.203923,11.889114,6.107527333,7.286387333,10.04116367,10.44185467,6.921018,15.99084867,17.84182033,4.522619,27.212602
350.972107,8.997933667,73.16363633,9.070194667,17.292559,11.87731167,6.10795,7.280907333,10.05738333,10.43744433,6.934013333,16.00204067,17.87662267,4.586285667,27.31167633
351.339111,9.031927,72.83879467,9.099908667,17.289806,11.852617,6.144980667,7.264655333,10.03547967,10.43569467,6.923520667,16.02102133,17.898175,4.574914667,27.43189533
351.706085,9.073078,72.49059933,9.181249667,17.28461267,11.878654,6.143087,7.261854,10.02628033,10.42272067,6.870763667,16.0402,17.90715933,4.475624667,27.44090267
352.073029,9.114926667,72.23683067,9.171577667,17.31824133,11.82898767,6.121317333,7.310961333,9.981925,10.44551867,6.981921667,16.11893133,17.91271133,4.482918333,27.482388
352.439972,9.124598667,72.02477633,9.234396333,17.35667767,11.864729,6.129658333,7.333742,9.902263667,10.43098767,7.018161667,16.14263267,17.86617533,4.476670667,27.501816
352.806824,9.125073667,71.66913733,9.230957,17.306973,11.87636233,6.151288,7.351927667,9.958503333,10.35275467,7.071991667,16.14907833,17.754726,4.45939,27.490291
353.173676,9.175194,71.30509533,9.226035667,17.34465967,11.94437433,6.132727,7.302717333,9.934770667,10.278149,7.111108333,16.17152333,17.68981733,4.417281333,27.523136
353.540466,9.160536,70.99325967,9.300235,17.35031867,11.91842767,6.047974333,7.293376,9.900037667,10.309516,7.163662333,16.26719533,17.72305333,4.402575,27.618194
353.907257,9.209361667,70.63979967,9.290105333,17.32122033,11.979706,6.088824,7.333939333,9.892918333,10.348806,7.199276667,16.319345,17.72833933,4.344530667,27.58230733
354.273987,9.238945333,70.36385233,9.335309667,17.32424367,12.00804633,6.118763667,7.35398,9.820570333,10.369599,7.157119667,16.32201,17.748329,4.322573333,27.57074733
354.640747,9.252345667,70.07347867,9.412580333,17.388679,11.956361,6.089423667,7.351397667,9.765764667,10.38424167,7.151166,16.33439733,17.73720167,4.283055667,27.60008367
355.007446,9.366286333,69.838647,9.416594667,17.39969633,11.9281,6.097010667,7.415781333,9.823346667,10.38186667,7.177917667,16.40285867,17.71884367,4.345682,27.62993533
355.374115,9.413573667,69.58097467,9.387073667,17.38997933,11.866966,6.029139333,7.471964333,9.862958667,10.37931933,7.298188667,16.391769,17.744959,4.324053,27.65886567
355.740723,9.425947,69.36051567,9.372887,17.41980267,11.92274267,6.060478,7.516677333,9.833267667,10.39784467,7.340811667,16.431617,17.80418733,4.354629333,27.721246
356.1073,9.484105667,69.00791033,9.344921333,17.49533167,11.943836,6.105451,7.549338,9.846274333,10.394836,7.358197667,16.40155367,17.788666,4.345629333,27.78905633
356.473846,9.502204667,68.83800133,9.33485,17.484804,11.88754733,6.036952,7.588929333,9.872668667,10.415232,7.382259667,16.38472367,17.778879,4.341295,27.845371
356.840393,9.568826333,68.665573,9.279184,17.53193367,11.893446,6.066372,7.554627667,9.929598,10.346,7.435901,16.323003,17.84135933,4.367997333,27.95035367
357.206879,9.593960667,68.33218133,9.245866333,17.534966,11.96916567,6.088928667,7.550132667,9.934454,10.392185,7.431303333,16.285575,17.85969267,4.380922,27.983134
357.573364,9.658518667,68.076734,9.248578,17.57646133,11.93151933,6.091822667,7.560199,9.990808,10.37949367,7.491854,16.276956,17.90368467,4.386971,28.063392
