wl,W1.N,W13.N,W15.N,W25.N,W27.N,Y1.N,Y3.N,Y9.N,Y11.N,Y14.N,Y25.N
338.10733,20.03171,8.996371,10.94907967,14.35001033,7.478652,8.212448667,6.466353333,8.141249,13.85394367,14.008462,11.72488033
338.475433,20.03748667,9.037301,10.95003267,14.27423133,7.529314333,8.197742667,6.480984667,8.168083333,13.91194967,14.02155233,11.64851767
338.843475,20.01558733,9.120235333,10.956186,14.256846,7.558140667,8.210945,6.429326667,8.224402667,13.85461933,14.033428,11.608878
339.211517,20.060214,9.060048,11.04772533,14.30038033,7.574522,8.316414333,6.445246,8.217235667,13.83536467,14.11446767,11.53426867
339.579498,20.03974867,9.035961333,11.033008,14.27911533,7.540072667,8.361876,6.4329,8.149014667,13.84907433,14.17237633,11.60350033
339.947449,20.07863267,9.031793,11.078115,14.24258733,7.614776667,8.387477333,6.415557667,8.18478,13.761501,14.16782333,11.62449933
340.31543,20.17653667,9.140644667,11.09224433,14.23156167,7.743477333,8.372116,6.435526333,8.163394667,13.69156567,14.15402467,11.74176533
340.683289,20.19960433,9.164675333,11.08246067,14.19096067,7.771642667,8.390864333,6.466283333,8.172997333,13.615236,14.16571667,11.796242
341.051208,20.20247533,9.162077667,11.13074567,14.24824533,7.811773333,8.461694333,6.419968,8.250292667,13.596764,14.133297,11.81224067
341.419067,20.216093,9.08379,11.14489767,14.18567233,7.802255,8.433506333,6.411462,8.268021,13.56228867,14.15411667,11.85795667
341.786865,20.230833,9.011919667,11.14198267,14.19560733,7.805835667,8.428303333,6.391719667,8.229758667,13.49731267,14.19963233,11.84156467
342.154663,20.22781567,9.004045,11.201891,14.177876,7.748662333,8.467205,6.365409,8.285157333,13.49547433,14.152147,11.906576
342.522369,20.13527433,8.923203,11.19304367,14.13337567,7.828914333,8.387306333,6.392359,8.267417333,13.46616,14.08485167,11.90147733
342.890076,20.20034167,8.98236,11.16937333,14.205973,7.796494333,8.410484667,6.457863,8.329724,13.47379533,14.110942,11.90964267
343.257813,20.20818533,9.057647,11.13086867,14.19360033,7.765352667,8.410224667,6.455009,8.399873667,13.472713,14.06337833,11.92560733
343.625458,20.27044033,8.991874333,11.250582,14.30036733,7.769041,8.376047667,6.546705667,8.496149667,13.51287633,14.088544,12.02038967
343.993134,20.254643,8.956626333,11.21351733,14.300058,7.764594667,8.418996333,6.503332,8.490336667,13.499457,14.07802633,12.00983
344.360718,20.277305,8.956796667,11.23377333,14.331526,7.810768,8.464325667,6.498900333,8.494605,13.51414867,14.09894533,12.00733433
344.728271,20.13927,8.984993667,11.29736767,14.362603,7.769176667,8.485641667,6.501654,8.474427667,13.50345033,14.103733,12.01599967
345.095795,20.187088,9.016679,11.259116,14.415516,7.836439,8.465175333,6.545387333,8.476776,13.502564,14.110225,12.08139433
345.463287,20.22063567,8.941948,11.277024,14.417709,7.811559667,8.477198333,6.579029,8.564438333,13.46530733,14.16166667,12.12311667
345.83075,20.20733,8.974224333,11.34596,14.517928,7.910188333,8.536004333,6.540172333,8.608757,13.41101667,14.21588,12.19371667
346.198212,20.132764,8.978848,11.304445,14.62525533,7.838327333,8.589718667,6.559003667,8.64536,13.40287433,14.26333567,12.2988
346.565613,20.171353,8.947941667,11.29153333,14.676941,7.829281333,8.642065333,6.589962,8.648749667,13.421989,14.29379867,12.35938167
346.933014,20.16519367,8.898578667,11.28550167,14.754602,7.745153667,8.627330667,6.628833,8.683575,13.386061,14.24784933,12.538431
347.300354,20.15645533,8.888885667,11.335675,14.741197,7.819638333,8.635189667,6.611863667,8.752977,13.37884933,14.23431767,12.58713333
347.667694,20.17523267,8.865039667,11.34895067,14.80850733,7.841753667,8.660975333,6.582043,8.767485667,13.42225633,14.29467267,12.57150967
348.034973,20.136791,8.788635667,11.38981967,14.89640367,7.765335667,8.639565667,6.558354333,8.805107333,13.41523233,14.347404,12.59147133
348.402222,20.12009067,8.895572333,11.386687,14.991459,7.804944,8.691852,6.618202,8.752300333,13.395263,14.37989367,12.62493233
348.769409,20.09741267,8.872851,11.35070233,14.99713167,7.861908,8.694683,6.678790333,8.74722,13.36544367,14.38279533,12.56483433
349.136627,20.04575267,8.97065,11.36808667,15.10876133,7.840262,8.814424,6.673743333,8.648135667,13.376878,14.31116833,12.54912367
349.503784,20.03748267,9.011137333,11.35485567,15.25346833,7.833033,8.86288,6.730845,8.647432667,13.356452,14.383617,12.626635
349.870911,20.01783067,9.044659667,11.37868333,15.339938,7.822081667,8.891786333,6.732038667,8.678962,13.45056533,14.405813,12.626466
350.238007,20.09086167,9.072301,11.343196,15.369101,7.816744667,8.892146,6.769033333,8.657676,13.45868533,14.53608867,12.684016
350.605072,20.01778667,9.052411333,11.40980533,15.36921833,7.863022667,8.938098667,6.754699333,8.684227667,13.43617733,14.56570667,12.69365
350.972107,19.95469767,9.007913667,11.397534,15.36962,7.89606,8.961932,6.761305667,8.675403,13.45972467,14.64857567,12.72661467
351.339111,19.95143467,9.041385333,11.335055,15.28573,7.850531,9.011383667,6.715816333,8.676747667,13.36919033,14.62597633,12.69649
351.706085,20.05256533,8.978959,11.410306,15.29068067,7.851530333,8.995437667,6.758759,8.732601667,13.39444833,14.67496533,12.78518367
352.073029,20.05013533,9.000368,11.44142667,15.32476367,7.879939667,8.964498333,6.741328,8.787209667,13.37791967,14.73422467,12.801141
352.439972,20.09114433,8.987722667,11.47396433,15.34180033,7.949657333,8.893583,6.753536667,8.802618333,13.29360667,14.75457067,12.777159
352.806824,20.111732,9.028117333,11.55990733,15.324457,7.931783667,8.847797333,6.744455333,8.813341333,13.298905,14.78503667,12.67975533
353.173676,20.140721,9.038536667,11.55328067,15.28751133,7.985078333,8.895106667,6.816981667,8.713331,13.259093,14.762006,12.70799267
353.540466,20.12604467,9.013653,11.54665067,15.29189967,7.911153,8.882392,6.913884667,8.693562333,13.30034667,14.73652533,12.728724
353.907257,20.09795067,9.005095,11.63223167,15.337333,7.931366,8.909678333,6.927772333,8.680989,13.317053,14.73048667,12.75482867
354.273987,20.08069233,9.035556333,11.65591067,15.36862933,7.949943,8.867693,6.889620333,8.684279,13.33476167,14.67993167,12.73854033
354.640747,20.08283,9.061210333,11.61225767,15.350315,8.048199667,8.892816667,6.892202333,8.751247667,13.36360533,14.75118667,12.63318767
355.007446,20.10870967,9.099367333,11.67900867,15.43492433,8.013348667,8.897365,6.910451667,8.755663,13.38848067,14.74689633,12.58034933
355.374115,20.06683433,9.120501333,11.673936,15.50995167,8.013015333,8.915035,6.897295667,8.778436,13.42063667,14.70422333,12.63801267
355.740723,20.10689533,9.171508333,11.68127433,15.57346167,8.015552667,8.991009,6.919979,8.870923333,13.42981133,14.70976433,12.67761
356.1073,20.081171,9.141764333,11.706314,15.595438,7.940737333,8.987808,6.945176667,8.929706,13.542571,14.72518233,12.73509367
356.473846,20.09812233,9.258597667,11.74975233,15.61924633,7.915393667,9.017064667,6.949343333,8.967806333,13.53818033,14.805493,12.75271033
356.840393,20.12852233,9.235481,11.77149567,15.66204067,7.979605333,9.033422667,6.962393667,9.038006667,13.53557567,14.80755567,12.80044067
357.206879,20.19352167,9.279195333,11.75839533,15.629208,8.000986333,9.058274667,6.97248,9.071772333,13.572965,14.84085067,12.806341
357.573364,20.23329367,9.276603333,11.80419667,15.60627033,7.961225333,9.107349333,7.007606,9.112170333,13.52126,14.898291,12.817844
357.939789,20.21126133,9.368538667,11.85339167,15.627133,7.938592667,9.152966,7.005211667,9.162612,13.53756433,14.87693467,12.770749
358.306213,20.211497,9.392412333,11.81286133,15.65390133,7.919613333,9.19783,7.034884333,9.157366,13.562679,14.900077,12.75742267
358.672577,20.251095,9.460405667,11.88371367,15.70417933,7.893246667,9.232305667,7.036503,9.185935667,13.53783567,14.914303,12.805256
359.03891,20.25413567,9.476569,11.94629733,15.82247233,7.900169667,9.301641333,7.069981333,9.213098667,13.60771533,14.95051833,12.816828
359.405212,20.244655,9.493976333,11.935519,15.896432,7.883292667,9.371614,7.078735,9.252306667,13.600424,14.969725,12.770359
359.771484,20.25522167,9.497207667,11.93510667,15.90908367,7.945926,9.444583333,7.130876667,9.271981,13.60321733,14.98132633,12.78161533
360.137695,20.28457533,9.515003333,11.926576,15.938418,7.940191667,9.521099333,7.155114667,9.359402667,13.634397,15.069345,12.827687
360.503937,20.30315667,9.531034333,11.952729,15.93587267,7.950491333,9.650584667,7.203282,9.403413333,13.647104,15.085567,12.89421867
360.870148,20.279365,9.572821,11.94076167,16.06199333,7.918074,9.681273,7.204338,9.504939,13.66307067,15.083726,12.93296967
361.236298,20.307577,9.594473667,11.96110433,16.12737467,7.913403333,9.719703333,7.167816333,9.565441667,13.740336,15.07936033,12.95610433
361.602417,20.38404133,9.648030333,12.00874633,16.13769233,7.905057667,9.785202667,7.164102,9.619119333,13.76210267,15.12038533,12.98054233
361.968475,20.42186733,9.688266667,12.04078767,16.21019133,7.917167,9.875279667,7.223736,9.647649,13.82322933,15.16569633,13.03938033
362.334503,20.44447033,9.732345,12.08314567,16.293946,7.919361667,9.925965,7.287939,9.624285667,13.808425,15.245358,13.10626033
362.700562,20.45097767,9.817615667,12.067013,16.29374633,7.96102,10.00226667,7.332349333,9.667767,13.82939667,15.28961833,13.15455967
363.066528,20.48818467,9.854305667,12.12801367,16.302445,7.963714667,10.02588133,7.388503667,9.680012,13.84170767,15.32654767,13.163542
363.432526,20.510355,9.876423,12.14924133,16.287102,7.993729667,10.063553,7.448679,9.662554667,13.93619233,15.385529,13.131119
363.798431,20.582601,9.915279333,12.17737333,16.288331,8.0864,10.17776333,7.496777667,9.741988333,13.891836,15.40386133,13.12419933
364.164337,20.59444867,9.909587667,12.214285,16.33019967,8.108119,10.239961,7.540205333,9.736168333,13.95742133,15.39088967,13.13743867
364.530182,20.657858,9.949825333,12.22624033,16.31933933,8.089661,10.31982067,7.572142667,9.770384667,14.03558133,15.54537433,13.170945
364.895996,20.67793467,9.986512333,12.287701,16.36677333,8.100821667,10.342316,7.612031667,9.851637,14.094524,15.573409,13.21396967
365.26181,20.65591633,10.03479367,12.325396,16.449518,8.220060333,10.375772,7.659487667,9.859607667,14.20632233,15.597046,13.298381
365.627563,20.75291133,10.016914,12.33310067,16.55520633,8.286630333,10.50892533,7.723992,9.952961333,14.23376033,15.726744,13.38549033
365.993286,20.850546,10.07796167,12.44687567,16.67632967,8.322244333,10.59211067,7.760962,10.03588,14.29526933,15.79148067,13.461736
366.359009,20.95200533,10.10693067,12.47463633,16.79434367,8.337633667,10.68635733,7.835357667,10.18915533,14.34806333,15.90031733,13.51035
366.72467,21.001425,10.11633167,12.51288933,16.82534067,8.373988,10.66441867,7.907465667,10.22090633,14.408639,16.00376833,13.58046667
367.090302,21.033381,10.205615,12.57263733,16.86042467,8.421245667,10.69137833,7.973822333,10.27677633,14.48033967,16.090123,13.691009
367.455902,21.097161,10.285517,12.69589767,16.95315567,8.364965667,10.707045,7.973664333,10.32503533,14.52174667,16.17674567,13.79251733
367.821503,21.12384333,10.34405033,12.76552333,17.04643333,8.381537333,10.76049233,8.009000333,10.331095,14.62492467,16.23722033,13.826299
368.187012,21.194892,10.39849433,12.82616633,17.06649267,8.355698667,10.770127,8.021462,10.35863933,14.70275567,16.39296933,13.85740967
368.552521,21.29579567,10.44374833,12.95577833,17.09101233,8.419870667,10.83568767,8.033474,10.42492767,14.784303,16.549618,13.88561567
368.917999,21.404154,10.49934367,12.92886533,17.12279833,8.509447,10.911415,8.091254667,10.480543,14.76411567,16.60683933,13.87821967
369.283447,21.44623233,10.59376933,12.94483267,17.179264,8.550255333,10.95208633,8.161352333,10.49465767,14.765479,16.634851,13.90688267
369.648865,21.519342,10.642621,13.028178,17.17777433,8.556441333,10.992745,8.181848,10.64169533,14.77448267,16.72839367,13.948827
370.014282,21.56843233,10.65803967,13.067598,17.20000967,8.503443333,11.03920933,8.197289667,10.75485333,14.89950433,16.699768,14.03722133
370.379608,21.684339,10.58432533,13.08251633,17.29262267,8.472161667,11.16113233,8.248959667,10.84121067,14.975432,16.813219,14.16418367
370.744904,21.78410967,10.588793,13.09893233,17.33994267,8.494249667,11.24652467,8.377669333,10.94541833,15.05127,16.92915067,14.20423467
371.110168,21.83699333,10.594455,13.12924,17.41551967,8.524305333,11.33381967,8.431333,11.006192,15.026936,16.99216167,14.27941067
371.475403,21.873897,10.625191,13.181963,17.511365,8.559148667,11.30080233,8.389921,11.037825,15.11836967,17.10356867,14.31056467
371.840637,22.01880233,10.647331,13.21297167,17.49904033,8.55598,11.359217,8.384432667,11.16882233,15.15801533,17.20078567,14.41496667
372.205841,22.06064167,10.673644,13.32445767,17.57618033,8.617767667,11.39466933,8.399411,11.285075,15.16867367,17.153111,14.49102633
372.570984,22.10004033,10.64162933,13.40905167,17.61217433,8.607891333,11.55691467,8.421404333,11.28652267,15.13467267,17.112618,14.49808033
372.936127,22.16320933,10.74730733,13.45975767,17.622415,8.609076333,11.63685367,8.541754333,11.32795533,15.095104,17.14452433,14.47846867
373.301208,22.15482567,10.81513967,13.492351,17.674665,8.584946,11.718874,8.574144,11.33899033,15.16526033,17.162589,14.55712967
373.66626,22.19986633,10.886526,13.51689033,17.671657,8.616811333,11.858191,8.642956333,11.48787167,15.21037633,17.16281333,14.64479367
374.03125,22.271598,10.908862,13.58944433,17.65609467,8.672522333,11.95130567,8.723054,11.50050867,15.26751133,17.22978967,14.716094
374.39624,22.236486,10.98494767,13.68050833,17.67610967,8.671071333,12.09777033,8.791855,11.671722,15.33497933,17.316468,14.743227
374.7612,22.30026967,11.04085267,13.76520667,17.72006167,8.719676667,12.23882633,8.830923333,11.725564,15.40811767,17.356439,14.83468867
375.12616,22.431499,11.04994967,13.80005933,17.706764,8.721715,12.30249767,8.847370667,11.785062,15.43015433,17.38681467,14.82853333
