wl,W2,W3,W15,W16,W17,W18,W25,W26,Y2,Y4,Y16,Y18,Y27,Ak1,Ak2,Ak4,Ak5,AkOB4,Cl,Et1,Et4,Et13,Lh1,Lh2,Lh3,Lh5,Lh6,Lh7,Lh8,Lh9,Lh10,Np,Np1,Np2,Np3,Np4,Np9,Np20,Np23,Np27,Pg3
314.115906,7.39425,4.230830667,9.618269667,7.931526333,13.61598333,16.99975333,44.631596,7.528582333,9.959396333,11.06022633,8.048693667,7.553528667,10.43462567,11.540761,23.38854567,19.20032567,9.904323,10.84390767,12.68267733,3.858456,11.48139833,6.337291333,11.93870067,20.748715,14.86027833,10.83821567,5.605500333,7.152479333,7.886857333,16.98788533,18.63147,6.520535667,10.60277367,12.52102667,3.833148,8.394177667,12.99825,7.161642333,13.39726667,5.925952333,6.477071
314.485962,7.372341333,4.138571,9.581155,7.845857333,13.549501,16.98365567,44.46057333,7.477262333,9.977394333,11.06600833,8.011338333,7.497975,10.43671067,11.49335667,23.36554167,19.191421,9.874451333,10.846067,12.67890133,3.883839333,11.48081767,6.412054,11.882414,20.698824,14.90910833,10.83778833,5.603465333,7.103754,7.939309,16.99052767,18.48485567,6.624580667,10.661896,12.538887,3.791516667,8.392719,12.92116567,7.139189,13.38793467,5.895369,6.439757667
314.855988,7.323124333,4.112809,9.570446667,7.852631,13.52748067,16.987518,44.444637,7.495101333,9.967209,11.002761,8.043525333,7.544567667,10.42474933,11.58266,23.27956767,19.142158,9.923173,10.84274867,12.64855,3.886241667,11.45748167,6.48842,11.862816,20.627456,14.860584,10.84200567,5.604146333,7.117487,7.869753333,16.96041433,18.39538633,6.635723333,10.67655333,12.522203,3.726014667,8.392005333,12.95786467,7.120083333,13.31337167,5.901114667,6.444885333
315.225983,7.255531333,4.08495,9.596346333,7.864423667,13.44127933,17.02370767,44.345471,7.549334,10.04442867,11.045071,8.107232667,7.519227333,10.41337767,11.51909233,23.16506733,19.07424633,9.904051667,10.82137267,12.704335,3.948859333,11.42630667,6.422769,11.75990567,20.634057,14.83008967,10.80935367,5.516565667,7.003617,7.803914,16.95497867,18.400976,6.648382,10.67774,12.40633567,3.690488,8.389747333,12.96026267,7.048364333,13.339243,5.858013667,6.414762
315.595947,7.2794,4.023859,9.569107,7.790548667,13.41489933,16.96565967,44.306994,7.505199,10.086608,11.00038833,8.160602333,7.542281667,10.37167167,11.44671433,23.151698,19.032634,9.857380333,10.79468333,12.78564367,3.954822667,11.44932133,6.462912667,11.74509067,20.522425,14.668475,10.770371,5.507052,7.042110667,7.818608333,16.92538867,18.46236633,6.721000667,10.67550633,12.39938267,3.681496667,8.389352,12.938285,7.084022333,13.303822,5.736500667,6.407509667
315.965912,7.257198333,4.053371,9.583642,7.779759,13.32071967,16.94100733,44.20909367,7.413784667,10.06391967,10.98144267,8.176285333,7.464942,10.38244133,11.49002767,23.05417933,18.924732,9.819507667,10.71902633,12.76935567,3.927409,11.44498567,6.44605,11.65609767,20.42313333,14.565483,10.70497433,5.446666667,7.0034,7.888690333,16.86479567,18.35161667,6.783028667,10.696755,12.377843,3.642025333,8.354659667,12.927856,7.044276667,13.298326,5.671161333,6.385598
316.335815,7.195565333,4.057398667,9.608187,7.756634333,13.24809333,16.81429367,44.15126733,7.387561333,10.017434,10.911132,8.173375,7.559334667,10.23214533,11.526496,22.98883467,18.892232,9.795519,10.721413,12.76020867,3.80148,11.427471,6.515235333,11.55820267,20.30053567,14.53758767,10.64983267,5.409409667,7.096212333,7.873816333,16.84295867,18.330943,6.79536,10.62776567,12.37337567,3.606832,8.318247,12.92846367,7.029247,13.28647433,5.704743,6.410157
316.705688,7.159181333,4.046696333,9.591289,7.763363,13.21164667,16.724943,44.11314367,7.280339333,10.02026667,10.849236,8.201784667,7.525571333,10.13872767,11.497826,22.89173333,18.801497,9.742085,10.64385,12.79950233,3.815797667,11.430373,6.517401,11.624654,20.22190033,14.42713967,10.67443033,5.391084333,7.176721667,7.912212667,16.802476,18.279223,6.813628333,10.55575933,12.379853,3.588495667,8.365979,12.88024933,7.078259,13.365605,5.698577333,6.410586333
317.075562,7.233536333,4.042272333,9.516038,7.702979,13.155337,16.68525333,44.10247267,7.269086667,10.04623167,10.889729,8.258332333,7.487367333,10.03204233,11.502951,22.81076467,18.782385,9.753101333,10.53377,12.75343567,3.82199,11.44446967,6.51175,11.57353933,20.215341,14.33775233,10.59890867,5.411436667,7.097926667,7.837505667,16.77258367,18.229449,6.831778667,10.61508467,12.375701,3.533122,8.389759,12.813312,7.116762333,13.430158,5.710547,6.378836333
317.445374,7.092203,4.045083,9.435206333,7.736784667,13.129359,16.58930833,44.096804,7.207224667,10.02600767,10.83399933,8.304825333,7.564175,10.05629,11.55955433,22.747129,18.806544,9.793946,10.48047333,12.86008233,3.856356667,11.37727,6.409008333,11.607066,20.200588,14.37183433,10.61545067,5.297644667,6.981906667,7.785042,16.60847567,18.21099567,6.849649,10.59961567,12.304225,3.632597667,8.377027667,12.78569467,7.170258667,13.38081733,5.694573,6.413763667
317.815216,7.097265,4.067598667,9.459878,7.758956,13.18114,16.48811367,44.08451733,7.198728,10.01553633,10.838032,8.200286,7.554431667,10.129395,11.62194033,22.628121,18.802826,9.81947,10.47850567,12.825485,3.735085667,11.420772,6.393896,11.623682,20.17365367,14.34582133,10.65741333,5.273813,6.937373333,7.740494,16.56643667,18.15948433,6.801493667,10.63705433,12.180883,3.598842333,8.393704333,12.689372,7.067170667,13.44275133,5.724847667,6.403101
318.184967,7.129555333,4.123659333,9.526408667,7.740063,13.14803867,16.44169433,44.02656633,7.119263333,10.028336,10.80687033,8.126771333,7.548418,10.14783433,11.63732467,22.63283567,18.747139,9.719505333,10.423902,12.78639467,3.726691667,11.41640833,6.509743333,11.651346,20.05220767,14.299033,10.628115,5.343714,6.791450667,7.640133667,16.47713233,18.11394133,6.756759,10.606093,12.099009,3.519400333,8.347749667,12.60563067,7.122800333,13.45731467,5.687655,6.307249667
318.554688,7.072372667,4.066242333,9.508948,7.680481667,12.98633267,16.40140567,43.932971,7.068332667,10.042853,10.75756667,8.03688,7.514552667,10.08421667,11.590517,22.605256,18.72715467,9.638391333,10.34454667,12.76161533,3.729472333,11.46251333,6.538892333,11.656468,20.01045267,14.23999067,10.58315133,5.390633667,6.756764,7.532294,16.46757667,18.04942633,6.718421,10.679645,12.02053367,3.479851667,8.336897,12.581856,7.095266667,13.506244,5.713312,6.304715333
318.924377,7.045054,4.134189667,9.528905333,7.65616,12.93070267,16.34624833,43.90524533,7.097975667,9.916173333,10.828635,8.114206,7.370839333,10.145505,11.606754,22.56038733,18.67457167,9.598890333,10.27750067,12.727839,3.676379333,11.49193133,6.633289,11.57020767,19.90661467,14.188276,10.61121867,5.392057,6.764168667,7.490159333,16.423957,17.928103,6.731757667,10.72384,12.042905,3.556240333,8.344508333,12.609538,7.122663667,13.56779867,5.626893667,6.263000667
319.294037,7.083337667,4.135412,9.490682667,7.659501,12.96300033,16.29477,43.85538567,7.052412333,9.889986,10.87745033,8.102406,7.353439333,10.07785233,11.62062167,22.501478,18.655548,9.515844,10.28088233,12.66767033,3.596959,11.50570467,6.688644,11.51956467,19.84062633,14.15163,10.61091333,5.382752,6.774880333,7.540104,16.377745,17.90794333,6.747807,10.67540233,12.13147833,3.439744,8.32984,12.45795567,7.099839667,13.670936,5.645254333,6.159866
319.663696,7.130906,4.092734333,9.446778,7.660750667,12.96104,16.25724533,43.866344,7.031798333,9.937801,10.967462,8.174219667,7.336514,10.02558533,11.63220133,22.48733167,18.61309433,9.493490667,10.12845667,12.66305833,3.560071,11.48179433,6.690715,11.46418333,19.90260133,14.04748167,10.621693,5.363277,6.776133333,7.586648333,16.346615,17.87640233,6.741832,10.58000033,12.14516767,3.419840333,8.324674,12.44981167,7.050023667,13.72653967,5.61584,6.176895
320.033295,7.141308333,4.174361333,9.432748,7.621123333,12.81671633,16.184377,43.911877,7.110043333,9.997428,10.931209,8.150254,7.333728,10.00358633,11.618391,22.37258867,18.47070167,9.559315667,10.04186433,12.66984033,3.552748333,11.43389167,6.689628,11.45952833,19.88108633,14.01602867,10.624905,5.345324333,6.811001,7.547728,16.242263,17.77434667,6.742034,10.59100667,12.062826,3.525274333,8.246170667,12.37626833,7.133218333,13.638644,5.631643,6.112927667
320.402924,7.060924333,4.126005,9.427714667,7.587858,12.84953067,16.227739,43.83498267,7.093360667,10.015487,11.003063,8.127239333,7.432205,9.994508667,11.54368667,22.30009233,18.38339333,9.351453667,10.017334,12.529686,3.613011333,11.34861633,6.661931333,11.46053833,19.72143133,14.080988,10.60729433,5.306641,6.876801667,7.602809,16.14424833,17.68861967,6.781657667,10.52557567,12.030971,3.66879,8.279296333,12.28872467,7.102954667,13.749358,5.576265667,6.116982
