wl,EtBW1.W,EtBW3.W,EtBW4.WY,EtBW5.W,EtBW6.W,EtOB1.W,EtOB2.W,EtOB3.W,EtOB4.W,EtOB5.W,EtOB6.W,EtOB7.W,EtOB8.W,EtSY1.W,EtSY2.W,EtSY3.W
308.190857,48.41511033,100.3380203,24.138181,49.62517167,37.57277167,25.856076,56.79025133,23.65634067,42.360724,26.86764633,36.36885533,28.742831,36.158378,44.529124,27.46127933,27.04905
308.561401,48.46497867,100.3607303,24.023011,49.86502567,37.67640933,25.997153,56.65844233,23.78689867,42.682097,27.051199,36.693435,28.90409667,36.22914567,44.706675,27.56098967,27.241201
308.931915,48.49207333,100.2371037,23.88777767,50.019339,37.877125,26.163374,56.66421533,23.93162933,42.93388367,27.24810533,36.95030267,29.035448,36.25489067,44.84565733,27.69019433,27.37345867
309.302399,48.615668,100.1567433,23.79738733,50.21646967,37.96350733,26.406853,56.470473,24.045718,43.209891,27.479296,37.259032,29.23882033,36.42924533,44.91923433,27.82815067,27.633577
309.672821,48.64452767,100.447108,23.67364967,50.48846733,38.00920467,26.66689167,56.46738833,24.17593567,43.55095533,27.66228167,37.49374233,29.48074167,36.609941,45.11493333,28.05742233,27.91547867
310.043243,48.78398267,100.644585,23.53769633,50.760026,38.14518733,26.96242067,56.382276,24.38799667,43.920302,27.862852,37.67073833,29.72483867,36.70783233,45.31825133,28.21800267,28.10998333
310.413635,48.870224,100.7293853,23.427733,51.07645667,38.32997,27.159961,56.388527,24.708873,44.20728833,28.11846933,37.889077,30.026901,36.80875867,45.55597667,28.373097,28.31935567
310.784027,49.02856933,100.5940117,23.32009633,51.284645,38.47006867,27.44369467,56.343201,24.95156967,44.453674,28.42898267,38.184254,30.353544,36.910828,45.83669,28.60064933,28.60827533
311.154327,49.16787067,100.5992023,23.26224233,51.54109033,38.54966233,27.802489,56.30937433,25.26699467,44.82661333,28.60360133,38.50745833,30.800527,37.043015,46.12807967,28.76105767,28.84576933
311.524628,49.257023,100.6305923,23.202137,51.70164733,38.687242,28.04630133,56.277457,25.48805633,45.23537433,28.822792,38.80945833,31.08683667,37.301281,46.40269733,28.91715133,29.12887967
311.894928,49.28848767,100.8307773,23.027515,51.92574433,38.83914067,28.46144167,56.18263367,25.74592067,45.67321667,29.124796,39.16428767,31.48237767,37.53605,46.69178133,29.17951533,29.42762633
312.265167,49.430177,100.8513947,22.976337,52.21794533,39.03894567,28.933603,56.18186067,26.05865467,46.107877,29.47488533,39.67125067,31.87567333,37.68249067,46.99201733,29.45715633,29.838392
312.635345,49.70057033,101.0724207,22.87981167,52.52120833,39.35394933,29.323678,56.07706467,26.47608667,46.52471167,29.83914733,40.15969367,32.34767833,37.94283667,47.54045367,29.884103,30.15954133
313.005524,49.936352,101.222028,22.83224033,53.04564033,39.66460067,29.76832467,56.21386467,26.860472,47.273004,30.231186,40.655372,32.875824,38.292538,48.07510733,30.25161133,30.748368
313.375671,50.26072433,101.3778177,22.735984,53.615892,39.91762933,30.35495433,56.32801933,27.235932,47.88282233,30.67572467,41.26850567,33.48355667,38.66598267,48.593398,30.68151033,31.31417133
313.745819,50.47237133,101.743899,22.64339,54.14307,40.14866633,30.866605,56.43562433,27.69527033,48.49543533,31.19817633,41.99997,34.203176,39.10278367,49.281208,31.19000067,31.93558833
314.115906,50.788106,102.4054513,22.60654067,54.85744367,40.47985967,31.53106933,56.679671,28.209902,49.34640133,31.920112,42.81129633,34.955028,39.544818,50.08001433,31.61395267,32.67258067
314.485962,51.11917533,102.823021,22.48203033,55.54741533,40.94649633,32.34369533,56.83959067,28.872058,50.211833,32.63650367,43.62019333,35.79710333,40.168129,50.835214,32.19012633,33.43667333
314.855988,51.54159033,103.2522583,22.38226267,56.18756367,41.426678,33.15520367,57.126363,29.53354867,51.26699033,33.44944567,44.44579733,36.656272,40.75269067,51.81889967,32.785569,34.39534267
315.225983,52.10105767,103.6611937,22.28374867,57.093483,41.89055533,34.112628,57.462237,30.269838,52.34929,34.33169933,45.461179,37.56324633,41.484244,52.860905,33.47676333,35.349762
315.595947,52.679118,104.4044777,22.21500067,57.90480267,42.272095,35.101406,57.73164267,31.072338,53.51223633,35.32872967,46.468563,38.65299333,42.31723033,53.89218767,34.228003,36.44580567
315.965912,53.24669667,104.8692803,22.163512,58.753961,42.811765,36.22925567,57.947328,31.90438833,54.74504067,36.40481833,47.72767267,39.85819267,43.18717067,55.00730267,35.066573,37.62903733
316.335815,53.92729567,105.4119033,22.04731933,59.69071067,43.39578267,37.53921133,58.36000933,32.758571,55.99836233,37.559489,49.003301,41.16168333,44.09344367,56.22243133,35.85413733,38.86707567
316.705688,54.69885,106.0425617,21.835217,60.60867567,44.005605,38.86869167,58.581783,33.75382767,57.32420833,38.66504833,50.348222,42.44405867,45.11324567,57.664295,36.65759033,40.27456
317.075562,55.35974733,106.7077637,21.78052167,61.574505,44.69260933,40.17817167,58.931793,34.781035,58.69838733,39.85523733,51.72846967,43.843796,45.996082,59.035052,37.59015267,41.664799
317.445374,56.07295367,107.234314,21.71742267,62.68806067,45.428814,41.65623833,59.22118633,35.858785,60.12179533,41.13123033,53.16335333,45.17905167,46.87589267,60.47252667,38.41637433,43.016211
317.815216,56.74897133,107.818751,21.58048233,63.66675333,46.05971033,43.11153033,59.52607833,36.90838267,61.54560233,42.413629,54.629448,46.72283067,47.90003833,61.97607667,39.393142,44.43411367
318.184967,57.589897,108.4647343,21.528979,64.82899333,46.75330367,44.59229033,59.857946,38.06074533,63.219518,43.62593333,56.25306067,48.388587,48.956046,63.60588833,40.46342333,46.07615167
318.554688,58.39409233,109.238116,21.37162033,66.04127,47.535333,46.218821,60.250539,39.088079,65.157313,44.98712767,57.99668133,50.1819,50.08688233,65.22057367,41.52858233,47.87769233
318.924377,59.32140333,110.1166837,21.16939233,67.24344767,48.38502533,47.96652467,60.70004633,40.355461,66.91453167,46.56766367,59.870055,51.960444,51.334151,67.06403733,42.79399867,49.725769
319.294037,60.23399867,110.8574193,20.966388,68.43898367,49.324736,50.00305567,61.14727667,41.69345967,68.88066567,48.210056,61.93132533,54.023374,52.65055833,68.956235,44.06217833,51.68166367
319.663696,61.189846,111.5966977,20.918061,69.84293,50.30288567,51.835795,61.591797,43.16883967,71.02863567,49.92975733,64.045119,55.95256167,53.99575167,70.85784533,45.27402767,53.737784
320.033295,61.885629,112.3921,20.78649433,70.93134033,51.13391133,53.770102,62.132421,44.63110867,72.98170467,51.58893833,66.01464067,57.82787833,55.326604,72.79989633,46.53444433,55.623309
320.402924,62.57965333,112.8632153,20.737929,72.04771033,51.89692067,55.776185,62.63599933,45.96567533,75.043653,53.19486233,68.10887033,59.82527433,56.62377033,74.585879,47.60680767,57.54601033
320.772461,63.464452,113.5155437,20.59067467,72.880398,52.57207,57.61105333,62.98883467,47.05593467,76.82053667,54.68025967,70.06754333,61.814893,57.71392433,76.26099667,48.766482,59.370332
321.141968,64.18109867,114.003352,20.513338,73.88157233,53.33739967,59.42179,63.28159567,48.29524267,78.67335767,56.207703,71.84911967,63.54908233,58.70312133,77.92422867,49.79746367,61.04802833
321.511475,64.97232333,114.223971,20.46908433,75.03477467,54.21001433,61.36312867,63.521914,49.453214,80.44045267,57.68431733,73.43438433,65.32127467,59.69375067,79.29146467,50.77447633,62.647073
321.88092,65.68281033,114.355382,20.31965433,75.83297,54.95609533,63.08246233,63.683408,50.692294,82.23593633,58.92267733,75.151464,66.96886333,60.58356867,80.63391367,52.00395033,64.14144767
322.250366,66.27023433,114.494316,20.288583,76.697029,55.57984833,64.68166467,63.91394567,51.70934167,83.83291633,60.22090167,76.70767967,68.59130367,61.46503567,82.09125767,52.92178767,65.728653
322.619751,66.83625567,114.7466813,20.16765667,77.658473,56.10473867,66.39427533,64.14947367,52.75585467,85.24014033,61.487854,78.35950467,70.27570067,62.475184,83.35888667,53.908943,67.21593733
322.989136,67.41935967,115.2048747,20.05154367,78.42241167,56.69439567,68.058726,64.285371,53.71744667,86.76766967,62.64190667,79.89516833,72.02663567,63.43516267,84.746381,54.826075,68.66625233
323.35849,67.899864,115.4384203,19.92079467,79.39279667,57.340819,69.59858733,64.42011267,54.68927233,88.18213933,63.81149533,81.58264033,73.68204233,64.30100633,86.11625433,55.72005067,70.231692
323.727814,68.43614567,115.71522,19.76933233,80.14076733,58.050982,71.277855,64.695873,55.78566733,89.461286,64.95355733,82.978812,75.19229167,65.19687667,87.39652733,56.53913,71.67815667
324.097107,68.976387,115.8989103,19.745138,80.831589,58.67942567,72.81907167,64.866877,56.81645067,90.76998367,66.02206267,84.46716567,76.754969,66.04176733,88.803088,57.39389067,73.11241133
324.466339,69.43014,116.3892367,19.754132,81.557223,59.21378067,74.265694,65.18149033,57.664734,92.068461,67.15987167,85.81627667,78.42010233,66.936811,89.847234,58.27661367,74.27588633
324.835541,69.808909,116.5906097,19.69023367,82.12608833,59.72378033,75.605212,65.24832033,58.40629567,93.26797767,68.11971167,87.07577133,79.66474667,67.59561667,90.90121467,59.112165,75.43569167
325.204712,70.09165733,116.7895787,19.64821833,82.56079867,60.10196667,76.725914,65.33828333,59.07917267,94.39603167,68.984679,88.28073767,80.93735033,68.281335,91.88428767,59.85702033,76.56471533
325.573914,70.50445533,116.7832053,19.67894833,83.13017533,60.44668067,77.85278833,65.438015,59.84299833,95.321953,69.99379467,89.60454533,82.17382067,68.964729,92.930959,60.46123467,77.77313
325.943024,70.7973,116.9629213,19.629302,83.67954533,60.78974133,78.97079467,65.49092867,60.48761267,96.15197233,70.909813,90.60044633,83.25797767,69.62118133,93.758919,60.97916167,78.744667
326.312164,71.11601233,117.0931527,19.62657167,84.19845567,61.18120467,80.12320433,65.613355,61.21111433,96.782486,71.80275967,91.58743933,84.19490567,70.20802933,94.659836,61.63862233,79.67398567
326.681244,71.33540833,116.97156,19.66227467,84.721873,61.613473,81.110377,65.632638,61.756897,97.73452767,72.63742833,92.45038233,85.26754267,70.80867233,95.433375,62.137142,80.60645033
327.050262,71.654116,117.233892,19.63932467,85.41767633,61.96917333,82.055636,65.63096367,62.38908367,98.55623633,73.36045833,93.34418633,86.22117867,71.268935,96.24457567,62.73120633,81.55895233
327.41925,72.03349033,117.24146,19.56365067,85.89424167,62.21042233,83.07453667,65.78529,62.882089,99.20344533,74.09357433,94.18075567,87.15656,71.67831433,97.12527967,63.42049033,82.386223
327.788239,72.58988467,117.4955137,19.541327,86.62549833,62.67628867,84.11790733,65.82705333,63.45752967,100.0166907,74.94148233,95.26022467,88.31020867,72.23890433,97.914879,64.01590467,83.18507133
328.157166,73.09531133,117.7740273,19.45411267,87.33600867,63.10109967,85.16953267,65.90816133,64.02122367,100.9426067,75.85422033,96.00510267,89.35617567,72.92653533,98.919207,64.55656933,84.24067433
328.526123,73.488434,117.975169,19.426574,88.180321,63.549441,86.170334,66.02943533,64.75448867,101.6339543,76.76726,96.91623433,90.296748,73.62859833,100.0312907,65.212292,85.24799833
328.894989,74.01138333,118.020869,19.31922733,88.67960833,63.94036867,87.09492233,66.112756,65.29734033,102.3212257,77.56677,97.90521367,91.25543733,74.18979267,101.0046843,65.895691,86.26049567
329.263885,74.179522,118.554062,19.18987233,89.00271333,64.13368233,87.75564567,66.119896,65.66860433,103.032163,78.12686667,98.80831667,92.07632667,74.71318033,101.6938983,66.35684967,87.24238867
329.63269,74.42131033,118.5905407,19.12928267,89.37948867,64.346779,88.527224,66.07798,66.00667433,103.2344817,78.68616767,99.372721,92.864985,75.33963633,102.5476683,66.550901,87.96866633
330.001495,74.60533933,118.7584887,19.12940367,89.719571,64.61774567,89.10358167,66.06813967,66.31538267,103.7497153,79.062017,100.0103113,93.449216,75.83240767,103.074473,66.980942,88.49319967
330.37027,74.893056,119.1224927,19.04367333,90.08333833,64.955929,89.691025,66.22991167,66.514122,104.273664,79.42896533,100.47626,94.00080367,76.05061833,103.5743307,67.39219667,89.100067
330.738983,74.967191,119.296224,19.04452133,90.505699,65.27095633,90.10223867,66.33815133,66.80355733,104.664945,80.061521,100.9300323,94.427251,76.334508,104.0947063,67.770168,89.839157
331.107697,75.216667,119.2988637,19.057638,90.62355033,65.560861,90.83099333,66.42514067,66.970825,105.267624,80.50139633,101.4164923,94.92677333,76.71096033,104.874288,68.13998667,90.39122233
331.476379,75.39991267,119.578776,19.13104933,91.003222,65.716676,91.21774033,66.560018,67.23012,105.7436857,80.91643,101.9663993,95.385376,77.021474,105.4764683,68.43925833,90.953303
331.845032,75.566119,119.9134497,19.07928767,91.33345033,66.01569733,91.57535067,66.361108,67.44738033,106.125206,81.187294,102.291262,95.78202333,77.33248767,105.830045,68.74392567,91.47986867
332.213654,75.48583967,119.6660383,19.07299933,91.52288567,66.16766,91.74028767,66.435098,67.563405,106.3288803,81.39098133,102.6034013,95.81025933,77.45966567,106.262329,69.033385,91.70353933
