wl,AkBW4.W,AkBW4.Y,AkBW15.WY,AkBW17.W
437.03595,56.94514333,21.50511633,38.98746867,87.62055933
437.39502,56.911371,21.631138,39.19055,87.749339
437.754059,56.926029,21.73842067,39.29521233,87.84815433
438.113068,56.85322333,21.85777467,39.43298133,87.970599
438.472046,56.89097333,21.93942467,39.55794367,88.174319
438.830994,56.86141833,22.06093733,39.714838,88.42544333
439.189911,56.907023,22.16006067,39.814961,88.52266967
439.548798,56.94705067,22.26940233,39.95639533,88.59819533
439.907593,56.960042,22.37322633,40.01716667,88.69018833
440.266388,56.97581867,22.48689033,40.161438,88.80705267
440.625122,56.971348,22.616639,40.327208,88.86925233
440.983856,57.02013533,22.746102,40.41505267,88.88961767
441.342621,56.99038167,22.87683933,40.487032,88.926857
441.701263,57.03813033,22.95833567,40.613718,88.99662533
442.059875,57.048467,23.13851967,40.706102,89.182246
442.418457,56.95167933,23.26294967,40.87012533,89.18069467
442.777008,56.953289,23.423582,41.01876767,89.32153567
443.135498,56.86236933,23.55537033,41.13458367,89.372574
443.493958,56.853002,23.67420467,41.27715867,89.38663
443.852448,56.88601167,23.791509,41.39437867,89.46698
444.210876,56.87904633,23.95407633,41.50361267,89.612063
444.569214,56.93164333,24.14251367,41.662678,89.66119367
444.927551,56.97024533,24.25243767,41.687651,89.70803567
445.285858,56.91722367,24.37927533,41.784055,89.84593967
445.644104,57.04494733,24.54047933,41.88666167,89.95166233
446.002319,57.09547667,24.71099033,41.94287,90.004936
446.360504,57.133212,24.87165033,42.01458367,89.95591
446.718719,57.11423367,25.00097833,42.150106,90.12161767
447.076843,57.09860767,25.14593667,42.24768333,90.15502433
447.434906,57.10641467,25.27351767,42.370725,90.26961533
447.792938,57.06447733,25.41853833,42.463563,90.33302833
448.15094,57.052657,25.53930667,42.50851333,90.37135067
448.508911,57.03891867,25.68651767,42.64730567,90.44971733
448.866852,57.042262,25.869434,42.72591533,90.54912033
449.224731,57.037688,26.06371467,42.82007233,90.668818
449.582672,57.05702067,26.18058133,42.93012633,90.65131367
449.940491,57.134374,26.33042533,42.996671,90.65307133
450.298279,57.24952567,26.45987533,43.058735,90.7634
450.656067,57.29867667,26.650247,43.188356,90.909223
451.013733,57.34926333,26.827894,43.297625,90.983177
451.371429,57.397274,26.96113733,43.43901833,91.027476
451.729095,57.47365467,27.121792,43.57779067,91.11698667
452.0867,57.43121467,27.284455,43.68418767,91.25063067
452.444336,57.567154,27.48888533,43.80830233,91.443479
452.80188,57.61951567,27.70296567,43.91428767,91.52114367
453.159363,57.540498,27.83703867,43.988894,91.51593
453.516815,57.55664933,27.99006133,44.078055,91.48018133
453.874237,57.58994033,28.153263,44.16941967,91.588402
454.231628,57.56934633,28.310549,44.272372,91.68151367
454.588989,57.582373,28.474525,44.365013,91.74279
454.94632,57.64287433,28.63668933,44.42492167,91.76051067
455.30365,57.670119,28.79928533,44.46234633,91.836894
455.660919,57.65641667,28.97224367,44.51972333,91.93730667
456.018127,57.636051,29.15091667,44.63266733,91.958206
456.375305,57.651226,29.327421,44.74323133,91.941381
456.732422,57.69740433,29.48371967,44.82387033,91.87459333
457.089539,57.68738433,29.64052733,44.919665,91.94752733
457.446594,57.638472,29.77292133,44.96183533,92.04791533
457.80365,57.570128,29.96128033,45.094738,92.03456633
458.160706,57.66156633,30.11540533,45.16261133,91.974884
458.517639,57.724069,30.27554833,45.22223167,91.994939
458.874542,57.71669133,30.489758,45.29107933,92.07524867
459.231445,57.697735,30.572574,45.34047467,92.11952467
459.588287,57.76577133,30.68549667,45.417301,92.11880767
459.945099,57.72108467,30.77794967,45.48840833,92.24142433
460.30188,57.761523,30.93674333,45.54757333,92.25480867
460.6586,57.791308,31.05712067,45.67639567,92.35447167
461.015381,57.778001,31.20403433,45.80050667,92.51379667
461.37204,57.767367,31.29643067,45.92436333,92.45551567
461.728668,57.83771,31.439214,46.02292633,92.48876467
462.085266,57.87005133,31.530111,46.13221367,92.56103
462.441803,57.82605867,31.67804333,46.20467867,92.58874233
462.798309,57.91647333,31.80892533,46.36284767,92.68544533
463.154816,57.98517467,32.00107533,46.50182233,92.66893267
463.511261,58.024882,32.14655733,46.602698,92.75398033
463.867706,58.03438833,32.275688,46.65563833,92.899686
464.224091,58.00729533,32.43487367,46.79757067,92.959981
464.580444,58.023083,32.62227,46.93215433,92.972132
464.936737,58.13287733,32.782582,47.07783233,93.13810733
465.292999,58.152958,32.95683933,47.15582167,93.18541467
465.6492,58.08791633,33.077567,47.27773167,93.32820867
466.005402,58.100675,33.182807,47.37975833,93.42060833
466.361542,58.06612633,33.279359,47.44421233,93.57901
466.717712,58.10578533,33.47884767,47.53022233,93.624105
467.073792,58.11149867,33.602334,47.608383,93.67149133
467.42984,58.083754,33.73002467,47.677508,93.69232933
467.785828,58.09485,33.808027,47.73844,93.78523267
468.141815,58.11333833,33.973084,47.79732367,93.75967167
468.497742,58.10235867,34.15360833,47.90110667,93.874377
468.853638,58.13044367,34.32333667,47.94035733,93.96013133
469.209503,58.056577,34.46919433,47.928876,93.922915
469.565369,58.09398633,34.61074733,47.909098,94.01460767
469.921143,58.17022333,34.710453,47.994217,94.10554
470.276886,58.113705,34.80500167,48.039701,94.13468667
470.632599,58.13739167,34.86689867,48.09537633,94.26550067
470.988281,58.17448167,34.99491167,48.12391267,94.38065333
471.343933,58.209072,35.14254,48.27932133,94.48040267
471.699493,58.20553833,35.30303067,48.36324433,94.59879033
472.055054,58.198841,35.46639867,48.398871,94.65661867
472.410675,58.113898,35.56701267,48.49149833,94.688581
472.766144,58.12131767,35.69713833,48.46116133,94.75308967
473.121582,58.108869,35.84992933,48.536635,94.722033
473.47702,58.035248,36.050943,48.55139267,94.782036
473.832397,58.02570333,36.19984133,48.61494433,94.79036967
474.187714,58.00679533,36.35664567,48.65309633,94.737002
474.54303,57.94236233,36.52640533,48.684937,94.74939967
474.898315,57.87185933,36.705443,48.72909533,94.75201167
475.253571,57.83441167,36.87249433,48.781264,94.70756533
475.608765,57.792431,37.059408,48.85379033,94.85863733
475.963928,57.797694,37.18299233,48.887717,94.683942
476.319,57.74579733,37.35839067,48.95226933,94.76099167
476.674103,57.791523,37.57641967,49.03848933,94.826693
