wl,NpBW1.WY,NpBW4.W,NpBW4.Y,NpBW7.WY,NpBW11.Y,NpBW12.W,NpBW13.W
399.863861,32.13477467,42.40594467,11.11399633,24.173055,16.178584,45.027687,75.49163067
400.226471,32.30388,42.47945667,11.17966933,24.28413267,16.220632,45.23542533,75.43728367
400.589081,32.43145467,42.44469467,11.157736,24.44500533,16.19876367,45.51153167,75.55850233
400.951691,32.65008267,42.396364,11.15826467,24.560063,16.18974833,45.796417,75.63226067
401.314209,32.79358833,42.48289867,11.16133233,24.674439,16.27414,46.09568533,75.753171
401.676758,32.88295067,42.47528567,11.18395,24.864935,16.33411933,46.365054,75.85759733
402.039185,32.97805533,42.55625667,11.23698333,25.06479633,16.33945867,46.59057233,75.917165
402.401642,33.15023167,42.68146633,11.276327,25.201121,16.413314,46.83226233,76.01389333
402.764038,33.30380567,42.74731567,11.28952767,25.38399767,16.45725433,47.03764867,76.16027833
403.126404,33.55543533,42.768168,11.30262833,25.64470633,16.45712733,47.341128,76.22418467
403.488739,33.792578,42.85929833,11.34828233,25.85704767,16.43646633,47.633719,76.24147767
403.851074,33.88743,42.93879933,11.347877,26.01158733,16.43117967,47.93525467,76.40640733
404.213348,34.03033367,43.04241167,11.38178667,26.182395,16.43874667,48.228709,76.53406267
404.575592,34.167265,43.13562,11.433916,26.31078133,16.44007533,48.580902,76.61436733
404.937775,34.251488,43.200447,11.44237133,26.41854833,16.49092433,48.91896933,76.52285533
405.299927,34.35168833,43.26658367,11.46027567,26.65299333,16.441592,49.14949767,76.71230067
405.662048,34.457881,43.339264,11.48323267,26.82403567,16.41572167,49.43974067,76.86238067
406.024139,34.56781467,43.310304,11.50267267,26.91858967,16.431409,49.768172,77.02983333
406.3862,34.68363433,43.44381967,11.57486633,27.14892,16.40447333,49.93811167,77.097201
406.74826,34.881383,43.42031867,11.61198567,27.362327,16.36534,50.26087067,77.277491
407.11026,34.986139,43.45201,11.652979,27.66868067,16.37691033,50.48894867,77.24638867
407.47226,35.144501,43.404494,11.67242533,27.91684867,16.388325,50.74631133,77.47150667
