wl,PgBW8.W,PgBW10.W
503.19812,50.15563967,51.56397633
503.550293,50.14265333,51.51227967
503.902466,50.13690967,51.48248567
504.254578,50.06657167,51.428538
504.606659,50.08342333,51.371864
504.95871,50.05532333,51.29247433
505.310699,50.04297133,51.21484533
505.66275,50.015611,51.14625067
506.014679,50.02409733,51.072975
506.366547,50.029672,50.98685067
506.718384,49.96664433,50.96557867
507.070221,49.91832333,50.85144533
507.421997,49.87109367,50.83263
507.773712,49.81649033,50.71281967
508.125397,49.793428,50.64778367
508.477112,49.771094,50.55425533
508.828735,49.78453833,50.53501267
509.180328,49.741305,50.471517
509.53186,49.68217333,50.28943
509.883362,49.63959867,50.210823
510.234833,49.615616,50.083715
510.586273,49.54447667,49.992289
510.937622,49.54787567,49.92363
511.289032,49.497345,49.84001167
511.64035,49.52347033,49.80167233
511.991608,49.492714,49.72054033
512.342834,49.46697733,49.621385
512.69397,49.44478467,49.65093
513.045166,49.40910967,49.56351733
513.396301,49.32282767,49.56483467
513.747314,49.27602667,49.487985
514.09845,49.29382567,49.35755033
514.449463,49.31581467,49.34762567
514.800415,49.268074,49.23342267
515.151367,49.277608,49.121071
515.502197,49.286527,49.00166833
515.853027,49.24190367,48.970693
516.203796,49.178164,48.85448833
516.554565,49.13986067,48.769076
516.905396,49.10606,48.721507
517.256042,49.09116867,48.64444867
517.606689,49.009674,48.60332833
517.957336,49.02375433,48.606392
518.307861,48.95960867,48.51929733
518.658386,48.95931,48.495337
519.00885,48.91417433,48.47600467
519.359314,48.854206,48.393796
519.709778,48.87040067,48.36160667
520.060181,48.836016,48.27433
520.410461,48.803312,48.221232
520.760803,48.78684867,48.18055367
521.111023,48.84457133,48.197632
521.461182,48.800541,48.20389067
521.81134,48.777789,48.09657667
522.161499,48.80653267,48.03597767
522.511658,48.822712,47.999256
522.861694,48.77582067,47.93337
523.211731,48.82790633,47.82265367
523.561707,48.89032,47.75189967
523.911621,48.90423967,47.67725667
524.261536,48.945713,47.592294
524.611389,49.03484067,47.529298
524.961182,49.21747733,47.39851233
525.311035,49.472327,47.37838367
525.660767,49.728564,47.429597
526.010437,49.82695767,47.32764967
526.360107,49.830335,47.20976133
526.709717,49.80778,47.14707433
527.059326,49.77495067,47.03927733
527.408875,49.76920967,46.94207233
527.758301,49.74421067,46.90407167
528.107849,49.72518433,46.84970733
528.457275,49.68930433,46.76747767
528.806641,49.705611,46.70625167
529.156006,49.717902,46.684864
529.505249,49.73943867,46.63325133
529.854553,49.73801667,46.618819
530.203735,49.79833633,46.61038467
530.552917,49.80656533,46.575358
530.902161,49.791489,46.56569267
531.251282,49.796678,46.56234333
531.600342,49.79219833,46.545859
531.94928,49.727224,46.52678067
532.29834,49.63946367,46.48894
532.647278,49.42697533,46.394637
532.996155,49.21906933,46.254447
533.345093,49.07375733,46.207704
533.693909,49.06447233,46.19720433
534.042664,49.09757367,46.22974667
534.391418,49.14329367,46.265789
534.740051,49.16027467,46.30297967
535.088806,49.19903167,46.28384667
535.437378,49.253947,46.24719733
535.786011,49.25934233,46.230025
536.134521,49.26872367,46.21807433
536.483093,49.25959,46.180326
536.831543,49.26463567,46.17908233
537.179932,49.276178,46.08761833
537.52832,49.27549367,46.01201533
537.876648,49.27703233,45.96659567
538.224976,49.314692,45.87475733
538.573242,49.361566,45.80411933
538.921448,49.35367433,45.730788
539.269714,49.41547667,45.71490633
539.617798,49.42438767,45.73000567
539.965881,49.45723233,45.64968233
540.313965,49.44472733,45.585229
540.661987,49.51359567,45.56377667
541.01001,49.50733333,45.484342
541.35791,49.521249,45.403844
541.705872,49.50033933,45.37645067
542.053711,49.45176967,45.33238367
542.401489,49.461287,45.308057
542.749268,49.43663167,45.239399
543.096985,49.45311267,45.23158267
543.444702,49.427774,45.23784633
543.792358,49.44209667,45.22566733
544.140015,49.40820433,45.20071433
544.48761,49.37693133,45.23161833
544.835144,49.30382533,45.255666
545.182617,49.26335867,45.27219533
545.53009,49.207485,45.324387
545.877502,49.14531333,45.32690467
546.224854,49.142779,45.369563
546.572205,49.12726733,45.37201033
546.919495,49.11975233,45.398097
547.266785,49.05524567,45.45542133
547.614014,49.02990867,45.51732367
547.961182,49.027172,45.54419333
548.30835,49.057382,45.64740133
548.655396,48.983813,45.70566967
549.002441,49.01081967,45.73639967
549.349426,49.112011,45.75263233
549.696411,49.09298833,45.723325
550.043396,49.10537867,45.813469
550.390259,49.10460767,45.774892
550.737122,49.148013,45.700148
551.083923,49.10144167,45.686582
551.430664,49.086263,45.67602167
551.777344,49.09728767,45.75069667
552.124084,49.06522367,45.742471
552.470703,49.007422,45.80777467
552.817322,49.02581667,45.80839033
553.16394,49.047146,45.836122
553.510437,49.01239133,45.85921467
553.856873,48.962921,45.87759167
554.203308,48.94154867,45.855105
554.549744,48.92588267,45.835026
554.896057,48.90295533,45.85589467
555.242371,48.81907133,45.87966933
555.588684,48.773407,45.899517
555.934875,48.790353,45.91663233
556.281067,48.70110833,45.92984733
556.627258,48.641731,45.938105
556.973328,48.627028,46.01629
557.319458,48.555364,46.023328
557.665405,48.53523733,46.08891567
558.011414,48.48724733,46.10714567
558.357361,48.433717,46.125234
558.703247,48.41073733,46.15720733
559.049133,48.35154333,46.09953433
559.39502,48.34611667,46.08745333
559.740784,48.319168,46.03951233
560.086487,48.27925767,46.02290467
560.432129,48.28236633,46.02984233
560.777832,48.312982,46.01019933
561.123474,48.27332667,45.93657433
561.468994,48.252497,45.93788533
561.814575,48.27256167,45.93517567
562.160034,48.27557133,45.853611
562.505493,48.28361233,45.81080367
562.850891,48.24149833,45.726655
563.196228,48.218225,45.621714
563.541626,48.21873733,45.554063
563.886902,48.18325967,45.57556133
564.232178,48.23024133,45.50374233
564.577332,48.247636,45.48431
564.922485,48.18013767,45.395088
565.267639,48.12200033,45.37973533
565.612671,48.097551,45.36951567
565.957703,48.07568467,45.324093
566.302795,48.077878,45.213286
566.647705,48.088633,45.22289133
566.992615,48.11404433,45.19066633
567.337463,48.09692,45.16178133
567.682251,48.10168333,45.09423467
568.0271,48.05860933,45.111945
568.371826,48.020569,45.10897333
568.716492,48.01889967,45.05127833
569.061218,48.051881,44.996118
569.405823,48.12225467,44.97776033
569.750366,48.12758667,44.98746233
570.09491,48.21655767,44.95906433
570.439392,48.25468467,44.97164267
570.783875,48.28924333,44.94249833
571.128235,48.326832,44.84143233
571.472595,48.31098067,44.82731767
571.817017,48.32845833,44.74617133
572.161255,48.372011,44.76614367
572.505554,48.39851367,44.80689633
572.84967,48.40554433,44.76683167
573.193848,48.40899267,44.80451067
573.537964,48.42637633,44.81714267
573.882019,48.45196033,44.78828667
574.226074,48.47930133,44.75969833
574.570129,48.52441033,44.71511967
574.914063,48.48577367,44.70730833
575.257996,48.519494,44.67915867
575.601807,48.60416933,44.64547733
575.945618,48.68160133,44.64434567
576.289429,48.63841467,44.69794567
576.633118,48.59524533,44.69126867
576.976807,48.56933867,44.670114
577.320496,48.488182,44.715837
577.664124,48.48353567,44.72339367
578.00769,48.493365,44.74114733
578.351196,48.48261133,44.82076267
578.694702,48.45655933,44.86911933
579.038147,48.48574067,44.85740933
579.381531,48.45517367,44.90575533
579.724854,48.50375,44.83266933
580.068237,48.63163633,44.824126
580.411499,48.63369867,44.78474433
580.754761,48.64730067,44.82073433
581.0979,48.67625667,44.785922
581.44104,48.67756533,44.788489
581.78418,48.60363133,44.78266267
582.127197,48.612488,44.79301833
582.470215,48.60779433,44.75657667
582.813232,48.59173333,44.75780133
583.156189,48.54126333,44.737213
583.499084,48.593959,44.65715433
583.841919,48.608472,44.696879
584.184753,48.64402867,44.64101567
584.527466,48.65937167,44.61731867
584.870178,48.70501067,44.65138867
585.212891,48.61418767,44.61012033
585.555542,48.59646367,44.56093733
585.898132,48.59804267,44.50874433
586.240662,48.54738367,44.617667
586.583252,48.61859133,44.63924533
586.925659,48.64182533,44.69649667
587.268066,48.58002433,44.726715
587.610474,48.65756233,44.70767733
587.95282,48.665517,44.676796
588.295166,48.64072933,44.71459467
588.63739,48.65984833,44.702174
588.979614,48.68763,44.78590233
589.321777,48.716665,44.77919633
589.663879,48.68703067,44.79726433
590.005981,48.617906,44.826636
590.348022,48.528052,44.86156833
590.690002,48.51888633,44.90828067
591.031982,48.56846233,44.881723
591.373962,48.592007,44.92117433
591.71582,48.57977,44.976022
592.057556,48.53037533,44.92435067
592.399414,48.61960733,44.96451533
592.74115,48.68248767,44.94503667
593.082825,48.722883,44.909711
593.4245,48.75820267,44.83431533
593.766113,48.76599767,44.71072633
594.107666,48.74543533,44.604172
594.449219,48.70447533,44.60262433
594.79071,48.65842433,44.58880133
595.132141,48.57440067,44.586281
595.473511,48.52666767,44.53575033
595.81488,48.53753033,44.486575
596.15625,48.57775233,44.41319033
596.497498,48.57084767,44.403193
596.838745,48.53006367,44.311891
597.179932,48.602028,44.30324933
597.521057,48.69856133,44.29269167
597.862122,48.66330333,44.234089
598.203125,48.59608467,44.259042
598.544189,48.610883,44.24403
598.885193,48.65414167,44.152485
599.226135,48.64346433,44.192969
599.567017,48.61554567,44.148664
599.907776,48.571518,44.149245
600.248657,48.480835,44.15381233
600.589355,48.47100967,44.18382667
600.930054,48.44511533,44.11733633
601.270752,48.44368133,44.19794233
601.611389,48.46517567,44.145733
601.951965,48.390152,44.13602933
602.29248,48.42309067,44.126952
602.632996,48.45764267,44.15217967
602.97345,48.43521633,44.10846967
